"","GO0043565_sequence_specific_DNA_binding"
"Q8N9Z2_IDR_1_54",0.490959773548826
"Q8N9Z2_IDR_87_176",0.509040226451174
"Q8N9Z9_IDR_260_388",0.66912668365526
"Q8N9Z9_IDR_26_129",0.33087331634474
"Q8NA03_IDR_1_111",0.185302283983222
"Q8NA03_IDR_132_261",0.233458959105637
"Q8NA03_IDR_329_384",0.183469445843185
"Q8NA03_IDR_418_521",0.197857074762856
"Q8NA03_IDR_548_581",0.1999122363051
"Q8NA19_IDR_1_43",0.277858583876055
"Q8NA19_IDR_366_514",0.722141416123945
"Q8NA29_IDR_1_38",1
"Q8NA31_IDR_377_409",0.457597336074219
"Q8NA31_IDR_421_673",0.542402663925781
"Q8NA42_IDR_60_143",1
"Q8NA47_IDR_1_31",0.333717047308638
"Q8NA47_IDR_262_296",0.345896711371531
"Q8NA47_IDR_531_563",0.320386241319831
"Q8NAM6_IDR_128_308",0.559327537763596
"Q8NAM6_IDR_1_38",0.440672462236404
"Q8NAN2_IDR_288_334",0.483405592637867
"Q8NAN2_IDR_96_200",0.516594407362133
"Q8NAP3_IDR_123_165",0.463793702254853
"Q8NAP3_IDR_176_459",0.274073232480623
"Q8NAP3_IDR_522_970",0.262133065264524
"Q8NAP8_IDR_125_370",0.683825276100833
"Q8NAP8_IDR_402_495",0.316174723899167
"Q8NAT1_IDR_1_55",1
"Q8NAT2_IDR_204_277",0.222921374780995
"Q8NAT2_IDR_693_915",0.552960242678508
"Q8NAT2_IDR_95_126",0.224118382540497
"Q8NAU1_IDR_177_212",1
"Q8NAV1_IDR_175_312",1
"Q8NAV2_IDR_1_305",0.526942961394004
"Q8NAV2_IDR_308_365",0.473057038605996
"Q8NAX2_IDR_115_232",0.270112697605516
"Q8NAX2_IDR_1_54",0.225889508128726
"Q8NAX2_IDR_308_349",0.240944758342892
"Q8NBF1_IDR_1_190",0.698813223815892
"Q8NBF1_IDR_298_513",0.301186776184108
"Q8NBF6_IDR_239_378",0.539513179002287
"Q8NBF6_IDR_587_648",0.460486820997713
"Q8NBI3_IDR_1_273",1
"Q8NBI5_IDR_214_268",1
"Q8NBI6_IDR_46_95",1
"Q8NBJ4_IDR_133_401",1
"Q8NBJ5_IDR_584_622",1
"Q8NBJ9_IDR_385_424",1
"Q8NBK3_IDR_1_87",1
"Q8NBM4_IDR_219_302",1
"Q8NBN3_IDR_474_555",1
"Q8NBP0_IDR_1_108",1
"Q8NBP5_IDR_1_54",0.47932954545167
"Q8NBP5_IDR_222_265",0.52067045454833
"Q8NBP7_IDR_1_61",1
"Q8NBR0_IDR_134_306",0.477987610876954
"Q8NBR0_IDR_363_393",0.522012389123046
"Q8NC60_IDR_18_66",0.568597476790392
"Q8NC60_IDR_82_123",0.431402523209608
"Q8NC67_IDR_464_525",1
"Q8NC74_IDR_105_664",0.534842039968912
"Q8NC74_IDR_1_103",0.465157960031088
"Q8NC96_IDR_167_251",1
"Q8NCA5_IDR_305_503",1
"Q8NCA9_IDR_1_197",0.489321169341301
"Q8NCA9_IDR_258_323",0.510678830658699
"Q8NCB2_IDR_327_501",1
"Q8NCC5_IDR_237_277",1
"Q8NCD3_IDR_162_403",0.367232329412972
"Q8NCD3_IDR_448_748",0.295491922687697
"Q8NCD3_IDR_73_146",0.337275747899331
"Q8NCE0_IDR_131_279",1
"Q8NCE2_IDR_432_551",1
"Q8NCF5_IDR_1_45",0.491248387912769
"Q8NCF5_IDR_55_247",0.508751612087231
"Q8NCG5_IDR_1_39",1
"Q8NCG7_IDR_545_585",1
"Q8NCV1_IDR_1_112",1
"Q8NCW5_IDR_1_54",1
"Q8NCW6_IDR_31_97",1
"Q8NCX0_IDR_1023_1101",0.586951554300884
"Q8NCX0_IDR_1_101",0.413048445699116
"Q8NCY6_IDR_82_345",1
"Q8ND04_IDR_1_39",0.325655222670384
"Q8ND04_IDR_656_739",0.359434251478299
"Q8ND04_IDR_99_132",0.314910525851318
"Q8ND07_IDR_1_39",0.473533740343218
"Q8ND07_IDR_459_497",0.526466259656782
"Q8ND23_IDR_861_1372",1
"Q8ND24_IDR_1_236",0.330924294180446
"Q8ND24_IDR_425_551",0.386291804199699
"Q8ND24_IDR_610_653",0.282783901619855
"Q8ND25_IDR_1_137",1
"Q8ND30_IDR_142_499",0.305280938190024
"Q8ND30_IDR_1_49",0.349885878083177
"Q8ND30_IDR_842_876",0.344833183726798
"Q8ND56_IDR_81_463",1
"Q8NDG6_IDR_17_121",1
"Q8NDH6_IDR_262_452",1
"Q8NDI1_IDR_1201_1231",0.342902765704349
"Q8NDI1_IDR_174_542",0.435421178823968
"Q8NDI1_IDR_544_1075",0.221676055471683
"Q8NDL9_IDR_343_417",0.563818908904299
"Q8NDL9_IDR_600_886",0.436181091095701
"Q8NDM7_IDR_749_785",0.511499110675723
"Q8NDM7_IDR_930_986",0.488500889324277
"Q8NDP4_IDR_63_149",1
"Q8NDQ6_IDR_60_186",1
"Q8NDT2_IDR_1_134",0.25326164540893
"Q8NDT2_IDR_223_306",0.426764166595364
"Q8NDT2_IDR_554_709",0.319974187995707
"Q8NDV7_IDR_1_1702",1
"Q8NDW4_IDR_61_353",1
"Q8NDX1_IDR_1004_1056",0.448232924562425
"Q8NDX1_IDR_1_583",0.551767075437575
"Q8NDX2_IDR_1_64",0.470531584148945
"Q8NDX2_IDR_510_589",0.529468415851055
"Q8NE63_IDR_350_616",1
"Q8NE71_IDR_1_299",1
"Q8NE79_IDR_269_360",1
"Q8NE86_IDR_1_51",1
"Q8NEA5_IDR_182_215",0.513972747597065
"Q8NEA5_IDR_28_83",0.486027252402935
"Q8NEA6_IDR_1_340",0.67069118748911
"Q8NEA6_IDR_446_666",0.32930881251089
"Q8NEA9_IDR_1_89",1
"Q8NEB7_IDR_124_278",0.486182867691117
"Q8NEB7_IDR_1_35",0.513817132308883
"Q8NEB9_IDR_412_470",1
"Q8NEC5_IDR_1_418",1
"Q8NEC7_IDR_193_244",1
"Q8NEE8_IDR_544_873",1
"Q8NEF3_IDR_241_303",1
"Q8NEF9_IDR_129_419",1
"Q8NEG0_IDR_189_241",1
"Q8NEG2_IDR_106_295",0.514684739536377
"Q8NEG2_IDR_27_72",0.485315260463623
"Q8NEN9_IDR_1107_1154",0.337243228796902
"Q8NEN9_IDR_454_677",0.323166267890784
"Q8NEN9_IDR_886_998",0.339590503312315
"Q8NEP3_IDR_1_85",0.495219775087049
"Q8NEP3_IDR_303_725",0.504780224912951
"Q8NEP4_IDR_1_510",1
"Q8NEP9_IDR_15_141",1
"Q8NEQ5_IDR_1_105",1
"Q8NEQ6_IDR_95_146",1
"Q8NER1_IDR_1_107",0.491736394308169
"Q8NER1_IDR_762_839",0.508263605691831
"Q8NES3_IDR_1_105",1
"Q8NET4_IDR_1_1180",0.385751309653965
"Q8NET4_IDR_1313_1351",0.614248690346035
"Q8NET5_IDR_191_264",1
"Q8NET6_IDR_1_63",1
"Q8NET8_IDR_1_116",0.557463899824775
"Q8NET8_IDR_750_790",0.442536100175225
"Q8NEU8_IDR_388_436",1
"Q8NEV1_IDR_332_391",1
"Q8NEZ4_IDR_4117_4189",0.102596102136986
"Q8NEZ4_IDR_4251_4345",0.127501260624963
"Q8NF37_IDR_1_36",0.333421185005096
"Q8NF37_IDR_38_73",0.309904478546515
"Q8NF37_IDR_496_534",0.356674336448389
"Q8NF50_IDR_1234_1287",0.388767751114266
"Q8NF50_IDR_1347_1418",0.315133353737186
"Q8NF50_IDR_420_456",0.296098895148548
"Q8NF64_IDR_1_416",0.316852478704668
"Q8NF64_IDR_685_883",0.683147521295332
"Q8NF86_IDR_1_33",1
"Q8NF91_IDR_147_178",0.151021757281401
"Q8NF91_IDR_5763_6086",0.132749254262754
"Q8NFG4_IDR_278_337",0.486905791692731
"Q8NFG4_IDR_30_87",0.513094208307269
"Q8NFH5_IDR_1_171",0.565267895709815
"Q8NFH5_IDR_250_308",0.434732104290185
"Q8NFH8_IDR_142_272",0.612215428053345
"Q8NFH8_IDR_362_617",0.387784571946655
"Q8NFI3_IDR_1_57",1
"Q8NFJ5_IDR_273_312",1
"Q8NFJ8_IDR_1_252",0.442079538598386
"Q8NFJ8_IDR_312_381",0.557920461401614
"Q8NFK1_IDR_225_279",1
"Q8NFL0_IDR_1_92",1
"Q8NFM4_IDR_452_484",0.4671150224269
"Q8NFM4_IDR_487_536",0.5328849775731
"Q8NFM7_IDR_2_34",0.295250093801412
"Q8NFM7_IDR_515_548",0.283978392553479
"Q8NFM7_IDR_561_739",0.420771513645109
"Q8NFN8_IDR_319_788",1
"Q8NFP9_IDR_1490_1570",0.192107557584621
"Q8NFP9_IDR_1_55",0.285803117237456
"Q8NFP9_IDR_1581_1881",0.263162919310003
"Q8NFP9_IDR_951_1328",0.25892640586792
"Q8NFQ8_IDR_1_247",1
"Q8NFT6_IDR_1_44",0.225802252981392
"Q8NFW8_IDR_1_40",1
"Q8NFW9_IDR_130_859",0.467201898806975
"Q8NFW9_IDR_25_73",0.532798101193025
"Q8NFY4_IDR_545_662",0.360090986761554
"Q8NFY4_IDR_691_829",0.244874291563229
"Q8NFY4_IDR_832_1070",0.395034721675217
"Q8NFZ0_IDR_1_190",1
"Q8NFZ3_IDR_1_39",0.25030222385452
"Q8NFZ3_IDR_605_668",0.266514395622196
"Q8NFZ3_IDR_701_816",0.483183380523284
"Q8NFZ4_IDR_613_679",0.506920202632635
"Q8NFZ4_IDR_701_835",0.493079797367365
"Q8NFZ5_IDR_157_207",0.471853859150915
"Q8NFZ5_IDR_330_400",0.528146140849085
"Q8NFZ8_IDR_342_388",1
"Q8NG08_IDR_395_425",0.322550116789205
"Q8NG08_IDR_795_825",0.360223457759942
"Q8NG08_IDR_957_1062",0.317226425450853
"Q8NG27_IDR_122_481",0.48130061614259
"Q8NG27_IDR_37_112",0.51869938385741
"Q8NG31_IDR_1_1876",1
"Q8NG48_IDR_549_700",1
"Q8NG66_IDR_299_523",1
"Q8NGU9_IDR_377_434",1
"Q8NHG7_IDR_1_71",1
"Q8NHS0_IDR_116_186",1
"Q8NHS3_IDR_1_32",0.6333812762649
"Q8NHS3_IDR_245_290",0.3666187237351
"Q8NHS9_IDR_1_237",1
"Q8NHU0_IDR_1_118",1
"Q8NHU2_IDR_277_347",1
"Q8NHU3_IDR_1_55",1
"Q8NHU6_IDR_412_447",0.367852664084445
"Q8NHU6_IDR_850_899",0.293866517258084
"Q8NHU6_IDR_89_231",0.33828081865747
"Q8NHV4_IDR_309_350",0.439428038421255
"Q8NHV4_IDR_354_626",0.560571961578745
"Q8NHV9_IDR_21_106",1
"Q8NHW3_IDR_1_226",0.839402651114468
"Q8NHW3_IDR_319_353",0.160597348885532
"Q8NHW6_IDR_1_33",1
"Q8NHX4_IDR_1_110",0.477359152853994
"Q8NHX4_IDR_161_192",0.522640847146006
"Q8NHX9_IDR_1_37",1
"Q8NHY2_IDR_1_131",0.563530344214309
"Q8NI35_IDR_1328_1418",0.106846721889117
"Q8NI35_IDR_1622_1670",0.0962760256102772
"Q8NI35_IDR_1765_1801",0.111767176395103
"Q8NI37_IDR_1_31",1
"Q8NI51_IDR_123_371",0.379598206146384
"Q8NI51_IDR_1_84",0.167131990806212
"Q8NI51_IDR_439_513",0.293775329316907
"Q8NI51_IDR_550_627",0.159494473730497
"Q8NI60_IDR_1_251",1
"Q8NI77_IDR_617_898",1
"Q8NI99_IDR_186_252",1
"Q8TA86_IDR_147_221",0.471145350943741
"Q8TA86_IDR_1_81",0.528854649056259
"Q8TA94_IDR_48_139",1
"Q8TAA5_IDR_1_55",1
"Q8TAA9_IDR_1_90",1
"Q8TAB3_IDR_744_787",0.309222796960991
"Q8TAB3_IDR_805_992",0.345639146130512
"Q8TAB3_IDR_994_1117",0.345138056908497
"Q8TAB5_IDR_1_151",1
"Q8TAM1_IDR_435_547",1
"Q8TAM6_IDR_1_284",1
"Q8TAP8_IDR_1_204",1
"Q8TAP9_IDR_1_135",1
"Q8TAQ2_IDR_259_417",0.341708165059778
"Q8TAQ2_IDR_545_609",0.309887099255521
"Q8TAQ2_IDR_720_1214",0.348404735684701
"Q8TAQ5_IDR_15_131",1
"Q8TAQ9_IDR_1_41",1
"Q8TAT2_IDR_1_47",0.51657278160863
"Q8TAT2_IDR_149_233",0.48342721839137
"Q8TAT5_IDR_400_501",1
"Q8TAU0_IDR_1_155",0.611437903174797
"Q8TAU0_IDR_235_352",0.388562096825204
"Q8TAU3_IDR_59_162",1
"Q8TAV0_IDR_134_221",0.477148374617484
"Q8TAV0_IDR_231_307",0.522851625382516
"Q8TAW3_IDR_1_44",0.438302934369208
"Q8TBA6_IDR_566_665",0.228602667936435
"Q8TBB0_IDR_94_147",1
"Q8TBB1_IDR_130_258",1
"Q8TBB5_IDR_351_426",0.494070472127199
"Q8TBB5_IDR_489_520",0.505929527872801
"Q8TBB6_IDR_436_501",0.469051368975942
"Q8TBB6_IDR_680_771",0.530948631024058
"Q8TBC3_IDR_135_191",0.556377118462435
"Q8TBC3_IDR_606_707",0.443622881537565
"Q8TBC4_IDR_1_32",1
"Q8TBC5_IDR_135_408",0.319310221505021
"Q8TBC5_IDR_1_41",0.280039521098228
"Q8TBC5_IDR_473_510",0.400650257396751
"Q8TBE0_IDR_1_73",0.214537877945552
"Q8TBE0_IDR_461_587",0.33317319792356
"Q8TBE0_IDR_76_348",0.452288924130887
"Q8TBE3_IDR_144_224",1
"Q8TBE7_IDR_30_96",1
"Q8TBF4_IDR_90_217",1
"Q8TBF8_IDR_1_33",1
"Q8TBY8_IDR_935_990",0.345873332824575
"Q8TBY9_IDR_1_245",1
"Q8TBZ0_IDR_1_428",0.545460161497869
"Q8TBZ0_IDR_752_833",0.454539838502131
"Q8TBZ3_IDR_322_360",0.497948159706559
"Q8TBZ3_IDR_392_507",0.502051840293441
"Q8TBZ5_IDR_1_212",1
"Q8TBZ6_IDR_1_97",0.412590848168043
"Q8TBZ6_IDR_277_339",0.587409151831957
"Q8TC05_IDR_1_714",1
"Q8TC07_IDR_631_691",1
"Q8TC20_IDR_1_126",0.23857699302077
"Q8TC20_IDR_132_309",0.268011901670651
"Q8TC20_IDR_550_634",0.268413861551058
"Q8TC20_IDR_721_777",0.224997243757521
"Q8TC21_IDR_49_138",1
"Q8TC26_IDR_1_75",1
"Q8TC27_IDR_712_787",1
"Q8TC29_IDR_1_142",1
"Q8TC76_IDR_1_265",0.494939042003701
"Q8TC76_IDR_291_339",0.505060957996299
"Q8TC90_IDR_131_196",0.27244776955455
"Q8TC90_IDR_1_72",0.444502301004357
"Q8TC90_IDR_200_364",0.283049929441093
"Q8TC92_IDR_2_55",0.35317904843657
"Q8TC92_IDR_383_436",0.296572219395954
"Q8TC92_IDR_493_561",0.350248732167476
"Q8TC99_IDR_64_171",1
"Q8TCC7_IDR_511_542",1
"Q8TCD1_IDR_1_76",1
"Q8TCF1_IDR_118_155",1
"Q8TCG1_IDR_539_597",1
"Q8TCG2_IDR_1_97",1
"Q8TCG5_IDR_769_803",1
"Q8TCJ2_IDR_1_67",0.335060824028215
"Q8TCJ2_IDR_489_548",0.323405055308623
"Q8TCJ2_IDR_776_826",0.341534120663162
"Q8TCN5_IDR_128_630",0.319143168457104
"Q8TCN5_IDR_13_47",0.344755626239769
"Q8TCN5_IDR_49_124",0.181353278251625
"Q8TCN5_IDR_826_881",0.154747927051502
"Q8TCQ1_IDR_1_75",0.472500665495228
"Q8TCQ1_IDR_244_289",0.527499334504772
"Q8TCT6_IDR_35_67",1
"Q8TCT7_IDR_201_233",0.531324074937297
"Q8TCT7_IDR_506_592",0.468675925062703
"Q8TCT9_IDR_347_377",1
"Q8TD10_IDR_1_117",0.566196306697328
"Q8TD10_IDR_331_391",0.433803693302672
"Q8TD16_IDR_141_666",0.55132411051778
"Q8TD16_IDR_777_824",0.44867588948222
"Q8TD17_IDR_1_40",0.433191432917306
"Q8TD17_IDR_190_344",0.566808567082694
"Q8TD19_IDR_1_48",0.321142206579456
"Q8TD19_IDR_731_807",0.265922958749359
"Q8TD19_IDR_825_961",0.412934834671184
"Q8TD20_IDR_1_34",0.453499893464017
"Q8TD20_IDR_568_617",0.546500106535983
"Q8TD26_IDR_1_310",0.0948960507136594
"Q8TD26_IDR_1316_1385",0.234640898996027
"Q8TD26_IDR_1410_1447",0.151772783236965
"Q8TD26_IDR_1619_2108",0.358801702165559
"Q8TD26_IDR_2110_2715",0.15988856488779
"Q8TD30_IDR_1_44",1
"Q8TD31_IDR_1_154",0.508156019179492
"Q8TD31_IDR_675_782",0.491843980820508
"Q8TD35_IDR_1_103",1
"Q8TD43_IDR_519_553",0.500189250892713
"Q8TD43_IDR_713_764",0.499810749107287
"Q8TD55_IDR_121_410",1
"Q8TD57_IDR_1_224",1
"Q8TD84_IDR_1616_2047",1
"Q8TD90_IDR_1_83",1
"Q8TDC3_IDR_716_778",0.410214439603347
"Q8TDD1_IDR_1_96",0.362424301236058
"Q8TDD1_IDR_578_739",0.388412448875119
"Q8TDD1_IDR_774_881",0.249163249888823
"Q8TDD2_IDR_1_129",0.31620362870227
"Q8TDD2_IDR_173_289",0.439716798019866
"Q8TDD2_IDR_361_431",0.244079573277864
"Q8TDF5_IDR_417_471",0.557857651162404
"Q8TDF5_IDR_481_516",0.442142348837595
"Q8TDF6_IDR_1_35",0.429760335037507
"Q8TDF6_IDR_593_673",0.570239664962493
"Q8TDG4_IDR_1_313",1
"Q8TDI0_IDR_1_131",0.132580023269528
"Q8TDI0_IDR_1203_1252",0.168245672007046
"Q8TDI0_IDR_1328_1405",0.195625901403097
"Q8TDI0_IDR_1532_1699",0.200560850438124
"Q8TDI0_IDR_200_341",0.131236069473962
"Q8TDI0_IDR_651_681",0.171751483408242
"Q8TDI7_IDR_1_157",0.462683951172966
"Q8TDI7_IDR_800_906",0.537316048827035
"Q8TDN2_IDR_56_92",0.483671089733884
"Q8TDN4_IDR_1_317",0.578374479686834
"Q8TDN4_IDR_410_443",0.421625520313166
"Q8TDN6_IDR_1_53",0.271076149080298
"Q8TDN6_IDR_271_306",0.311884460035316
"Q8TDN6_IDR_309_353",0.417039390884387
"Q8TDQ0_IDR_136_201",1
"Q8TDQ1_IDR_130_290",1
"Q8TDR0_IDR_119_508",1
"Q8TDR2_IDR_1_197",1
"Q8TDR4_IDR_1_215",1
"Q8TDS4_IDR_314_363",1
"Q8TDS5_IDR_1_88",0.515084851474512
"Q8TDS5_IDR_374_423",0.484915148525488
"Q8TDT2_IDR_319_470",1
"Q8TDU9_IDR_333_374",1
"Q8TDV0_IDR_328_381",1
"Q8TDW4_IDR_124_154",1
"Q684P5_IDR_678_717",0.309091609329828
"Q68BL7_IDR_155_395",1
"Q68BL8_IDR_1_73",0.558653302097455
"Q68BL8_IDR_183_486",0.441346697902545
"Q68CJ6_IDR_1_41",1
"Q68CJ9_IDR_1_461",1
"Q68CL5_IDR_253_300",1
"Q68CP9_IDR_1693_1743",0.40379656830211
"Q68CP9_IDR_473_531",0.177175101514375
"Q68CP9_IDR_535_569",0.165480983785364
"Q68CP9_IDR_603_1629",0.25354734639815
"Q68CQ1_IDR_1_193",0.548893101151122
"Q68CQ1_IDR_195_239",0.451106898848878
"Q68CQ4_IDR_1_75",0.496497783231254
"Q68CQ4_IDR_78_186",0.503502216768746
"Q68CQ7_IDR_1_48",1
"Q68CR1_IDR_1086_1132",0.488344028553888
"Q68CR1_IDR_1_33",0.511655971446112
"Q68DE3_IDR_2199_2245",0.308074745839528
"Q68DH5_IDR_1_94",0.587929442302524
"Q68DH5_IDR_582_695",0.412070557697476
"Q68DK7_IDR_1_469",1
"Q68DL7_IDR_311_685",1
"Q68DQ2_IDR_1_1477",0.325583806843584
"Q68DQ2_IDR_1480_1759",0.364947584959764
"Q68DQ2_IDR_1768_2281",0.309468608196652
"Q68DU8_IDR_284_387",1
"Q68DV7_IDR_319_676",1
"Q68DX3_IDR_1173_1309",0.271740357883733
"Q68DX3_IDR_190_305",0.23845439795372
"Q68DX3_IDR_679_768",0.237062035210876
"Q68DX3_IDR_864_939",0.25274320895167
"Q68DY9_IDR_68_145",1
"Q68EA5_IDR_42_167",1
"Q68EM7_IDR_453_881",1
"Q6A162_IDR_1_49",0.501135011917291
"Q6A163_IDR_1_31",0.457187752789966
"Q6AHZ1_IDR_1155_1222",0.222253606955216
"Q6AHZ1_IDR_350_443",0.293639268531762
"Q6AI08_IDR_293_411",1
"Q6AI14_IDR_1_53",0.48308758895182
"Q6AI14_IDR_602_798",0.51691241104818
"Q6AI39_IDR_25_722",0.254525607183327
"Q6AI39_IDR_800_1002",0.283567855117225
"Q6A162_IDR_398_429",0.498864988082709
"Q6A163_IDR_411_455",0.542812247210034
"Q6AHZ1_IDR_1236_1310",0.208565390562233
"Q6AHZ1_IDR_464_881",0.275541733950789
"Q6AI12_IDR_136_242",1
"Q6AI39_IDR_1020_1053",0.269962191641508
"Q6AI39_IDR_741_796",0.19194434605794
"Q6AW86_IDR_55_230",1
"Q6AWC2_IDR_391_422",0.267500742960888
"Q6AWC2_IDR_425_488",0.18920664100251
"Q6AWC2_IDR_493_686",0.19903335865681
"Q6DN90_IDR_1_520",0.416691428541482
"Q6DN90_IDR_875_963",0.583308571458518
"Q6DT37_IDR_1455_1551",0.192013717950557
"Q6DT37_IDR_403_446",0.197395575343273
"Q6DT37_IDR_455_495",0.192199108870809
"Q6DT37_IDR_563_631",0.201865323942348
"Q6DT37_IDR_786_903",0.216526273893013
"Q6DWJ6_IDR_308_353",1
"Q6E0U4_IDR_18_351",1
"Q6ECI4_IDR_85_180",1
"Q6EIG7_IDR_1_50",1
"Q6EKJ0_IDR_188_320",1
"Q6EMB2_IDR_404_457",0.458464246002726
"Q6EMB2_IDR_532_660",0.541535753997274
"Q8TDW5_IDR_125_387",1
"Q8TE49_IDR_446_889",0.584165772705511
"Q8TE54_IDR_531_564",1
"Q8TE56_IDR_183_227",1
"Q8TE57_IDR_208_287",1
"Q8TE58_IDR_143_211",1
"Q8TE60_IDR_207_290",1
"Q8TE67_IDR_152_236",0.502276563022652
"Q8TE67_IDR_400_450",0.497723436977348
"Q8TE68_IDR_159_253",0.346495246996029
"Q8TE68_IDR_431_478",0.360230628201672
"Q8TE68_IDR_536_633",0.293274124802299
"Q8TE73_IDR_1059_1096",0.445231065488949
"Q8TE73_IDR_896_930",0.554768934511051
"Q8TE76_IDR_405_450",0.457105952979455
"Q8TE76_IDR_457_793",0.542894047020545
"Q8TE77_IDR_470_659",0.435222720310511
"Q8TE77_IDR_52_91",0.56477727968949
"Q8TE82_IDR_1_76",0.486696210944602
"Q8TE82_IDR_229_265",0.513303789055398
"Q8TE85_IDR_77_219",0.380407509628187
"Q8TEH3_IDR_411_970",1
"Q8TEJ3_IDR_122_191",0.227588006413704
"Q8TEJ3_IDR_1_45",0.246430259341927
"Q8TEJ3_IDR_320_461",0.244412473404467
"Q8TEJ3_IDR_528_821",0.281569260839902
"Q8TEK3_IDR_329_1537",1
"Q8TEL6_IDR_1_33",0.457387890863814
"Q8TEL6_IDR_343_373",0.542612109136186
"Q8TEM1_IDR_1835_1887",1
"Q8TEP8_IDR_1_41",0.288846583643292
"Q8TEP8_IDR_2070_2125",0.332934553044285
"Q8TEP8_IDR_43_1211",0.378218863312423
"Q8TEQ0_IDR_184_389",0.168865887864562
"Q8TEQ0_IDR_407_511",0.260922319281681
"Q8TEQ0_IDR_617_649",0.355194947840845
"Q8TEQ0_IDR_777_813",0.215016845012913
"Q8TEQ6_IDR_1306_1349",0.295405471346375
"Q8TEQ6_IDR_1390_1427",0.297859727312461
"Q8TEQ6_IDR_822_881",0.406734801341165
"Q8TER5_IDR_191_521",0.308631032116849
"Q8TEW8_IDR_593_1205",0.446654209756144
"Q8TEX9_IDR_627_658",1
"Q8TEY5_IDR_1_135",0.36407082041351
"Q8TEY5_IDR_145_183",0.342039772903364
"Q8TEY5_IDR_314_395",0.293889406683127
"Q8TEY7_IDR_129_183",0.482459182516831
"Q8TEY7_IDR_293_473",0.517540817483169
"Q8TF01_IDR_1_33",0.491376224600115
"Q8TF01_IDR_47_805",0.508623775399885
"Q8TF08_IDR_1_32",1
"Q8TF05_IDR_324_613",1
"Q8TF17_IDR_384_440",0.547870631822967
"Q8TF17_IDR_9_39",0.452129368177033
"Q8TF20_IDR_1_66",1
"Q8TF21_IDR_1_42",0.572113002109882
"Q8TF21_IDR_271_823",0.427886997890118
"Q8TF30_IDR_472_705",0.593694184826535
"Q8TF30_IDR_755_809",0.406305815173465
"Q8TF32_IDR_90_153",1
"Q8TF39_IDR_1_45",0.465398063746404
"Q8TF68_IDR_1_260",0.749488437190557
"Q8TF68_IDR_455_543",0.250511562809443
"Q8TF71_IDR_1_61",0.44801243767236
"Q8TF71_IDR_476_515",0.55198756232764
"Q8TF72_IDR_112_1665",0.487381110007971
"Q8TF72_IDR_1688_1777",0.512618889992029
"Q8TF74_IDR_1_440",1
"Q8TF76_IDR_1_456",1
"Q8WTP8_IDR_1_105",0.507261951851927
"Q8WTP8_IDR_283_325",0.492738048148073
"Q8WTP9_IDR_1_111",1
"Q8WTQ4_IDR_1_34",0.492884625728507
"Q8WTQ4_IDR_41_165",0.507115374271493
"Q8WTR4_IDR_559_605",1
"Q8WTR7_IDR_51_208",1
"Q8WTT0_IDR_1_52",1
"Q8WTT2_IDR_1_199",0.485571686203188
"Q8WTT2_IDR_435_472",0.514428313796812
"Q8WTU0_IDR_80_139",1
"Q8WTV0_IDR_465_508",1
"Q8WTV1_IDR_88_239",1
"Q8WTW3_IDR_918_980",1
"Q8WTX9_IDR_1_37",0.49440053823722
"Q8WTX9_IDR_285_450",0.50559946176278
"Q8WU08_IDR_320_361",0.49421937198372
"Q8WU08_IDR_364_396",0.50578062801628
"Q8WU17_IDR_592_664",1
"Q8WU20_IDR_108_469",0.652912020893385
"Q8WU20_IDR_478_508",0.347087979106615
"Q8WU39_IDR_1_31",1
"Q8WU58_IDR_1_562",1
"Q8WU68_IDR_188_220",1
"Q8WU79_IDR_122_429",1
"Q8WU90_IDR_1_81",0.272911424532034
"Q8WU90_IDR_265_295",0.404332201499032
"Q8WU90_IDR_297_396",0.322756373968934
"Q8WUA2_IDR_326_492",1
"Q8WUA4_IDR_25_308",0.256300378155076
"Q8WUA4_IDR_765_797",0.359671351878186
"Q8WUA4_IDR_877_911",0.384028269966738
"Q8WUP2_IDR_18_178",1
"Q8WUQ7_IDR_1_190",0.313609226849589
"Q8WUQ7_IDR_471_556",0.418346838190664
"Q8WUQ7_IDR_589_624",0.268043934959747
"Q8WUR7_IDR_1_49",1
"Q8WUT4_IDR_344_543",1
"Q8WUU4_IDR_1_475",1
"Q8WUU5_IDR_36_129",1
"Q8WUU8_IDR_196_229",1
"Q8WUX1_IDR_1_50",1
"Q8WUX9_IDR_390_453",1
"Q8WUY3_IDR_2383_2542",0.262342731261507
"Q8WUY3_IDR_2558_2632",0.16107938370615
"Q8WUY3_IDR_2640_2874",0.184457284009338
"Q8WUY3_IDR_358_936",0.125477650997496
"Q8WUY3_IDR_938_2344",0.266642950025508
"Q8WUY9_IDR_109_147",1
"Q8WUZ0_IDR_55_217",1
"Q8WV15_IDR_1_45",0.449868299779994
"Q8WV15_IDR_263_306",0.550131700220006
"Q8WVB6_IDR_321_356",0.248832959133694
"Q8WVB6_IDR_859_921",0.252045354120416
"Q8WVC0_IDR_1_352",0.462013599594269
"Q8WVC0_IDR_523_666",0.537986400405731
"Q8WVD3_IDR_104_153",1
"Q8WVD5_IDR_119_150",1
"Q8WVE6_IDR_283_324",1
"Q8WVF2_IDR_21_112",1
"Q8WVF5_IDR_1_31",1
"Q8WVH0_IDR_1_158",1
"Q8WVI7_IDR_44_109",1
"Q8WVJ9_IDR_1_65",1
"Q8WVK2_IDR_1_104",1
