"","GO0051656_establishment_of_organelle_localization"
"Q8N9Z2_IDR_1_54",0.506058168485965
"Q8N9Z2_IDR_87_176",0.493941831514035
"Q8N9Z9_IDR_260_388",0.478765823226051
"Q8N9Z9_IDR_26_129",0.521234176773949
"Q8NA03_IDR_1_111",0.206009870068419
"Q8NA03_IDR_132_261",0.205924123646104
"Q8NA03_IDR_329_384",0.20772687715534
"Q8NA03_IDR_418_521",0.182378049799942
"Q8NA03_IDR_548_581",0.197961079330195
"Q8NA19_IDR_1_43",0.52793697342346
"Q8NA19_IDR_366_514",0.47206302657654
"Q8NA29_IDR_1_38",1
"Q8NA31_IDR_377_409",0.544467705508678
"Q8NA31_IDR_421_673",0.455532294491322
"Q8NA42_IDR_60_143",1
"Q8NA47_IDR_1_31",0.332756825603812
"Q8NA47_IDR_262_296",0.329276909272826
"Q8NA47_IDR_531_563",0.337966265123362
"Q8NAM6_IDR_128_308",0.481176304729102
"Q8NAM6_IDR_1_38",0.518823695270898
"Q8NAN2_IDR_288_334",0.535293931271987
"Q8NAN2_IDR_96_200",0.464706068728013
"Q8NAP3_IDR_123_165",0.343740958974446
"Q8NAP3_IDR_176_459",0.313329749880762
"Q8NAP3_IDR_522_970",0.342929291144793
"Q8NAP8_IDR_125_370",0.486870477679372
"Q8NAP8_IDR_402_495",0.513129522320628
"Q8NAT1_IDR_1_55",1
"Q8NAT2_IDR_204_277",0.331637737952814
"Q8NAT2_IDR_693_915",0.367393165455898
"Q8NAT2_IDR_95_126",0.300969096591288
"Q8NAU1_IDR_177_212",1
"Q8NAV1_IDR_175_312",1
"Q8NAV2_IDR_1_305",0.484664864060819
"Q8NAV2_IDR_308_365",0.515335135939181
"Q8NAX2_IDR_115_232",0.248400717163881
"Q8NAX2_IDR_1_54",0.243624469159543
"Q8NAX2_IDR_308_349",0.254035498014168
"Q8NBF1_IDR_1_190",0.484606749793059
"Q8NBF1_IDR_298_513",0.515393250206941
"Q8NBF6_IDR_239_378",0.546026620824332
"Q8NBF6_IDR_587_648",0.453973379175668
"Q8NBI3_IDR_1_273",1
"Q8NBI5_IDR_214_268",1
"Q8NBI6_IDR_46_95",1
"Q8NBJ4_IDR_133_401",1
"Q8NBJ5_IDR_584_622",1
"Q8NBJ9_IDR_385_424",1
"Q8NBK3_IDR_1_87",1
"Q8NBM4_IDR_219_302",1
"Q8NBN3_IDR_474_555",1
"Q8NBP0_IDR_1_108",1
"Q8NBP5_IDR_1_54",0.481235055138974
"Q8NBP5_IDR_222_265",0.518764944861026
"Q8NBP7_IDR_1_61",1
"Q8NBR0_IDR_134_306",0.478117704622057
"Q8NBR0_IDR_363_393",0.521882295377943
"Q8NC60_IDR_18_66",0.420688928585747
"Q8NC60_IDR_82_123",0.579311071414253
"Q8NC67_IDR_464_525",1
"Q8NC74_IDR_105_664",0.486100236604353
"Q8NC74_IDR_1_103",0.513899763395647
"Q8NC96_IDR_167_251",1
"Q8NCA5_IDR_305_503",1
"Q8NCA9_IDR_1_197",0.489783499637052
"Q8NCA9_IDR_258_323",0.510216500362947
"Q8NCB2_IDR_327_501",1
"Q8NCC5_IDR_237_277",1
"Q8NCD3_IDR_162_403",0.322271925187925
"Q8NCD3_IDR_448_748",0.328239565620814
"Q8NCD3_IDR_73_146",0.349488509191261
"Q8NCE0_IDR_131_279",1
"Q8NCE2_IDR_432_551",1
"Q8NCF5_IDR_1_45",0.450976804609979
"Q8NCF5_IDR_55_247",0.549023195390021
"Q8NCG5_IDR_1_39",1
"Q8NCG7_IDR_545_585",1
"Q8NCV1_IDR_1_112",1
"Q8NCW5_IDR_1_54",1
"Q8NCW6_IDR_31_97",1
"Q8NCX0_IDR_1023_1101",0.536386732640829
"Q8NCX0_IDR_1_101",0.463613267359171
"Q8NCY6_IDR_82_345",1
"Q8ND04_IDR_1_39",0.329957674128287
"Q8ND04_IDR_656_739",0.353183623848042
"Q8ND04_IDR_99_132",0.316858702023671
"Q8ND07_IDR_1_39",0.528443538079588
"Q8ND07_IDR_459_497",0.471556461920412
"Q8ND23_IDR_861_1372",1
"Q8ND24_IDR_1_236",0.358865627026197
"Q8ND24_IDR_425_551",0.324780799101684
"Q8ND24_IDR_610_653",0.316353573872118
"Q8ND25_IDR_1_137",1
"Q8ND30_IDR_142_499",0.436489966888861
"Q8ND30_IDR_1_49",0.276546139851537
"Q8ND30_IDR_842_876",0.286963893259603
"Q8ND56_IDR_81_463",1
"Q8NDG6_IDR_17_121",1
"Q8NDH6_IDR_262_452",1
"Q8NDI1_IDR_1201_1231",0.274288608446354
"Q8NDI1_IDR_174_542",0.302754223028526
"Q8NDI1_IDR_544_1075",0.422957168525119
"Q8NDL9_IDR_343_417",0.546388634680251
"Q8NDL9_IDR_600_886",0.453611365319749
"Q8NDM7_IDR_749_785",0.476299659530226
"Q8NDM7_IDR_930_986",0.523700340469774
"Q8NDP4_IDR_63_149",1
"Q8NDQ6_IDR_60_186",1
"Q8NDT2_IDR_1_134",0.332249198799084
"Q8NDT2_IDR_223_306",0.317104170130335
"Q8NDT2_IDR_554_709",0.350646631070581
"Q8NDV7_IDR_1_1702",1
"Q8NDW4_IDR_61_353",1
"Q8NDX1_IDR_1004_1056",0.516233664319577
"Q8NDX1_IDR_1_583",0.483766335680423
"Q8NDX2_IDR_1_64",0.517682939520999
"Q8NDX2_IDR_510_589",0.482317060479001
"Q8NE63_IDR_350_616",1
"Q8NE71_IDR_1_299",1
"Q8NE79_IDR_269_360",1
"Q8NE86_IDR_1_51",1
"Q8NEA5_IDR_182_215",0.528942488379808
"Q8NEA5_IDR_28_83",0.471057511620192
"Q8NEA6_IDR_1_340",0.507586382471488
"Q8NEA6_IDR_446_666",0.492413617528512
"Q8NEA9_IDR_1_89",1
"Q8NEB7_IDR_124_278",0.547980036414368
"Q8NEB7_IDR_1_35",0.452019963585632
"Q8NEB9_IDR_412_470",1
"Q8NEC5_IDR_1_418",1
"Q8NEC7_IDR_193_244",1
"Q8NEE8_IDR_544_873",1
"Q8NEF3_IDR_241_303",1
"Q8NEF9_IDR_129_419",1
"Q8NEG0_IDR_189_241",1
"Q8NEG2_IDR_106_295",0.520222189928595
"Q8NEG2_IDR_27_72",0.479777810071406
"Q8NEN9_IDR_1107_1154",0.340554274897778
"Q8NEN9_IDR_454_677",0.359489361000006
"Q8NEN9_IDR_886_998",0.299956364102216
"Q8NEP3_IDR_1_85",0.422972173865668
"Q8NEP3_IDR_303_725",0.577027826134332
"Q8NEP4_IDR_1_510",1
"Q8NEP9_IDR_15_141",1
"Q8NEQ5_IDR_1_105",1
"Q8NEQ6_IDR_95_146",1
"Q8NER1_IDR_1_107",0.460886817300644
"Q8NER1_IDR_762_839",0.539113182699356
"Q8NES3_IDR_1_105",1
"Q8NET4_IDR_1_1180",0.519961849615464
"Q8NET4_IDR_1313_1351",0.480038150384536
"Q8NET5_IDR_191_264",1
"Q8NET6_IDR_1_63",1
"Q8NET8_IDR_1_116",0.468745685889747
"Q8NET8_IDR_750_790",0.531254314110253
"Q8NEU8_IDR_388_436",1
"Q8NEV1_IDR_332_391",1
"Q8NEZ4_IDR_4117_4189",0.104839337732604
"Q8NEZ4_IDR_4251_4345",0.114722726070328
"Q8NF37_IDR_1_36",0.337892023921733
"Q8NF37_IDR_38_73",0.33508266607427
"Q8NF37_IDR_496_534",0.327025310003997
"Q8NF50_IDR_1234_1287",0.309476310019364
"Q8NF50_IDR_1347_1418",0.338300769109964
"Q8NF50_IDR_420_456",0.352222920870671
"Q8NF64_IDR_1_416",0.491464688157531
"Q8NF64_IDR_685_883",0.508535311842469
"Q8NF86_IDR_1_33",1
"Q8NF91_IDR_147_178",0.146521179518352
"Q8NF91_IDR_5763_6086",0.19085177550176
"Q8NFG4_IDR_278_337",0.533727260096993
"Q8NFG4_IDR_30_87",0.466272739903007
"Q8NFH5_IDR_1_171",0.49157584682528
"Q8NFH5_IDR_250_308",0.50842415317472
"Q8NFH8_IDR_142_272",0.469863447353568
"Q8NFH8_IDR_362_617",0.530136552646431
"Q8NFI3_IDR_1_57",1
"Q8NFJ5_IDR_273_312",1
"Q8NFJ8_IDR_1_252",0.535757421822627
"Q8NFJ8_IDR_312_381",0.464242578177373
"Q8NFK1_IDR_225_279",1
"Q8NFL0_IDR_1_92",1
"Q8NFM4_IDR_452_484",0.497866350187995
"Q8NFM4_IDR_487_536",0.502133649812005
"Q8NFM7_IDR_2_34",0.323016550735017
"Q8NFM7_IDR_515_548",0.335712568599793
"Q8NFM7_IDR_561_739",0.34127088066519
"Q8NFN8_IDR_319_788",1
"Q8NFP9_IDR_1490_1570",0.270741352909754
"Q8NFP9_IDR_1_55",0.214176907209281
"Q8NFP9_IDR_1581_1881",0.223472044163477
"Q8NFP9_IDR_951_1328",0.291609695717489
"Q8NFQ8_IDR_1_247",1
"Q8NFT6_IDR_1_44",0.251055327739207
"Q8NFW8_IDR_1_40",1
"Q8NFW9_IDR_130_859",0.555373698845086
"Q8NFW9_IDR_25_73",0.444626301154914
"Q8NFY4_IDR_545_662",0.315255354131182
"Q8NFY4_IDR_691_829",0.341081330438244
"Q8NFY4_IDR_832_1070",0.343663315430574
"Q8NFZ0_IDR_1_190",1
"Q8NFZ3_IDR_1_39",0.317160142962992
"Q8NFZ3_IDR_605_668",0.345032318822947
"Q8NFZ3_IDR_701_816",0.337807538214062
"Q8NFZ4_IDR_613_679",0.505436600863768
"Q8NFZ4_IDR_701_835",0.494563399136231
"Q8NFZ5_IDR_157_207",0.51282478896487
"Q8NFZ5_IDR_330_400",0.48717521103513
"Q8NFZ8_IDR_342_388",1
"Q8NG08_IDR_395_425",0.349639822211271
"Q8NG08_IDR_795_825",0.337328604652462
"Q8NG08_IDR_957_1062",0.313031573136268
"Q8NG27_IDR_122_481",0.543556457122694
"Q8NG27_IDR_37_112",0.456443542877306
"Q8NG31_IDR_1_1876",1
"Q8NG48_IDR_549_700",1
"Q8NG66_IDR_299_523",1
"Q8NGU9_IDR_377_434",1
"Q8NHG7_IDR_1_71",1
"Q8NHS0_IDR_116_186",1
"Q8NHS3_IDR_1_32",0.51818382467652
"Q8NHS3_IDR_245_290",0.48181617532348
"Q8NHS9_IDR_1_237",1
"Q8NHU0_IDR_1_118",1
"Q8NHU2_IDR_277_347",1
"Q8NHU3_IDR_1_55",1
"Q8NHU6_IDR_412_447",0.353391448686702
"Q8NHU6_IDR_850_899",0.325434503286432
"Q8NHU6_IDR_89_231",0.321174048026867
"Q8NHV4_IDR_309_350",0.460108503884629
"Q8NHV4_IDR_354_626",0.539891496115371
"Q8NHV9_IDR_21_106",1
"Q8NHW3_IDR_1_226",0.509745902879423
"Q8NHW3_IDR_319_353",0.490254097120578
"Q8NHW6_IDR_1_33",1
"Q8NHX4_IDR_1_110",0.506658403188809
"Q8NHX4_IDR_161_192",0.493341596811191
"Q8NHX9_IDR_1_37",1
"Q8NHY2_IDR_1_131",0.489318843174253
"Q8NI35_IDR_1328_1418",0.101664385753612
"Q8NI35_IDR_1622_1670",0.10235310652468
"Q8NI35_IDR_1765_1801",0.101205397792408
"Q8NI37_IDR_1_31",1
"Q8NI51_IDR_123_371",0.239145645167095
"Q8NI51_IDR_1_84",0.265074688033876
"Q8NI51_IDR_439_513",0.234967483713352
"Q8NI51_IDR_550_627",0.260812183085677
"Q8NI60_IDR_1_251",1
"Q8NI77_IDR_617_898",1
"Q8NI99_IDR_186_252",1
"Q8TA86_IDR_147_221",0.51518684428044
"Q8TA86_IDR_1_81",0.48481315571956
"Q8TA94_IDR_48_139",1
"Q8TAA5_IDR_1_55",1
"Q8TAA9_IDR_1_90",1
"Q8TAB3_IDR_744_787",0.340149385630878
"Q8TAB3_IDR_805_992",0.327703461734984
"Q8TAB3_IDR_994_1117",0.332147152634138
"Q8TAB5_IDR_1_151",1
"Q8TAM1_IDR_435_547",1
"Q8TAM6_IDR_1_284",1
"Q8TAP8_IDR_1_204",1
"Q8TAP9_IDR_1_135",1
"Q8TAQ2_IDR_259_417",0.329650847501499
"Q8TAQ2_IDR_545_609",0.307542603528445
"Q8TAQ2_IDR_720_1214",0.362806548970056
"Q8TAQ5_IDR_15_131",1
"Q8TAQ9_IDR_1_41",1
"Q8TAT2_IDR_1_47",0.455769606111234
"Q8TAT2_IDR_149_233",0.544230393888766
"Q8TAT5_IDR_400_501",1
"Q8TAU0_IDR_1_155",0.54056063808874
"Q8TAU0_IDR_235_352",0.45943936191126
"Q8TAU3_IDR_59_162",1
"Q8TAV0_IDR_134_221",0.502743236527956
"Q8TAV0_IDR_231_307",0.497256763472044
"Q8TAW3_IDR_1_44",0.516341850932277
"Q8TBA6_IDR_566_665",0.228387353058553
"Q8TBB0_IDR_94_147",1
"Q8TBB1_IDR_130_258",1
"Q8TBB5_IDR_351_426",0.49229557047698
"Q8TBB5_IDR_489_520",0.50770442952302
"Q8TBB6_IDR_436_501",0.469907378778033
"Q8TBB6_IDR_680_771",0.530092621221968
"Q8TBC3_IDR_135_191",0.507074520921451
"Q8TBC3_IDR_606_707",0.492925479078549
"Q8TBC4_IDR_1_32",1
"Q8TBC5_IDR_135_408",0.316683612174511
"Q8TBC5_IDR_1_41",0.361687103568561
"Q8TBC5_IDR_473_510",0.321629284256928
"Q8TBE0_IDR_1_73",0.337674689203699
"Q8TBE0_IDR_461_587",0.294149491074275
"Q8TBE0_IDR_76_348",0.368175819722027
"Q8TBE3_IDR_144_224",1
"Q8TBE7_IDR_30_96",1
"Q8TBF4_IDR_90_217",1
"Q8TBF8_IDR_1_33",1
"Q8TBY8_IDR_935_990",0.333395195893934
"Q8TBY9_IDR_1_245",1
"Q8TBZ0_IDR_1_428",0.500598625189171
"Q8TBZ0_IDR_752_833",0.499401374810829
"Q8TBZ3_IDR_322_360",0.505071058057197
"Q8TBZ3_IDR_392_507",0.494928941942803
"Q8TBZ5_IDR_1_212",1
"Q8TBZ6_IDR_1_97",0.565788444022236
"Q8TBZ6_IDR_277_339",0.434211555977765
"Q8TC05_IDR_1_714",1
"Q8TC07_IDR_631_691",1
"Q8TC20_IDR_1_126",0.24905412823231
"Q8TC20_IDR_132_309",0.249023816199898
"Q8TC20_IDR_550_634",0.249774064461633
"Q8TC20_IDR_721_777",0.25214799110616
"Q8TC21_IDR_49_138",1
"Q8TC26_IDR_1_75",1
"Q8TC27_IDR_712_787",1
"Q8TC29_IDR_1_142",1
"Q8TC76_IDR_1_265",0.49436372009559
"Q8TC76_IDR_291_339",0.50563627990441
"Q8TC90_IDR_131_196",0.303331259541749
"Q8TC90_IDR_1_72",0.338123651230633
"Q8TC90_IDR_200_364",0.358545089227617
"Q8TC92_IDR_2_55",0.298565414192387
"Q8TC92_IDR_383_436",0.34622973569953
"Q8TC92_IDR_493_561",0.355204850108082
"Q8TC99_IDR_64_171",1
"Q8TCC7_IDR_511_542",1
"Q8TCD1_IDR_1_76",1
"Q8TCF1_IDR_118_155",1
"Q8TCG1_IDR_539_597",1
"Q8TCG2_IDR_1_97",1
"Q8TCG5_IDR_769_803",1
"Q8TCJ2_IDR_1_67",0.284120840709767
"Q8TCJ2_IDR_489_548",0.347906040996851
"Q8TCJ2_IDR_776_826",0.367973118293382
"Q8TCN5_IDR_128_630",0.239934152737704
"Q8TCN5_IDR_13_47",0.260098580348387
"Q8TCN5_IDR_49_124",0.24488086869665
"Q8TCN5_IDR_826_881",0.255086398217259
"Q8TCQ1_IDR_1_75",0.502691922837125
"Q8TCQ1_IDR_244_289",0.497308077162875
"Q8TCT6_IDR_35_67",1
"Q8TCT7_IDR_201_233",0.505232372393155
"Q8TCT7_IDR_506_592",0.494767627606845
"Q8TCT9_IDR_347_377",1
"Q8TD10_IDR_1_117",0.49028958563522
"Q8TD10_IDR_331_391",0.50971041436478
"Q8TD16_IDR_141_666",0.640132073838177
"Q8TD16_IDR_777_824",0.359867926161823
"Q8TD17_IDR_1_40",0.499282299889073
"Q8TD17_IDR_190_344",0.500717700110927
"Q8TD19_IDR_1_48",0.340202940388023
"Q8TD19_IDR_731_807",0.32841066923857
"Q8TD19_IDR_825_961",0.331386390373407
"Q8TD20_IDR_1_34",0.48692921368031
"Q8TD20_IDR_568_617",0.51307078631969
"Q8TD26_IDR_1_310",0.242002285175805
"Q8TD26_IDR_1316_1385",0.191935802647026
"Q8TD26_IDR_1410_1447",0.192627824122961
"Q8TD26_IDR_1619_2108",0.195789043744698
"Q8TD26_IDR_2110_2715",0.17764504430951
"Q8TD30_IDR_1_44",1
"Q8TD31_IDR_1_154",0.525396200679148
"Q8TD31_IDR_675_782",0.474603799320852
"Q8TD35_IDR_1_103",1
"Q8TD43_IDR_519_553",0.495153905064238
"Q8TD43_IDR_713_764",0.504846094935762
"Q8TD55_IDR_121_410",1
"Q8TD57_IDR_1_224",1
"Q8TD84_IDR_1616_2047",1
"Q8TD90_IDR_1_83",1
"Q8TDC3_IDR_716_778",0.471809479546919
"Q8TDD1_IDR_1_96",0.35272375481478
"Q8TDD1_IDR_578_739",0.357154286997299
"Q8TDD1_IDR_774_881",0.290121958187921
"Q8TDD2_IDR_1_129",0.311375505179173
"Q8TDD2_IDR_173_289",0.31908136375213
"Q8TDD2_IDR_361_431",0.369543131068697
"Q8TDF5_IDR_417_471",0.468765394403576
"Q8TDF5_IDR_481_516",0.531234605596424
"Q8TDF6_IDR_1_35",0.502440926213632
"Q8TDF6_IDR_593_673",0.497559073786368
"Q8TDG4_IDR_1_313",1
"Q8TDI0_IDR_1_131",0.194873214817123
"Q8TDI0_IDR_1203_1252",0.155914783406684
"Q8TDI0_IDR_1328_1405",0.14989985010709
"Q8TDI0_IDR_1532_1699",0.17853700714136
"Q8TDI0_IDR_200_341",0.152997331449275
"Q8TDI0_IDR_651_681",0.167777813078468
"Q8TDI7_IDR_1_157",0.538649744499852
"Q8TDI7_IDR_800_906",0.461350255500148
"Q8TDN2_IDR_56_92",0.553035774084669
"Q8TDN4_IDR_1_317",0.493522821039187
"Q8TDN4_IDR_410_443",0.506477178960813
"Q8TDN6_IDR_1_53",0.314424217373368
"Q8TDN6_IDR_271_306",0.337386644724788
"Q8TDN6_IDR_309_353",0.348189137901844
"Q8TDQ0_IDR_136_201",1
"Q8TDQ1_IDR_130_290",1
"Q8TDR0_IDR_119_508",1
"Q8TDR2_IDR_1_197",1
"Q8TDR4_IDR_1_215",1
"Q8TDS4_IDR_314_363",1
"Q8TDS5_IDR_1_88",0.47804519833453
"Q8TDS5_IDR_374_423",0.52195480166547
"Q8TDT2_IDR_319_470",1
"Q8TDU9_IDR_333_374",1
"Q8TDV0_IDR_328_381",1
"Q8TDW4_IDR_124_154",1
"Q684P5_IDR_678_717",0.33452008389269
"Q68BL7_IDR_155_395",1
"Q68BL8_IDR_1_73",0.45401196961883
"Q68BL8_IDR_183_486",0.54598803038117
"Q68CJ6_IDR_1_41",1
"Q68CJ9_IDR_1_461",1
"Q68CL5_IDR_253_300",1
"Q68CP9_IDR_1693_1743",0.259662350477493
"Q68CP9_IDR_473_531",0.247965780364598
"Q68CP9_IDR_535_569",0.255375963704477
"Q68CP9_IDR_603_1629",0.236995905453433
"Q68CQ1_IDR_1_193",0.498422804532158
"Q68CQ1_IDR_195_239",0.501577195467842
"Q68CQ4_IDR_1_75",0.502677257126322
"Q68CQ4_IDR_78_186",0.497322742873678
"Q68CQ7_IDR_1_48",1
"Q68CR1_IDR_1086_1132",0.510911519434475
"Q68CR1_IDR_1_33",0.489088480565525
"Q68DE3_IDR_2199_2245",0.345321616500025
"Q68DH5_IDR_1_94",0.457891742916294
"Q68DH5_IDR_582_695",0.542108257083706
"Q68DK7_IDR_1_469",1
"Q68DL7_IDR_311_685",1
"Q68DQ2_IDR_1_1477",0.298858449279031
"Q68DQ2_IDR_1480_1759",0.333108304606522
"Q68DQ2_IDR_1768_2281",0.368033246114447
"Q68DU8_IDR_284_387",1
"Q68DV7_IDR_319_676",1
"Q68DX3_IDR_1173_1309",0.25531076648444
"Q68DX3_IDR_190_305",0.254139972117896
"Q68DX3_IDR_679_768",0.246395957629366
"Q68DX3_IDR_864_939",0.244153303768298
"Q68DY9_IDR_68_145",1
"Q68EA5_IDR_42_167",1
"Q68EM7_IDR_453_881",1
"Q6A162_IDR_1_49",0.485595452324973
"Q6A163_IDR_1_31",0.520619012309703
"Q6AHZ1_IDR_1155_1222",0.238995678516387
"Q6AHZ1_IDR_350_443",0.24971317678674
"Q6AI08_IDR_293_411",1
"Q6AI14_IDR_1_53",0.455847319754705
"Q6AI14_IDR_602_798",0.544152680245295
"Q6AI39_IDR_25_722",0.246270525724629
"Q6AI39_IDR_800_1002",0.252943736464987
"Q6A162_IDR_398_429",0.514404547675027
"Q6A163_IDR_411_455",0.479380987690297
"Q6AHZ1_IDR_1236_1310",0.266553116188398
"Q6AHZ1_IDR_464_881",0.244738028508476
"Q6AI12_IDR_136_242",1
"Q6AI39_IDR_1020_1053",0.234468246350442
"Q6AI39_IDR_741_796",0.266317491459941
"Q6AW86_IDR_55_230",1
"Q6AWC2_IDR_391_422",0.196102905931843
"Q6AWC2_IDR_425_488",0.180072858247871
"Q6AWC2_IDR_493_686",0.1816004480535
"Q6DN90_IDR_1_520",0.538729315104982
"Q6DN90_IDR_875_963",0.461270684895018
"Q6DT37_IDR_1455_1551",0.181980696554468
"Q6DT37_IDR_403_446",0.20980301530853
"Q6DT37_IDR_455_495",0.216085893042009
"Q6DT37_IDR_563_631",0.204551348695499
"Q6DT37_IDR_786_903",0.187579046399494
"Q6DWJ6_IDR_308_353",1
"Q6E0U4_IDR_18_351",1
"Q6ECI4_IDR_85_180",1
"Q6EIG7_IDR_1_50",1
"Q6EKJ0_IDR_188_320",1
"Q6EMB2_IDR_404_457",0.504061111718328
"Q6EMB2_IDR_532_660",0.495938888281672
"Q8TDW5_IDR_125_387",1
"Q8TE49_IDR_446_889",0.537108531019386
"Q8TE54_IDR_531_564",1
"Q8TE56_IDR_183_227",1
"Q8TE57_IDR_208_287",1
"Q8TE58_IDR_143_211",1
"Q8TE60_IDR_207_290",1
"Q8TE67_IDR_152_236",0.51019131945625
"Q8TE67_IDR_400_450",0.48980868054375
"Q8TE68_IDR_159_253",0.322959038410965
"Q8TE68_IDR_431_478",0.346105128745987
"Q8TE68_IDR_536_633",0.330935832843048
"Q8TE73_IDR_1059_1096",0.501176358142869
"Q8TE73_IDR_896_930",0.498823641857131
"Q8TE76_IDR_405_450",0.477062651857916
"Q8TE76_IDR_457_793",0.522937348142084
"Q8TE77_IDR_470_659",0.51945070449787
"Q8TE77_IDR_52_91",0.48054929550213
"Q8TE82_IDR_1_76",0.49072021890021
"Q8TE82_IDR_229_265",0.50927978109979
"Q8TE85_IDR_77_219",0.319770289068918
"Q8TEH3_IDR_411_970",1
"Q8TEJ3_IDR_122_191",0.238256043736193
"Q8TEJ3_IDR_1_45",0.269318985571444
"Q8TEJ3_IDR_320_461",0.254343514250613
"Q8TEJ3_IDR_528_821",0.23808145644175
"Q8TEK3_IDR_329_1537",1
"Q8TEL6_IDR_1_33",0.474421027457571
"Q8TEL6_IDR_343_373",0.525578972542429
"Q8TEM1_IDR_1835_1887",1
"Q8TEP8_IDR_1_41",0.333105562427574
"Q8TEP8_IDR_2070_2125",0.32567495243749
"Q8TEP8_IDR_43_1211",0.341219485134936
"Q8TEQ0_IDR_184_389",0.279808719043548
"Q8TEQ0_IDR_407_511",0.260959109545291
"Q8TEQ0_IDR_617_649",0.231417112463254
"Q8TEQ0_IDR_777_813",0.227815058947907
"Q8TEQ6_IDR_1306_1349",0.328968142144194
"Q8TEQ6_IDR_1390_1427",0.328549316303767
"Q8TEQ6_IDR_822_881",0.342482541552039
"Q8TER5_IDR_191_521",0.352071902506586
"Q8TEW8_IDR_593_1205",0.405950248458778
"Q8TEX9_IDR_627_658",1
"Q8TEY5_IDR_1_135",0.326301598305881
"Q8TEY5_IDR_145_183",0.333460716634944
"Q8TEY5_IDR_314_395",0.340237685059174
"Q8TEY7_IDR_129_183",0.501264439741946
"Q8TEY7_IDR_293_473",0.498735560258054
"Q8TF01_IDR_1_33",0.429594325172613
"Q8TF01_IDR_47_805",0.570405674827387
"Q8TF08_IDR_1_32",1
"Q8TF05_IDR_324_613",1
"Q8TF17_IDR_384_440",0.510766048652767
"Q8TF17_IDR_9_39",0.489233951347233
"Q8TF20_IDR_1_66",1
"Q8TF21_IDR_1_42",0.340963464429794
"Q8TF21_IDR_271_823",0.659036535570206
"Q8TF30_IDR_472_705",0.455627710245966
"Q8TF30_IDR_755_809",0.544372289754034
"Q8TF32_IDR_90_153",1
"Q8TF39_IDR_1_45",0.462157119018916
"Q8TF68_IDR_1_260",0.500204793519823
"Q8TF68_IDR_455_543",0.499795206480177
"Q8TF71_IDR_1_61",0.47658821899862
"Q8TF71_IDR_476_515",0.52341178100138
"Q8TF72_IDR_112_1665",0.449247085372869
"Q8TF72_IDR_1688_1777",0.550752914627131
"Q8TF74_IDR_1_440",1
"Q8TF76_IDR_1_456",1
"Q8WTP8_IDR_1_105",0.475897852553389
"Q8WTP8_IDR_283_325",0.524102147446611
"Q8WTP9_IDR_1_111",1
"Q8WTQ4_IDR_1_34",0.480844149236099
"Q8WTQ4_IDR_41_165",0.5191558507639
"Q8WTR4_IDR_559_605",1
"Q8WTR7_IDR_51_208",1
"Q8WTT0_IDR_1_52",1
"Q8WTT2_IDR_1_199",0.574775605652946
"Q8WTT2_IDR_435_472",0.425224394347054
"Q8WTU0_IDR_80_139",1
"Q8WTV0_IDR_465_508",1
"Q8WTV1_IDR_88_239",1
"Q8WTW3_IDR_918_980",1
"Q8WTX9_IDR_1_37",0.496595284399718
"Q8WTX9_IDR_285_450",0.503404715600282
"Q8WU08_IDR_320_361",0.510703627567586
"Q8WU08_IDR_364_396",0.489296372432414
"Q8WU17_IDR_592_664",1
"Q8WU20_IDR_108_469",0.485632164339642
"Q8WU20_IDR_478_508",0.514367835660358
"Q8WU39_IDR_1_31",1
"Q8WU58_IDR_1_562",1
"Q8WU68_IDR_188_220",1
"Q8WU79_IDR_122_429",1
"Q8WU90_IDR_1_81",0.349321663437446
"Q8WU90_IDR_265_295",0.308335982145587
"Q8WU90_IDR_297_396",0.342342354416967
"Q8WUA2_IDR_326_492",1
"Q8WUA4_IDR_25_308",0.364860901942309
"Q8WUA4_IDR_765_797",0.328486815720425
"Q8WUA4_IDR_877_911",0.306652282337266
"Q8WUP2_IDR_18_178",1
"Q8WUQ7_IDR_1_190",0.316033592941106
"Q8WUQ7_IDR_471_556",0.378854296492724
"Q8WUQ7_IDR_589_624",0.30511211056617
"Q8WUR7_IDR_1_49",1
"Q8WUT4_IDR_344_543",1
"Q8WUU4_IDR_1_475",1
"Q8WUU5_IDR_36_129",1
"Q8WUU8_IDR_196_229",1
"Q8WUX1_IDR_1_50",1
"Q8WUX9_IDR_390_453",1
"Q8WUY3_IDR_2383_2542",0.201432271965918
"Q8WUY3_IDR_2558_2632",0.191272134698651
"Q8WUY3_IDR_2640_2874",0.22659409907974
"Q8WUY3_IDR_358_936",0.193788410795071
"Q8WUY3_IDR_938_2344",0.18691308346062
"Q8WUY9_IDR_109_147",1
"Q8WUZ0_IDR_55_217",1
"Q8WV15_IDR_1_45",0.522851280639477
"Q8WV15_IDR_263_306",0.477148719360523
"Q8WVB6_IDR_321_356",0.255324425344954
"Q8WVB6_IDR_859_921",0.235733567716789
"Q8WVC0_IDR_1_352",0.527293174637017
"Q8WVC0_IDR_523_666",0.472706825362983
"Q8WVD3_IDR_104_153",1
"Q8WVD5_IDR_119_150",1
"Q8WVE6_IDR_283_324",1
"Q8WVF2_IDR_21_112",1
"Q8WVF5_IDR_1_31",1
"Q8WVH0_IDR_1_158",1
"Q8WVI7_IDR_44_109",1
"Q8WVJ9_IDR_1_65",1
"Q8WVK2_IDR_1_104",1
