"","GO0140513_nuclear_protein_containing_complex"
"Q8N9Z2_IDR_1_54",0.481266752633657
"Q8N9Z2_IDR_87_176",0.518733247366343
"Q8N9Z9_IDR_260_388",0.44707347053145
"Q8N9Z9_IDR_26_129",0.55292652946855
"Q8NA03_IDR_1_111",0.209296838643145
"Q8NA03_IDR_132_261",0.202246451007646
"Q8NA03_IDR_329_384",0.200475418380747
"Q8NA03_IDR_418_521",0.178162362170939
"Q8NA03_IDR_548_581",0.209818929797523
"Q8NA19_IDR_1_43",0.5245490448818
"Q8NA19_IDR_366_514",0.4754509551182
"Q8NA29_IDR_1_38",1
"Q8NA31_IDR_377_409",0.517639571941225
"Q8NA31_IDR_421_673",0.482360428058775
"Q8NA42_IDR_60_143",1
"Q8NA47_IDR_1_31",0.301005280775747
"Q8NA47_IDR_262_296",0.325696922602433
"Q8NA47_IDR_531_563",0.37329779662182
"Q8NAM6_IDR_128_308",0.514794499540447
"Q8NAM6_IDR_1_38",0.485205500459553
"Q8NAN2_IDR_288_334",0.512200151028135
"Q8NAN2_IDR_96_200",0.487799848971864
"Q8NAP3_IDR_123_165",0.327708769446461
"Q8NAP3_IDR_176_459",0.276931457599072
"Q8NAP3_IDR_522_970",0.395359772954467
"Q8NAP8_IDR_125_370",0.491731438038415
"Q8NAP8_IDR_402_495",0.508268561961585
"Q8NAT1_IDR_1_55",1
"Q8NAT2_IDR_204_277",0.344871665282224
"Q8NAT2_IDR_693_915",0.326032208666559
"Q8NAT2_IDR_95_126",0.329096126051217
"Q8NAU1_IDR_177_212",1
"Q8NAV1_IDR_175_312",1
"Q8NAV2_IDR_1_305",0.464353780810756
"Q8NAV2_IDR_308_365",0.535646219189244
"Q8NAX2_IDR_115_232",0.234157817120441
"Q8NAX2_IDR_1_54",0.238431398618458
"Q8NAX2_IDR_308_349",0.296550073274071
"Q8NBF1_IDR_1_190",0.48648653688961
"Q8NBF1_IDR_298_513",0.51351346311039
"Q8NBF6_IDR_239_378",0.53838692511974
"Q8NBF6_IDR_587_648",0.46161307488026
"Q8NBI3_IDR_1_273",1
"Q8NBI5_IDR_214_268",1
"Q8NBI6_IDR_46_95",1
"Q8NBJ4_IDR_133_401",1
"Q8NBJ5_IDR_584_622",1
"Q8NBJ9_IDR_385_424",1
"Q8NBK3_IDR_1_87",1
"Q8NBM4_IDR_219_302",1
"Q8NBN3_IDR_474_555",1
"Q8NBP0_IDR_1_108",1
"Q8NBP5_IDR_1_54",0.485242975063215
"Q8NBP5_IDR_222_265",0.514757024936785
"Q8NBP7_IDR_1_61",1
"Q8NBR0_IDR_134_306",0.473511110654047
"Q8NBR0_IDR_363_393",0.526488889345953
"Q8NC60_IDR_18_66",0.4421373301117
"Q8NC60_IDR_82_123",0.5578626698883
"Q8NC67_IDR_464_525",1
"Q8NC74_IDR_105_664",0.525966491598982
"Q8NC74_IDR_1_103",0.474033508401017
"Q8NC96_IDR_167_251",1
"Q8NCA5_IDR_305_503",1
"Q8NCA9_IDR_1_197",0.461353243231277
"Q8NCA9_IDR_258_323",0.538646756768723
"Q8NCB2_IDR_327_501",1
"Q8NCC5_IDR_237_277",1
"Q8NCD3_IDR_162_403",0.289390145908852
"Q8NCD3_IDR_448_748",0.357655602666377
"Q8NCD3_IDR_73_146",0.352954251424771
"Q8NCE0_IDR_131_279",1
"Q8NCE2_IDR_432_551",1
"Q8NCF5_IDR_1_45",0.470641634487679
"Q8NCF5_IDR_55_247",0.529358365512321
"Q8NCG5_IDR_1_39",1
"Q8NCG7_IDR_545_585",1
"Q8NCV1_IDR_1_112",1
"Q8NCW5_IDR_1_54",1
"Q8NCW6_IDR_31_97",1
"Q8NCX0_IDR_1023_1101",0.524250319174136
"Q8NCX0_IDR_1_101",0.475749680825864
"Q8NCY6_IDR_82_345",1
"Q8ND04_IDR_1_39",0.316942666595604
"Q8ND04_IDR_656_739",0.335114244837848
"Q8ND04_IDR_99_132",0.347943088566547
"Q8ND07_IDR_1_39",0.590182284725737
"Q8ND07_IDR_459_497",0.409817715274263
"Q8ND23_IDR_861_1372",1
"Q8ND24_IDR_1_236",0.342048857120154
"Q8ND24_IDR_425_551",0.338075344038474
"Q8ND24_IDR_610_653",0.319875798841372
"Q8ND25_IDR_1_137",1
"Q8ND30_IDR_142_499",0.318115568529254
"Q8ND30_IDR_1_49",0.332295640357571
"Q8ND30_IDR_842_876",0.349588791113175
"Q8ND56_IDR_81_463",1
"Q8NDG6_IDR_17_121",1
"Q8NDH6_IDR_262_452",1
"Q8NDI1_IDR_1201_1231",0.228011475941945
"Q8NDI1_IDR_174_542",0.335150796025687
"Q8NDI1_IDR_544_1075",0.436837728032368
"Q8NDL9_IDR_343_417",0.526011840184572
"Q8NDL9_IDR_600_886",0.473988159815428
"Q8NDM7_IDR_749_785",0.496324465179927
"Q8NDM7_IDR_930_986",0.503675534820073
"Q8NDP4_IDR_63_149",1
"Q8NDQ6_IDR_60_186",1
"Q8NDT2_IDR_1_134",0.341164067882828
"Q8NDT2_IDR_223_306",0.284777197119278
"Q8NDT2_IDR_554_709",0.374058734997894
"Q8NDV7_IDR_1_1702",1
"Q8NDW4_IDR_61_353",1
"Q8NDX1_IDR_1004_1056",0.531455971988104
"Q8NDX1_IDR_1_583",0.468544028011896
"Q8NDX2_IDR_1_64",0.450225254583913
"Q8NDX2_IDR_510_589",0.549774745416087
"Q8NE63_IDR_350_616",1
"Q8NE71_IDR_1_299",1
"Q8NE79_IDR_269_360",1
"Q8NE86_IDR_1_51",1
"Q8NEA5_IDR_182_215",0.53560797352405
"Q8NEA5_IDR_28_83",0.46439202647595
"Q8NEA6_IDR_1_340",0.541436953357368
"Q8NEA6_IDR_446_666",0.458563046642632
"Q8NEA9_IDR_1_89",1
"Q8NEB7_IDR_124_278",0.571857934021348
"Q8NEB7_IDR_1_35",0.428142065978652
"Q8NEB9_IDR_412_470",1
"Q8NEC5_IDR_1_418",1
"Q8NEC7_IDR_193_244",1
"Q8NEE8_IDR_544_873",1
"Q8NEF3_IDR_241_303",1
"Q8NEF9_IDR_129_419",1
"Q8NEG0_IDR_189_241",1
"Q8NEG2_IDR_106_295",0.581444862632523
"Q8NEG2_IDR_27_72",0.418555137367477
"Q8NEN9_IDR_1107_1154",0.320549166465899
"Q8NEN9_IDR_454_677",0.352331944191379
"Q8NEN9_IDR_886_998",0.327118889342722
"Q8NEP3_IDR_1_85",0.472732286794523
"Q8NEP3_IDR_303_725",0.527267713205477
"Q8NEP4_IDR_1_510",1
"Q8NEP9_IDR_15_141",1
"Q8NEQ5_IDR_1_105",1
"Q8NEQ6_IDR_95_146",1
"Q8NER1_IDR_1_107",0.488142041480782
"Q8NER1_IDR_762_839",0.511857958519218
"Q8NES3_IDR_1_105",1
"Q8NET4_IDR_1_1180",0.557259898560034
"Q8NET4_IDR_1313_1351",0.442740101439966
"Q8NET5_IDR_191_264",1
"Q8NET6_IDR_1_63",1
"Q8NET8_IDR_1_116",0.471187354559847
"Q8NET8_IDR_750_790",0.528812645440153
"Q8NEU8_IDR_388_436",1
"Q8NEV1_IDR_332_391",1
"Q8NEZ4_IDR_4117_4189",0.0901090723628083
"Q8NEZ4_IDR_4251_4345",0.0811117244726423
"Q8NF37_IDR_1_36",0.35689559063188
"Q8NF37_IDR_38_73",0.323238352539776
"Q8NF37_IDR_496_534",0.319866056828344
"Q8NF50_IDR_1234_1287",0.359809160815709
"Q8NF50_IDR_1347_1418",0.324997796096107
"Q8NF50_IDR_420_456",0.315193043088184
"Q8NF64_IDR_1_416",0.521437497710807
"Q8NF64_IDR_685_883",0.478562502289193
"Q8NF86_IDR_1_33",1
"Q8NF91_IDR_147_178",0.185339194197835
"Q8NF91_IDR_5763_6086",0.16582897466451
"Q8NFG4_IDR_278_337",0.503286186915889
"Q8NFG4_IDR_30_87",0.496713813084111
"Q8NFH5_IDR_1_171",0.490857459297782
"Q8NFH5_IDR_250_308",0.509142540702218
"Q8NFH8_IDR_142_272",0.453712149003958
"Q8NFH8_IDR_362_617",0.546287850996042
"Q8NFI3_IDR_1_57",1
"Q8NFJ5_IDR_273_312",1
"Q8NFJ8_IDR_1_252",0.532494904616226
"Q8NFJ8_IDR_312_381",0.467505095383774
"Q8NFK1_IDR_225_279",1
"Q8NFL0_IDR_1_92",1
"Q8NFM4_IDR_452_484",0.479770690324037
"Q8NFM4_IDR_487_536",0.520229309675963
"Q8NFM7_IDR_2_34",0.330682472323246
"Q8NFM7_IDR_515_548",0.349923466881979
"Q8NFM7_IDR_561_739",0.319394060794775
"Q8NFN8_IDR_319_788",1
"Q8NFP9_IDR_1490_1570",0.235128856105907
"Q8NFP9_IDR_1_55",0.258571666429298
"Q8NFP9_IDR_1581_1881",0.244660981070047
"Q8NFP9_IDR_951_1328",0.261638496394747
"Q8NFQ8_IDR_1_247",1
"Q8NFT6_IDR_1_44",0.236445969300751
"Q8NFW8_IDR_1_40",1
"Q8NFW9_IDR_130_859",0.518288535609162
"Q8NFW9_IDR_25_73",0.481711464390839
"Q8NFY4_IDR_545_662",0.326992629238198
"Q8NFY4_IDR_691_829",0.32163053932676
"Q8NFY4_IDR_832_1070",0.351376831435043
"Q8NFZ0_IDR_1_190",1
"Q8NFZ3_IDR_1_39",0.291276639828489
"Q8NFZ3_IDR_605_668",0.35262923141724
"Q8NFZ3_IDR_701_816",0.356094128754272
"Q8NFZ4_IDR_613_679",0.529390343403269
"Q8NFZ4_IDR_701_835",0.470609656596731
"Q8NFZ5_IDR_157_207",0.500054988789064
"Q8NFZ5_IDR_330_400",0.499945011210936
"Q8NFZ8_IDR_342_388",1
"Q8NG08_IDR_395_425",0.349870585766148
"Q8NG08_IDR_795_825",0.340682624317732
"Q8NG08_IDR_957_1062",0.30944678991612
"Q8NG27_IDR_122_481",0.554671750403422
"Q8NG27_IDR_37_112",0.445328249596578
"Q8NG31_IDR_1_1876",1
"Q8NG48_IDR_549_700",1
"Q8NG66_IDR_299_523",1
"Q8NGU9_IDR_377_434",1
"Q8NHG7_IDR_1_71",1
"Q8NHS0_IDR_116_186",1
"Q8NHS3_IDR_1_32",0.529808439308035
"Q8NHS3_IDR_245_290",0.470191560691965
"Q8NHS9_IDR_1_237",1
"Q8NHU0_IDR_1_118",1
"Q8NHU2_IDR_277_347",1
"Q8NHU3_IDR_1_55",1
"Q8NHU6_IDR_412_447",0.337104748458452
"Q8NHU6_IDR_850_899",0.328149444152291
"Q8NHU6_IDR_89_231",0.334745807389257
"Q8NHV4_IDR_309_350",0.492829437867154
"Q8NHV4_IDR_354_626",0.507170562132846
"Q8NHV9_IDR_21_106",1
"Q8NHW3_IDR_1_226",0.510306755724871
"Q8NHW3_IDR_319_353",0.489693244275129
"Q8NHW6_IDR_1_33",1
"Q8NHX4_IDR_1_110",0.626822763341452
"Q8NHX4_IDR_161_192",0.373177236658548
"Q8NHX9_IDR_1_37",1
"Q8NHY2_IDR_1_131",0.585440459441993
"Q8NI35_IDR_1328_1418",0.105174156523619
"Q8NI35_IDR_1622_1670",0.105570088246488
"Q8NI35_IDR_1765_1801",0.108847696486166
"Q8NI37_IDR_1_31",1
"Q8NI51_IDR_123_371",0.212591394365078
"Q8NI51_IDR_1_84",0.259289182179212
"Q8NI51_IDR_439_513",0.212402339339829
"Q8NI51_IDR_550_627",0.31571708411588
"Q8NI60_IDR_1_251",1
"Q8NI77_IDR_617_898",1
"Q8NI99_IDR_186_252",1
"Q8TA86_IDR_147_221",0.527033794610185
"Q8TA86_IDR_1_81",0.472966205389815
"Q8TA94_IDR_48_139",1
"Q8TAA5_IDR_1_55",1
"Q8TAA9_IDR_1_90",1
"Q8TAB3_IDR_744_787",0.345021009460978
"Q8TAB3_IDR_805_992",0.344059461046127
"Q8TAB3_IDR_994_1117",0.310919529492896
"Q8TAB5_IDR_1_151",1
"Q8TAM1_IDR_435_547",1
"Q8TAM6_IDR_1_284",1
"Q8TAP8_IDR_1_204",1
"Q8TAP9_IDR_1_135",1
"Q8TAQ2_IDR_259_417",0.374480838942642
"Q8TAQ2_IDR_545_609",0.262656690284873
"Q8TAQ2_IDR_720_1214",0.362862470772485
"Q8TAQ5_IDR_15_131",1
"Q8TAQ9_IDR_1_41",1
"Q8TAT2_IDR_1_47",0.38820132041127
"Q8TAT2_IDR_149_233",0.61179867958873
"Q8TAT5_IDR_400_501",1
"Q8TAU0_IDR_1_155",0.568036670289839
"Q8TAU0_IDR_235_352",0.431963329710162
"Q8TAU3_IDR_59_162",1
"Q8TAV0_IDR_134_221",0.53001991375288
"Q8TAV0_IDR_231_307",0.46998008624712
"Q8TAW3_IDR_1_44",0.490880054474948
"Q8TBA6_IDR_566_665",0.240967387414493
"Q8TBB0_IDR_94_147",1
"Q8TBB1_IDR_130_258",1
"Q8TBB5_IDR_351_426",0.560798169304968
"Q8TBB5_IDR_489_520",0.439201830695032
"Q8TBB6_IDR_436_501",0.451731090818189
"Q8TBB6_IDR_680_771",0.548268909181811
"Q8TBC3_IDR_135_191",0.539975261265068
"Q8TBC3_IDR_606_707",0.460024738734932
"Q8TBC4_IDR_1_32",1
"Q8TBC5_IDR_135_408",0.317815973685298
"Q8TBC5_IDR_1_41",0.349077773994811
"Q8TBC5_IDR_473_510",0.333106252319891
"Q8TBE0_IDR_1_73",0.329850760503987
"Q8TBE0_IDR_461_587",0.283402942068514
"Q8TBE0_IDR_76_348",0.386746297427498
"Q8TBE3_IDR_144_224",1
"Q8TBE7_IDR_30_96",1
"Q8TBF4_IDR_90_217",1
"Q8TBF8_IDR_1_33",1
"Q8TBY8_IDR_935_990",0.345322864466292
"Q8TBY9_IDR_1_245",1
"Q8TBZ0_IDR_1_428",0.48159226591616
"Q8TBZ0_IDR_752_833",0.51840773408384
"Q8TBZ3_IDR_322_360",0.495421968367463
"Q8TBZ3_IDR_392_507",0.504578031632537
"Q8TBZ5_IDR_1_212",1
"Q8TBZ6_IDR_1_97",0.629886756788705
"Q8TBZ6_IDR_277_339",0.370113243211295
"Q8TC05_IDR_1_714",1
"Q8TC07_IDR_631_691",1
"Q8TC20_IDR_1_126",0.258723316160299
"Q8TC20_IDR_132_309",0.237601906996669
"Q8TC20_IDR_550_634",0.227335133338051
"Q8TC20_IDR_721_777",0.276339643504981
"Q8TC21_IDR_49_138",1
"Q8TC26_IDR_1_75",1
"Q8TC27_IDR_712_787",1
"Q8TC29_IDR_1_142",1
"Q8TC76_IDR_1_265",0.482075719368639
"Q8TC76_IDR_291_339",0.517924280631361
"Q8TC90_IDR_131_196",0.269200783124004
"Q8TC90_IDR_1_72",0.377241936399973
"Q8TC90_IDR_200_364",0.353557280476023
"Q8TC92_IDR_2_55",0.30994454412339
"Q8TC92_IDR_383_436",0.359044888293456
"Q8TC92_IDR_493_561",0.331010567583155
"Q8TC99_IDR_64_171",1
"Q8TCC7_IDR_511_542",1
"Q8TCD1_IDR_1_76",1
"Q8TCF1_IDR_118_155",1
"Q8TCG1_IDR_539_597",1
"Q8TCG2_IDR_1_97",1
"Q8TCG5_IDR_769_803",1
"Q8TCJ2_IDR_1_67",0.347688004621655
"Q8TCJ2_IDR_489_548",0.311774787733515
"Q8TCJ2_IDR_776_826",0.34053720764483
"Q8TCN5_IDR_128_630",0.2089415563638
"Q8TCN5_IDR_13_47",0.278104787032762
"Q8TCN5_IDR_49_124",0.244881984494115
"Q8TCN5_IDR_826_881",0.268071672109323
"Q8TCQ1_IDR_1_75",0.512105596414727
"Q8TCQ1_IDR_244_289",0.487894403585273
"Q8TCT6_IDR_35_67",1
"Q8TCT7_IDR_201_233",0.459011873125796
"Q8TCT7_IDR_506_592",0.540988126874204
"Q8TCT9_IDR_347_377",1
"Q8TD10_IDR_1_117",0.511467025476266
"Q8TD10_IDR_331_391",0.488532974523734
"Q8TD16_IDR_141_666",0.476468652940931
"Q8TD16_IDR_777_824",0.523531347059069
"Q8TD17_IDR_1_40",0.472578278367476
"Q8TD17_IDR_190_344",0.527421721632524
"Q8TD19_IDR_1_48",0.375422268530793
"Q8TD19_IDR_731_807",0.323989478317824
"Q8TD19_IDR_825_961",0.300588253151383
"Q8TD20_IDR_1_34",0.515999107792363
"Q8TD20_IDR_568_617",0.484000892207637
"Q8TD26_IDR_1_310",0.277908417452624
"Q8TD26_IDR_1316_1385",0.188151957667954
"Q8TD26_IDR_1410_1447",0.167804766237151
"Q8TD26_IDR_1619_2108",0.145848013904733
"Q8TD26_IDR_2110_2715",0.220286844737538
"Q8TD30_IDR_1_44",1
"Q8TD31_IDR_1_154",0.509779859317642
"Q8TD31_IDR_675_782",0.490220140682358
"Q8TD35_IDR_1_103",1
"Q8TD43_IDR_519_553",0.471856042353101
"Q8TD43_IDR_713_764",0.528143957646899
"Q8TD55_IDR_121_410",1
"Q8TD57_IDR_1_224",1
"Q8TD84_IDR_1616_2047",1
"Q8TD90_IDR_1_83",1
"Q8TDC3_IDR_716_778",0.452011407308491
"Q8TDD1_IDR_1_96",0.307095336722447
"Q8TDD1_IDR_578_739",0.333151891028526
"Q8TDD1_IDR_774_881",0.359752772249027
"Q8TDD2_IDR_1_129",0.317438384914911
"Q8TDD2_IDR_173_289",0.30579469257988
"Q8TDD2_IDR_361_431",0.376766922505209
"Q8TDF5_IDR_417_471",0.453663027063293
"Q8TDF5_IDR_481_516",0.546336972936707
"Q8TDF6_IDR_1_35",0.488562450924284
"Q8TDF6_IDR_593_673",0.511437549075715
"Q8TDG4_IDR_1_313",1
"Q8TDI0_IDR_1_131",0.202276302054582
"Q8TDI0_IDR_1203_1252",0.142532827418774
"Q8TDI0_IDR_1328_1405",0.138675295631706
"Q8TDI0_IDR_1532_1699",0.155048324804281
"Q8TDI0_IDR_200_341",0.208385534416208
"Q8TDI0_IDR_651_681",0.153081715674449
"Q8TDI7_IDR_1_157",0.555056487780038
"Q8TDI7_IDR_800_906",0.444943512219962
"Q8TDN2_IDR_56_92",0.54900052895797
"Q8TDN4_IDR_1_317",0.494501802193608
"Q8TDN4_IDR_410_443",0.505498197806392
"Q8TDN6_IDR_1_53",0.371054044618514
"Q8TDN6_IDR_271_306",0.254212866411529
"Q8TDN6_IDR_309_353",0.374733088969956
"Q8TDQ0_IDR_136_201",1
"Q8TDQ1_IDR_130_290",1
"Q8TDR0_IDR_119_508",1
"Q8TDR2_IDR_1_197",1
"Q8TDR4_IDR_1_215",1
"Q8TDS4_IDR_314_363",1
"Q8TDS5_IDR_1_88",0.492811642166933
"Q8TDS5_IDR_374_423",0.507188357833067
"Q8TDT2_IDR_319_470",1
"Q8TDU9_IDR_333_374",1
"Q8TDV0_IDR_328_381",1
"Q8TDW4_IDR_124_154",1
"Q684P5_IDR_678_717",0.325674408770629
"Q68BL7_IDR_155_395",1
"Q68BL8_IDR_1_73",0.398096707271673
"Q68BL8_IDR_183_486",0.601903292728327
"Q68CJ6_IDR_1_41",1
"Q68CJ9_IDR_1_461",1
"Q68CL5_IDR_253_300",1
"Q68CP9_IDR_1693_1743",0.230153254226068
"Q68CP9_IDR_473_531",0.204573880526919
"Q68CP9_IDR_535_569",0.205031459837633
"Q68CP9_IDR_603_1629",0.36024140540938
"Q68CQ1_IDR_1_193",0.501368946507125
"Q68CQ1_IDR_195_239",0.498631053492875
"Q68CQ4_IDR_1_75",0.48253314802607
"Q68CQ4_IDR_78_186",0.51746685197393
"Q68CQ7_IDR_1_48",1
"Q68CR1_IDR_1086_1132",0.539854538312845
"Q68CR1_IDR_1_33",0.460145461687155
"Q68DE3_IDR_2199_2245",0.326196179516453
"Q68DH5_IDR_1_94",0.388413606364447
"Q68DH5_IDR_582_695",0.611586393635553
"Q68DK7_IDR_1_469",1
"Q68DL7_IDR_311_685",1
"Q68DQ2_IDR_1_1477",0.316723800143885
"Q68DQ2_IDR_1480_1759",0.344168509382814
"Q68DQ2_IDR_1768_2281",0.339107690473301
"Q68DU8_IDR_284_387",1
"Q68DV7_IDR_319_676",1
"Q68DX3_IDR_1173_1309",0.229300994202954
"Q68DX3_IDR_190_305",0.257435251756461
"Q68DX3_IDR_679_768",0.249601169271692
"Q68DX3_IDR_864_939",0.263662584768894
"Q68DY9_IDR_68_145",1
"Q68EA5_IDR_42_167",1
"Q68EM7_IDR_453_881",1
"Q6A162_IDR_1_49",0.480179271788143
"Q6A163_IDR_1_31",0.534410630795089
"Q6AHZ1_IDR_1155_1222",0.230734940579743
"Q6AHZ1_IDR_350_443",0.235540279070039
"Q6AI08_IDR_293_411",1
"Q6AI14_IDR_1_53",0.485119863549772
"Q6AI14_IDR_602_798",0.514880136450228
"Q6AI39_IDR_25_722",0.335051598736953
"Q6AI39_IDR_800_1002",0.205524359507729
"Q6A162_IDR_398_429",0.519820728211857
"Q6A163_IDR_411_455",0.465589369204911
"Q6AHZ1_IDR_1236_1310",0.316222266052054
"Q6AHZ1_IDR_464_881",0.217502514298164
"Q6AI12_IDR_136_242",1
"Q6AI39_IDR_1020_1053",0.229775517871503
"Q6AI39_IDR_741_796",0.229648523883815
"Q6AW86_IDR_55_230",1
"Q6AWC2_IDR_391_422",0.20209904213422
"Q6AWC2_IDR_425_488",0.198248841449575
"Q6AWC2_IDR_493_686",0.206659387112237
"Q6DN90_IDR_1_520",0.51195930744721
"Q6DN90_IDR_875_963",0.48804069255279
"Q6DT37_IDR_1455_1551",0.20923723571553
"Q6DT37_IDR_403_446",0.197524024698051
"Q6DT37_IDR_455_495",0.215666139270507
"Q6DT37_IDR_563_631",0.209504855244825
"Q6DT37_IDR_786_903",0.168067745071087
"Q6DWJ6_IDR_308_353",1
"Q6E0U4_IDR_18_351",1
"Q6ECI4_IDR_85_180",1
"Q6EIG7_IDR_1_50",1
"Q6EKJ0_IDR_188_320",1
"Q6EMB2_IDR_404_457",0.495931518722192
"Q6EMB2_IDR_532_660",0.504068481277808
"Q8TDW5_IDR_125_387",1
"Q8TE49_IDR_446_889",0.537374983673157
"Q8TE54_IDR_531_564",1
"Q8TE56_IDR_183_227",1
"Q8TE57_IDR_208_287",1
"Q8TE58_IDR_143_211",1
"Q8TE60_IDR_207_290",1
"Q8TE67_IDR_152_236",0.52098625529554
"Q8TE67_IDR_400_450",0.47901374470446
"Q8TE68_IDR_159_253",0.336577014334917
"Q8TE68_IDR_431_478",0.346120200526785
"Q8TE68_IDR_536_633",0.317302785138298
"Q8TE73_IDR_1059_1096",0.495743102323921
"Q8TE73_IDR_896_930",0.504256897676079
"Q8TE76_IDR_405_450",0.438225076689543
"Q8TE76_IDR_457_793",0.561774923310457
"Q8TE77_IDR_470_659",0.452584832314315
"Q8TE77_IDR_52_91",0.547415167685685
"Q8TE82_IDR_1_76",0.502447023209876
"Q8TE82_IDR_229_265",0.497552976790124
"Q8TE85_IDR_77_219",0.312859726410042
"Q8TEH3_IDR_411_970",1
"Q8TEJ3_IDR_122_191",0.233307712131088
"Q8TEJ3_IDR_1_45",0.224662243760645
"Q8TEJ3_IDR_320_461",0.293602907322811
"Q8TEJ3_IDR_528_821",0.248427136785456
"Q8TEK3_IDR_329_1537",1
"Q8TEL6_IDR_1_33",0.49365904915048
"Q8TEL6_IDR_343_373",0.50634095084952
"Q8TEM1_IDR_1835_1887",1
"Q8TEP8_IDR_1_41",0.355032528885562
"Q8TEP8_IDR_2070_2125",0.36121433790536
"Q8TEP8_IDR_43_1211",0.283753133209077
"Q8TEQ0_IDR_184_389",0.281233039885884
"Q8TEQ0_IDR_407_511",0.256510073884728
"Q8TEQ0_IDR_617_649",0.243601689898978
"Q8TEQ0_IDR_777_813",0.21865519633041
"Q8TEQ6_IDR_1306_1349",0.316557900938003
"Q8TEQ6_IDR_1390_1427",0.323462734102006
"Q8TEQ6_IDR_822_881",0.35997936495999
"Q8TER5_IDR_191_521",0.404584437433486
"Q8TEW8_IDR_593_1205",0.494474473807706
"Q8TEX9_IDR_627_658",1
"Q8TEY5_IDR_1_135",0.347957149413197
"Q8TEY5_IDR_145_183",0.312282465688304
"Q8TEY5_IDR_314_395",0.339760384898499
"Q8TEY7_IDR_129_183",0.463318214868815
"Q8TEY7_IDR_293_473",0.536681785131185
"Q8TF01_IDR_1_33",0.363824480006116
"Q8TF01_IDR_47_805",0.636175519993884
"Q8TF08_IDR_1_32",1
"Q8TF05_IDR_324_613",1
"Q8TF17_IDR_384_440",0.499111715182022
"Q8TF17_IDR_9_39",0.500888284817978
"Q8TF20_IDR_1_66",1
"Q8TF21_IDR_1_42",0.38169960275431
"Q8TF21_IDR_271_823",0.61830039724569
"Q8TF30_IDR_472_705",0.455312899239564
"Q8TF30_IDR_755_809",0.544687100760436
"Q8TF32_IDR_90_153",1
"Q8TF39_IDR_1_45",0.477824291686298
"Q8TF68_IDR_1_260",0.503711323320183
"Q8TF68_IDR_455_543",0.496288676679817
"Q8TF71_IDR_1_61",0.502403776994539
"Q8TF71_IDR_476_515",0.497596223005461
"Q8TF72_IDR_112_1665",0.483237914142073
"Q8TF72_IDR_1688_1777",0.516762085857927
"Q8TF74_IDR_1_440",1
"Q8TF76_IDR_1_456",1
"Q8WTP8_IDR_1_105",0.511243737980716
"Q8WTP8_IDR_283_325",0.488756262019284
"Q8WTP9_IDR_1_111",1
"Q8WTQ4_IDR_1_34",0.433383226679473
"Q8WTQ4_IDR_41_165",0.566616773320527
"Q8WTR4_IDR_559_605",1
"Q8WTR7_IDR_51_208",1
"Q8WTT0_IDR_1_52",1
"Q8WTT2_IDR_1_199",0.541789950196289
"Q8WTT2_IDR_435_472",0.458210049803711
"Q8WTU0_IDR_80_139",1
"Q8WTV0_IDR_465_508",1
"Q8WTV1_IDR_88_239",1
"Q8WTW3_IDR_918_980",1
"Q8WTX9_IDR_1_37",0.44895292279125
"Q8WTX9_IDR_285_450",0.55104707720875
"Q8WU08_IDR_320_361",0.539455543953189
"Q8WU08_IDR_364_396",0.460544456046811
"Q8WU17_IDR_592_664",1
"Q8WU20_IDR_108_469",0.533488789777655
"Q8WU20_IDR_478_508",0.466511210222345
"Q8WU39_IDR_1_31",1
"Q8WU58_IDR_1_562",1
"Q8WU68_IDR_188_220",1
"Q8WU79_IDR_122_429",1
"Q8WU90_IDR_1_81",0.360029956791915
"Q8WU90_IDR_265_295",0.315448579957633
"Q8WU90_IDR_297_396",0.324521463250452
"Q8WUA2_IDR_326_492",1
"Q8WUA4_IDR_25_308",0.436074345086734
"Q8WUA4_IDR_765_797",0.29809112460039
"Q8WUA4_IDR_877_911",0.265834530312876
"Q8WUP2_IDR_18_178",1
"Q8WUQ7_IDR_1_190",0.444071066920969
"Q8WUQ7_IDR_471_556",0.313466399175537
"Q8WUQ7_IDR_589_624",0.242462533903494
"Q8WUR7_IDR_1_49",1
"Q8WUT4_IDR_344_543",1
"Q8WUU4_IDR_1_475",1
"Q8WUU5_IDR_36_129",1
"Q8WUU8_IDR_196_229",1
"Q8WUX1_IDR_1_50",1
"Q8WUX9_IDR_390_453",1
"Q8WUY3_IDR_2383_2542",0.200025680746595
"Q8WUY3_IDR_2558_2632",0.175283823414856
"Q8WUY3_IDR_2640_2874",0.248496268896663
"Q8WUY3_IDR_358_936",0.186398199719384
"Q8WUY3_IDR_938_2344",0.189796027222502
"Q8WUY9_IDR_109_147",1
"Q8WUZ0_IDR_55_217",1
"Q8WV15_IDR_1_45",0.509801838549025
"Q8WV15_IDR_263_306",0.490198161450975
"Q8WVB6_IDR_321_356",0.276822103666161
"Q8WVB6_IDR_859_921",0.219765257297727
"Q8WVC0_IDR_1_352",0.641889747201421
"Q8WVC0_IDR_523_666",0.358110252798579
"Q8WVD3_IDR_104_153",1
"Q8WVD5_IDR_119_150",1
"Q8WVE6_IDR_283_324",1
"Q8WVF2_IDR_21_112",1
"Q8WVF5_IDR_1_31",1
"Q8WVH0_IDR_1_158",1
"Q8WVI7_IDR_44_109",1
"Q8WVJ9_IDR_1_65",1
"Q8WVK2_IDR_1_104",1
