"","GO0045944_positive_regulation_of_transcription_by_RNA_polymerase_II"
"Q8N9Z0_IDR_77_172",1
"Q8N9Z2_IDR_1_54",0.504150040666657
"Q8N9Z2_IDR_87_176",0.495849959333343
"Q8N9Z9_IDR_260_388",0.503561617821819
"Q8N9Z9_IDR_26_129",0.496438382178181
"Q8NA03_IDR_1_111",0.204411321410415
"Q8NA03_IDR_132_261",0.196137687252105
"Q8NA03_IDR_329_384",0.201992856947578
"Q8NA03_IDR_418_521",0.198213171950903
"Q8NA03_IDR_548_581",0.199244962439
"Q8NA19_IDR_1_43",0.479589772241626
"Q8NA19_IDR_366_514",0.520410227758374
"Q8NA29_IDR_1_38",1
"Q8NA31_IDR_377_409",0.49996660003911
"Q8NA31_IDR_421_673",0.50003339996089
"Q8NA42_IDR_60_143",1
"Q8NA47_IDR_1_31",0.343446028376497
"Q8NA47_IDR_262_296",0.332140523321312
"Q8NA47_IDR_531_563",0.324413448302191
"Q8NAM6_IDR_128_308",0.520511761220935
"Q8NAM6_IDR_1_38",0.479488238779065
"Q8NAN2_IDR_288_334",0.479520410238804
"Q8NAN2_IDR_96_200",0.520479589761196
"Q8NAP3_IDR_123_165",0.333256341498716
"Q8NAP3_IDR_176_459",0.328752713984656
"Q8NAP3_IDR_522_970",0.337990944516627
"Q8NAP8_IDR_125_370",0.515678442836848
"Q8NAP8_IDR_402_495",0.484321557163152
"Q8NAT1_IDR_1_55",1
"Q8NAT2_IDR_204_277",0.331064402239025
"Q8NAT2_IDR_693_915",0.353676694240307
"Q8NAT2_IDR_95_126",0.315258903520669
"Q8NAU1_IDR_177_212",1
"Q8NAV1_IDR_175_312",1
"Q8NAV2_IDR_1_305",0.495410079759592
"Q8NAV2_IDR_308_365",0.504589920240408
"Q8NAX2_IDR_115_232",0.224113289146956
"Q8NAX2_IDR_1_54",0.236072743451317
"Q8NAX2_IDR_308_349",0.270216092530807
"Q8NBF1_IDR_1_190",0.58907132268554
"Q8NBF1_IDR_298_513",0.410928677314459
"Q8NBF6_IDR_239_378",0.510359532449598
"Q8NBF6_IDR_587_648",0.489640467550402
"Q8NBI3_IDR_1_273",1
"Q8NBI5_IDR_214_268",1
"Q8NBI6_IDR_46_95",1
"Q8NBJ4_IDR_133_401",1
"Q8NBJ5_IDR_584_622",1
"Q8NBJ9_IDR_385_424",1
"Q8NBK3_IDR_1_87",1
"Q8NBM4_IDR_219_302",1
"Q8NBN3_IDR_474_555",1
"Q8NBP0_IDR_1_108",1
"Q8NBP5_IDR_1_54",0.502702950685859
"Q8NBP5_IDR_222_265",0.497297049314141
"Q8NBP7_IDR_1_61",1
"Q8NBR0_IDR_134_306",0.483515836413391
"Q8NBR0_IDR_363_393",0.516484163586609
"Q8NC60_IDR_18_66",0.49680143356475
"Q8NC60_IDR_82_123",0.50319856643525
"Q8NC67_IDR_464_525",1
"Q8NC74_IDR_105_664",0.510253993866376
"Q8NC74_IDR_1_103",0.489746006133624
"Q8NC96_IDR_167_251",1
"Q8NCA5_IDR_305_503",1
"Q8NCA9_IDR_1_197",0.487005926867826
"Q8NCA9_IDR_258_323",0.512994073132174
"Q8NCB2_IDR_327_501",1
"Q8NCC5_IDR_237_277",1
"Q8NCD3_IDR_162_403",0.358911131352669
"Q8NCD3_IDR_448_748",0.311692270280641
"Q8NCD3_IDR_73_146",0.329396598366691
"Q8NCE0_IDR_131_279",1
"Q8NCE2_IDR_432_551",1
"Q8NCF5_IDR_1_45",0.473440702285725
"Q8NCF5_IDR_55_247",0.526559297714275
"Q8NCG5_IDR_1_39",1
"Q8NCG7_IDR_545_585",1
"Q8NCV1_IDR_1_112",1
"Q8NCW5_IDR_1_54",1
"Q8NCW6_IDR_31_97",1
"Q8NCX0_IDR_1023_1101",0.475997491915113
"Q8NCX0_IDR_1_101",0.524002508084887
"Q8NCY6_IDR_82_345",1
"Q8ND04_IDR_1_39",0.345007805153099
"Q8ND04_IDR_656_739",0.318484504675575
"Q8ND04_IDR_99_132",0.336507690171326
"Q8ND07_IDR_1_39",0.501189972747567
"Q8ND07_IDR_459_497",0.498810027252433
"Q8ND23_IDR_861_1372",1
"Q8ND24_IDR_1_236",0.32140376289033
"Q8ND24_IDR_425_551",0.362842913042966
"Q8ND24_IDR_610_653",0.315753324066704
"Q8ND25_IDR_1_137",1
"Q8ND30_IDR_142_499",0.371965625119757
"Q8ND30_IDR_1_49",0.326866203837599
"Q8ND30_IDR_842_876",0.301168171042644
"Q8ND56_IDR_81_463",1
"Q8NDG6_IDR_17_121",1
"Q8NDH6_IDR_262_452",1
"Q8NDI1_IDR_1201_1231",0.303953681912751
"Q8NDI1_IDR_174_542",0.40031463330235
"Q8NDI1_IDR_544_1075",0.2957316847849
"Q8NDL9_IDR_343_417",0.51670489447886
"Q8NDL9_IDR_600_886",0.483295105521139
"Q8NDM7_IDR_749_785",0.500317538905575
"Q8NDM7_IDR_930_986",0.499682461094425
"Q8NDP4_IDR_63_149",1
"Q8NDQ6_IDR_60_186",1
"Q8NDT2_IDR_1_134",0.315246262603618
"Q8NDT2_IDR_223_306",0.355802852127374
"Q8NDT2_IDR_554_709",0.328950885269008
"Q8NDV7_IDR_1_1702",1
"Q8NDW4_IDR_61_353",1
"Q8NDX1_IDR_1004_1056",0.505457807172066
"Q8NDX1_IDR_1_583",0.494542192827934
"Q8NDX2_IDR_1_64",0.47345341218635
"Q8NDX2_IDR_510_589",0.526546587813651
"Q8NE63_IDR_350_616",1
"Q8NE71_IDR_1_299",1
"Q8NE79_IDR_269_360",1
"Q8NE86_IDR_1_51",1
"Q8NEA5_IDR_182_215",0.515549987763234
"Q8NEA5_IDR_28_83",0.484450012236766
"Q8NEA6_IDR_1_340",0.677215596940393
"Q8NEA6_IDR_446_666",0.322784403059607
"Q8NEA9_IDR_1_89",1
"Q8NEB7_IDR_124_278",0.524422489581727
"Q8NEB7_IDR_1_35",0.475577510418273
"Q8NEB9_IDR_412_470",1
"Q8NEC5_IDR_1_418",1
"Q8NEC7_IDR_193_244",1
"Q8NEE8_IDR_544_873",1
"Q8NEF3_IDR_241_303",1
"Q8NEF9_IDR_129_419",1
"Q8NEG0_IDR_189_241",1
"Q8NEG2_IDR_106_295",0.547263668847682
"Q8NEG2_IDR_27_72",0.452736331152318
"Q8NEN9_IDR_1107_1154",0.337591257268093
"Q8NEN9_IDR_454_677",0.316444794737427
"Q8NEN9_IDR_886_998",0.34596394799448
"Q8NEP3_IDR_1_85",0.501020190034654
"Q8NEP3_IDR_303_725",0.498979809965346
"Q8NEP4_IDR_1_510",1
"Q8NEP9_IDR_15_141",1
"Q8NEQ5_IDR_1_105",1
"Q8NEQ6_IDR_95_146",1
"Q8NER1_IDR_1_107",0.548493077373319
"Q8NER1_IDR_762_839",0.451506922626681
"Q8NES3_IDR_1_105",1
"Q8NET4_IDR_1_1180",0.633802440538695
"Q8NET4_IDR_1313_1351",0.366197559461305
"Q8NET5_IDR_191_264",1
"Q8NET6_IDR_1_63",1
"Q8NET8_IDR_1_116",0.535720004961412
"Q8NET8_IDR_750_790",0.464279995038587
"Q8NEU8_IDR_388_436",1
"Q8NEV1_IDR_332_391",1
"Q8NEZ4_IDR_4117_4189",0.0575654650902465
"Q8NEZ4_IDR_4251_4345",0.0579851810356816
"Q8NF37_IDR_1_36",0.346657015196081
"Q8NF37_IDR_38_73",0.309824961665932
"Q8NF37_IDR_496_534",0.343518023137988
"Q8NF50_IDR_1234_1287",0.372996089842362
"Q8NF50_IDR_1347_1418",0.31695795234407
"Q8NF50_IDR_420_456",0.310045957813568
"Q8NF64_IDR_1_416",0.520311114684479
"Q8NF64_IDR_685_883",0.479688885315521
"Q8NF86_IDR_1_33",1
"Q8NF91_IDR_147_178",0.173601388395686
"Q8NF91_IDR_5763_6086",0.173821175782676
"Q8NFG4_IDR_278_337",0.488164746906748
"Q8NFG4_IDR_30_87",0.511835253093252
"Q8NFH5_IDR_1_171",0.567082146333878
"Q8NFH5_IDR_250_308",0.432917853666122
"Q8NFH8_IDR_142_272",0.500830885804798
"Q8NFH8_IDR_362_617",0.499169114195202
"Q8NFI3_IDR_1_57",1
"Q8NFJ5_IDR_273_312",1
"Q8NFJ8_IDR_1_252",0.507107917044885
"Q8NFJ8_IDR_312_381",0.492892082955115
"Q8NFK1_IDR_225_279",1
"Q8NFL0_IDR_1_92",1
"Q8NFM4_IDR_452_484",0.486966954605085
"Q8NFM4_IDR_487_536",0.513033045394915
"Q8NFM7_IDR_2_34",0.334681591220072
"Q8NFM7_IDR_515_548",0.340887074110987
"Q8NFM7_IDR_561_739",0.324431334668941
"Q8NFN8_IDR_319_788",1
"Q8NFP9_IDR_1490_1570",0.240650566892734
"Q8NFP9_IDR_1_55",0.242101330047883
"Q8NFP9_IDR_1581_1881",0.286413260371297
"Q8NFP9_IDR_951_1328",0.230834842688086
"Q8NFQ8_IDR_1_247",1
"Q8NFT6_IDR_1_44",0.248460952371308
"Q8NFW8_IDR_1_40",1
"Q8NFW9_IDR_130_859",0.521399551760962
"Q8NFW9_IDR_25_73",0.478600448239038
"Q8NFY4_IDR_545_662",0.336658631266515
"Q8NFY4_IDR_691_829",0.327054171053246
"Q8NFY4_IDR_832_1070",0.336287197680239
"Q8NFZ0_IDR_1_190",1
"Q8NFZ3_IDR_1_39",0.304971475805243
"Q8NFZ3_IDR_605_668",0.284384874011846
"Q8NFZ3_IDR_701_816",0.410643650182911
"Q8NFZ4_IDR_613_679",0.491601469366816
"Q8NFZ4_IDR_701_835",0.508398530633184
"Q8NFZ5_IDR_157_207",0.4966670488985
"Q8NFZ5_IDR_330_400",0.5033329511015
"Q8NFZ8_IDR_342_388",1
"Q8NG08_IDR_395_425",0.310185698915251
"Q8NG08_IDR_795_825",0.325150132562358
"Q8NG08_IDR_957_1062",0.364664168522391
"Q8NG27_IDR_122_481",0.481029596141095
"Q8NG27_IDR_37_112",0.518970403858905
"Q8NG31_IDR_1_1876",1
"Q8NG48_IDR_549_700",1
"Q8NG66_IDR_299_523",1
"Q8NGU9_IDR_377_434",1
"Q8NHG7_IDR_1_71",1
"Q8NHS0_IDR_116_186",1
"Q8NHS3_IDR_1_32",0.520388577134452
"Q8NHS3_IDR_245_290",0.479611422865548
"Q8NHS9_IDR_1_237",1
"Q8NHU0_IDR_1_118",1
"Q8NHU2_IDR_277_347",1
"Q8NHU3_IDR_1_55",1
"Q8NHU6_IDR_412_447",0.339076886263271
"Q8NHU6_IDR_850_899",0.327143704274718
"Q8NHU6_IDR_89_231",0.333779409462011
"Q8NHV4_IDR_309_350",0.504185009496911
"Q8NHV4_IDR_354_626",0.495814990503089
"Q8NHV9_IDR_21_106",1
"Q8NHW3_IDR_1_226",0.674094941371661
"Q8NHW3_IDR_319_353",0.325905058628339
"Q8NHW6_IDR_1_33",1
"Q8NHX4_IDR_1_110",0.549824832358159
"Q8NHX4_IDR_161_192",0.450175167641841
"Q8NHX9_IDR_1_37",1
"Q8NHY2_IDR_1_131",0.504890056848482
"Q8NI35_IDR_1328_1418",0.122219560918389
"Q8NI35_IDR_1622_1670",0.104972876156943
"Q8NI35_IDR_1765_1801",0.104153602614176
"Q8NI37_IDR_1_31",1
"Q8NI51_IDR_123_371",0.238886066582702
"Q8NI51_IDR_1_84",0.251920844777333
"Q8NI51_IDR_439_513",0.244064129901241
"Q8NI51_IDR_550_627",0.265128958738723
"Q8NI60_IDR_1_251",1
"Q8NI77_IDR_617_898",1
"Q8NI99_IDR_186_252",1
"Q8TA86_IDR_147_221",0.499332944662448
"Q8TA86_IDR_1_81",0.500667055337552
"Q8TA94_IDR_48_139",1
"Q8TAA5_IDR_1_55",1
"Q8TAA9_IDR_1_90",1
"Q8TAB3_IDR_744_787",0.329306083591171
"Q8TAB3_IDR_805_992",0.341740789976111
"Q8TAB3_IDR_994_1117",0.328953126432718
"Q8TAB5_IDR_1_151",1
"Q8TAM1_IDR_435_547",1
"Q8TAM6_IDR_1_284",1
"Q8TAP8_IDR_1_204",1
"Q8TAP9_IDR_1_135",1
"Q8TAQ2_IDR_259_417",0.343464328047325
"Q8TAQ2_IDR_545_609",0.314255742867948
"Q8TAQ2_IDR_720_1214",0.342279929084726
"Q8TAQ5_IDR_15_131",1
"Q8TAQ9_IDR_1_41",1
"Q8TAT2_IDR_1_47",0.491594536225118
"Q8TAT2_IDR_149_233",0.508405463774882
"Q8TAT5_IDR_400_501",1
"Q8TAU0_IDR_1_155",0.672413961781201
"Q8TAU0_IDR_235_352",0.327586038218799
"Q8TAU3_IDR_59_162",1
"Q8TAV0_IDR_134_221",0.506954287112533
"Q8TAV0_IDR_231_307",0.493045712887467
"Q8TAW3_IDR_1_44",0.496334800724577
"Q8TBA6_IDR_566_665",0.250830439128511
"Q8TBB0_IDR_94_147",1
"Q8TBB1_IDR_130_258",1
"Q8TBB5_IDR_351_426",0.52096779709846
"Q8TBB5_IDR_489_520",0.47903220290154
"Q8TBB6_IDR_436_501",0.504859357903603
"Q8TBB6_IDR_680_771",0.495140642096397
"Q8TBC3_IDR_135_191",0.505911215118699
"Q8TBC3_IDR_606_707",0.494088784881301
"Q8TBC4_IDR_1_32",1
"Q8TBC5_IDR_135_408",0.326356392724148
"Q8TBC5_IDR_1_41",0.353789948735936
"Q8TBC5_IDR_473_510",0.319853658539915
"Q8TBE0_IDR_1_73",0.337485337425549
"Q8TBE0_IDR_461_587",0.33837585456101
"Q8TBE0_IDR_76_348",0.324138808013442
"Q8TBE3_IDR_144_224",1
"Q8TBE7_IDR_30_96",1
"Q8TBF4_IDR_90_217",1
"Q8TBF8_IDR_1_33",1
"Q8TBY8_IDR_935_990",0.338310455091115
"Q8TBY9_IDR_1_245",1
"Q8TBZ0_IDR_1_428",0.499079816542198
"Q8TBZ0_IDR_752_833",0.500920183457802
"Q8TBZ3_IDR_322_360",0.491993434871198
"Q8TBZ3_IDR_392_507",0.508006565128802
"Q8TBZ5_IDR_1_212",1
"Q8TBZ6_IDR_1_97",0.531394528440482
"Q8TBZ6_IDR_277_339",0.468605471559518
"Q8TC05_IDR_1_714",1
"Q8TC07_IDR_631_691",1
"Q8TC20_IDR_1_126",0.242009672988253
"Q8TC20_IDR_132_309",0.261823654534524
"Q8TC20_IDR_550_634",0.267160931063081
"Q8TC20_IDR_721_777",0.229005741414142
"Q8TC21_IDR_49_138",1
"Q8TC26_IDR_1_75",1
"Q8TC27_IDR_712_787",1
"Q8TC29_IDR_1_142",1
"Q8TC76_IDR_1_265",0.507471225920045
"Q8TC76_IDR_291_339",0.492528774079955
"Q8TC90_IDR_131_196",0.325289552515009
"Q8TC90_IDR_1_72",0.328892478518225
"Q8TC90_IDR_200_364",0.345817968966766
"Q8TC92_IDR_2_55",0.344024027467492
"Q8TC92_IDR_383_436",0.333548164942704
"Q8TC92_IDR_493_561",0.322427807589803
"Q8TC99_IDR_64_171",1
"Q8TCC7_IDR_511_542",1
"Q8TCD1_IDR_1_76",1
"Q8TCF1_IDR_118_155",1
"Q8TCG1_IDR_539_597",1
"Q8TCG2_IDR_1_97",1
"Q8TCG5_IDR_769_803",1
"Q8TCJ2_IDR_1_67",0.333947904440111
"Q8TCJ2_IDR_489_548",0.33956977942957
"Q8TCJ2_IDR_776_826",0.326482316130319
"Q8TCN5_IDR_128_630",0.245313536132085
"Q8TCN5_IDR_13_47",0.281414544884916
"Q8TCN5_IDR_49_124",0.242986521341649
"Q8TCN5_IDR_826_881",0.23028539764135
"Q8TCQ1_IDR_1_75",0.495748367276166
"Q8TCQ1_IDR_244_289",0.504251632723834
"Q8TCT6_IDR_35_67",1
"Q8TCT7_IDR_201_233",0.522934396125647
"Q8TCT7_IDR_506_592",0.477065603874354
"Q8TCT9_IDR_347_377",1
"Q8TD10_IDR_1_117",0.516877364962309
"Q8TD10_IDR_331_391",0.483122635037691
"Q8TD16_IDR_141_666",0.474886607583433
"Q8TD16_IDR_777_824",0.525113392416567
"Q8TD17_IDR_1_40",0.505877079225626
"Q8TD17_IDR_190_344",0.494122920774374
"Q8TD19_IDR_1_48",0.327251109269734
"Q8TD19_IDR_731_807",0.340333167780926
"Q8TD19_IDR_825_961",0.33241572294934
"Q8TD20_IDR_1_34",0.515315022888467
"Q8TD20_IDR_568_617",0.484684977111533
"Q8TD26_IDR_1_310",0.165780271962013
"Q8TD26_IDR_1316_1385",0.172703064990873
"Q8TD26_IDR_1410_1447",0.173429576351725
"Q8TD26_IDR_1619_2108",0.165276375552637
"Q8TD26_IDR_2110_2715",0.322810711142752
"Q8TD30_IDR_1_44",1
"Q8TD31_IDR_1_154",0.495394552574911
"Q8TD31_IDR_675_782",0.504605447425089
"Q8TD35_IDR_1_103",1
"Q8TD43_IDR_519_553",0.479616072936096
"Q8TD43_IDR_713_764",0.520383927063904
"Q8TD55_IDR_121_410",1
"Q8TD57_IDR_1_224",1
"Q8TD84_IDR_1616_2047",1
"Q8TD90_IDR_1_83",1
"Q8TDC3_IDR_716_778",0.46782552188382
"Q8TDD1_IDR_1_96",0.362494555788481
"Q8TDD1_IDR_578_739",0.324509506311135
"Q8TDD1_IDR_774_881",0.312995937900384
"Q8TDD2_IDR_1_129",0.334723292074886
"Q8TDD2_IDR_173_289",0.363161171201139
"Q8TDD2_IDR_361_431",0.302115536723975
"Q8TDF5_IDR_417_471",0.483258155748716
"Q8TDF5_IDR_481_516",0.516741844251284
"Q8TDF6_IDR_1_35",0.498252868995938
"Q8TDF6_IDR_593_673",0.501747131004062
"Q8TDG4_IDR_1_313",1
"Q8TDI0_IDR_1_131",0.164810641227819
"Q8TDI0_IDR_1203_1252",0.162910582587077
"Q8TDI0_IDR_1328_1405",0.164927796918493
"Q8TDI0_IDR_1532_1699",0.158392308666598
"Q8TDI0_IDR_200_341",0.178623206774263
"Q8TDI0_IDR_651_681",0.17033546382575
"Q8TDI7_IDR_1_157",0.496307590743238
"Q8TDI7_IDR_800_906",0.503692409256762
"Q8TDN2_IDR_56_92",0.490843769735658
"Q8TDN4_IDR_1_317",0.535659410673498
"Q8TDN4_IDR_410_443",0.464340589326502
"Q8TDN6_IDR_1_53",0.331006452790145
"Q8TDN6_IDR_271_306",0.335085573864244
"Q8TDN6_IDR_309_353",0.333907973345612
"Q8TDQ0_IDR_136_201",1
"Q8TDQ1_IDR_130_290",1
"Q8TDR0_IDR_119_508",1
"Q8TDR2_IDR_1_197",1
"Q8TDR4_IDR_1_215",1
"Q8TDS4_IDR_314_363",1
"Q8TDS5_IDR_1_88",0.514819419654646
"Q8TDS5_IDR_374_423",0.485180580345354
"Q8TDT2_IDR_319_470",1
"Q8TDU9_IDR_333_374",1
"Q8TDV0_IDR_328_381",1
"Q8TDW4_IDR_124_154",1
"Q684P5_IDR_678_717",0.350907112112249
"Q68BL7_IDR_155_395",1
"Q68BL8_IDR_1_73",0.510053909274992
"Q68BL8_IDR_183_486",0.489946090725008
"Q68CJ6_IDR_1_41",1
"Q68CJ9_IDR_1_461",1
"Q68CL5_IDR_253_300",1
"Q68CP9_IDR_1693_1743",0.240170762826956
"Q68CP9_IDR_473_531",0.188645986608204
"Q68CP9_IDR_535_569",0.197681030320126
"Q68CP9_IDR_603_1629",0.373502220244713
"Q68CQ1_IDR_1_193",0.522470971808442
"Q68CQ1_IDR_195_239",0.477529028191558
"Q68CQ4_IDR_1_75",0.526481814577564
"Q68CQ4_IDR_78_186",0.473518185422436
"Q68CQ7_IDR_1_48",1
"Q68CR1_IDR_1086_1132",0.497344504216887
"Q68CR1_IDR_1_33",0.502655495783113
"Q68DE3_IDR_2199_2245",0.321197457514166
"Q68DH5_IDR_1_94",0.542084034857974
"Q68DH5_IDR_582_695",0.457915965142026
"Q68DK7_IDR_1_469",1
"Q68DL7_IDR_311_685",1
"Q68DQ2_IDR_1_1477",0.316389840283578
"Q68DQ2_IDR_1480_1759",0.353606354315166
"Q68DQ2_IDR_1768_2281",0.330003805401256
"Q68DU8_IDR_284_387",1
"Q68DV7_IDR_319_676",1
"Q68DX3_IDR_1173_1309",0.256904356816247
"Q68DX3_IDR_190_305",0.239063726501022
"Q68DX3_IDR_679_768",0.249552786700452
"Q68DX3_IDR_864_939",0.254479129982278
"Q68DY9_IDR_68_145",1
"Q68EA5_IDR_42_167",1
"Q68EM7_IDR_453_881",1
"Q6A162_IDR_1_49",0.514412244536761
"Q6A163_IDR_1_31",0.517407568694032
"Q6AHZ1_IDR_1155_1222",0.238922846604372
"Q6AHZ1_IDR_350_443",0.242861293135149
"Q6AI08_IDR_293_411",1
"Q6AI14_IDR_1_53",0.504356956275632
"Q6AI14_IDR_602_798",0.495643043724368
"Q6AI39_IDR_25_722",0.432633441322463
"Q6AI39_IDR_800_1002",0.18387671977074
"Q6A162_IDR_398_429",0.485587755463239
"Q6A163_IDR_411_455",0.482592431305968
"Q6AHZ1_IDR_1236_1310",0.246704014835843
"Q6AHZ1_IDR_464_881",0.271511845424636
"Q6AI12_IDR_136_242",1
"Q6AI39_IDR_1020_1053",0.187277789386197
"Q6AI39_IDR_741_796",0.1962120495206
"Q6AW86_IDR_55_230",1
"Q6AWC2_IDR_391_422",0.207843168856363
"Q6AWC2_IDR_425_488",0.199384489168311
"Q6AWC2_IDR_493_686",0.200004465072892
"Q6DN90_IDR_1_520",0.491602301444021
"Q6DN90_IDR_875_963",0.508397698555979
"Q6DT37_IDR_1455_1551",0.194488644448805
"Q6DT37_IDR_403_446",0.200078091424075
"Q6DT37_IDR_455_495",0.202124103339784
"Q6DT37_IDR_563_631",0.198283826814229
"Q6DT37_IDR_786_903",0.205025333973107
"Q6DWJ6_IDR_308_353",1
"Q6E0U4_IDR_18_351",1
"Q6ECI4_IDR_85_180",1
"Q6EIG7_IDR_1_50",1
"Q6EKJ0_IDR_188_320",1
"Q6EMB2_IDR_404_457",0.48688147056315
"Q6EMB2_IDR_532_660",0.51311852943685
"Q8TDW5_IDR_125_387",1
"Q8TE49_IDR_446_889",0.52573042585002
"Q8TE54_IDR_531_564",1
"Q8TE56_IDR_183_227",1
"Q8TE57_IDR_208_287",1
"Q8TE58_IDR_143_211",1
"Q8TE60_IDR_207_290",1
"Q8TE67_IDR_152_236",0.499270396106719
"Q8TE67_IDR_400_450",0.500729603893281
"Q8TE68_IDR_159_253",0.325590164493132
"Q8TE68_IDR_431_478",0.333098960843699
"Q8TE68_IDR_536_633",0.34131087466317
"Q8TE73_IDR_1059_1096",0.522527650326064
"Q8TE73_IDR_896_930",0.477472349673936
"Q8TE76_IDR_405_450",0.462137087319645
"Q8TE76_IDR_457_793",0.537862912680355
"Q8TE77_IDR_470_659",0.49682250767051
"Q8TE77_IDR_52_91",0.50317749232949
"Q8TE82_IDR_1_76",0.501822492927463
"Q8TE82_IDR_229_265",0.498177507072537
"Q8TE85_IDR_77_219",0.320709910632141
"Q8TEH3_IDR_411_970",1
"Q8TEJ3_IDR_122_191",0.242286236819377
"Q8TEJ3_IDR_1_45",0.233370307032594
"Q8TEJ3_IDR_320_461",0.236518055955122
"Q8TEJ3_IDR_528_821",0.287825400192907
"Q8TEK3_IDR_329_1537",1
"Q8TEL6_IDR_1_33",0.516348734431598
"Q8TEL6_IDR_343_373",0.483651265568402
"Q8TEM1_IDR_1835_1887",1
"Q8TEP8_IDR_1_41",0.343671217363646
"Q8TEP8_IDR_2070_2125",0.322090170882377
"Q8TEP8_IDR_43_1211",0.334238611753977
"Q8TEQ0_IDR_184_389",0.233549982503069
"Q8TEQ0_IDR_407_511",0.275881386597901
"Q8TEQ0_IDR_617_649",0.254993884968243
"Q8TEQ0_IDR_777_813",0.235574745930787
"Q8TEQ6_IDR_1306_1349",0.310964145701487
"Q8TEQ6_IDR_1390_1427",0.325563788249883
"Q8TEQ6_IDR_822_881",0.36347206604863
"Q8TER5_IDR_191_521",0.328993616501099
"Q8TEW8_IDR_593_1205",0.335838866779571
"Q8TEX9_IDR_627_658",1
"Q8TEY5_IDR_1_135",0.343762147266091
"Q8TEY5_IDR_145_183",0.327205518677598
"Q8TEY5_IDR_314_395",0.329032334056312
"Q8TEY7_IDR_129_183",0.478208217199215
"Q8TEY7_IDR_293_473",0.521791782800786
"Q8TF01_IDR_1_33",0.481359658849616
"Q8TF01_IDR_47_805",0.518640341150384
"Q8TF08_IDR_1_32",1
"Q8TF05_IDR_324_613",1
"Q8TF17_IDR_384_440",0.507241008177115
"Q8TF17_IDR_9_39",0.492758991822885
"Q8TF20_IDR_1_66",1
"Q8TF21_IDR_1_42",0.515246584761118
"Q8TF21_IDR_271_823",0.484753415238882
"Q8TF30_IDR_472_705",0.472432064649685
"Q8TF30_IDR_755_809",0.527567935350315
"Q8TF32_IDR_90_153",1
"Q8TF39_IDR_1_45",0.531056844207896
"Q8TF68_IDR_1_260",0.638805931855591
"Q8TF68_IDR_455_543",0.361194068144409
"Q8TF71_IDR_1_61",0.492254022879706
"Q8TF71_IDR_476_515",0.507745977120294
"Q8TF72_IDR_112_1665",0.447610505662734
"Q8TF72_IDR_1688_1777",0.552389494337266
"Q8TF74_IDR_1_440",1
"Q8TF76_IDR_1_456",1
"Q8WTP8_IDR_1_105",0.514890809514705
"Q8WTP8_IDR_283_325",0.485109190485295
"Q8WTP9_IDR_1_111",1
"Q8WTQ4_IDR_1_34",0.497744575584976
"Q8WTQ4_IDR_41_165",0.502255424415024
"Q8WTR4_IDR_559_605",1
"Q8WTR7_IDR_51_208",1
"Q8WTT0_IDR_1_52",1
"Q8WTT2_IDR_1_199",0.561037224450565
"Q8WTT2_IDR_435_472",0.438962775549435
"Q8WTU0_IDR_80_139",1
"Q8WTV0_IDR_465_508",1
"Q8WTV1_IDR_88_239",1
"Q8WTW3_IDR_918_980",1
"Q8WTX9_IDR_1_37",0.49785025337384
"Q8WTX9_IDR_285_450",0.50214974662616
"Q8WU08_IDR_320_361",0.498435910850769
"Q8WU08_IDR_364_396",0.501564089149231
"Q8WU17_IDR_592_664",1
"Q8WU20_IDR_108_469",0.528261950880436
"Q8WU20_IDR_478_508",0.471738049119564
"Q8WU39_IDR_1_31",1
"Q8WU58_IDR_1_562",1
"Q8WU68_IDR_188_220",1
"Q8WU79_IDR_122_429",1
"Q8WU90_IDR_1_81",0.353872033610471
"Q8WU90_IDR_265_295",0.335586066193689
"Q8WU90_IDR_297_396",0.31054190019584
"Q8WUA2_IDR_326_492",1
"Q8WUA4_IDR_25_308",0.347717069225929
"Q8WUA4_IDR_765_797",0.319955735641354
"Q8WUA4_IDR_877_911",0.332327195132716
"Q8WUP2_IDR_18_178",1
"Q8WUQ7_IDR_1_190",0.35819577726032
"Q8WUQ7_IDR_471_556",0.313435112042965
"Q8WUQ7_IDR_589_624",0.328369110696714
"Q8WUR7_IDR_1_49",1
"Q8WUT4_IDR_344_543",1
"Q8WUU4_IDR_1_475",1
"Q8WUU5_IDR_36_129",1
"Q8WUU8_IDR_196_229",1
"Q8WUX1_IDR_1_50",1
"Q8WUX9_IDR_390_453",1
"Q8WUY3_IDR_2383_2542",0.20288704278216
"Q8WUY3_IDR_2558_2632",0.175720176666272
"Q8WUY3_IDR_2640_2874",0.221004237888202
"Q8WUY3_IDR_358_936",0.19610604952046
"Q8WUY3_IDR_938_2344",0.204282493142906
"Q8WUY9_IDR_109_147",1
"Q8WUZ0_IDR_55_217",1
"Q8WV15_IDR_1_45",0.492266892162208
"Q8WV15_IDR_263_306",0.507733107837792
"Q8WVB6_IDR_321_356",0.251485971282348
"Q8WVB6_IDR_859_921",0.229374753767873
"Q8WVC0_IDR_1_352",0.499714365357951
"Q8WVC0_IDR_523_666",0.500285634642049
"Q8WVD3_IDR_104_153",1
"Q8WVD5_IDR_119_150",1
"Q8WVE6_IDR_283_324",1
"Q8WVF2_IDR_21_112",1
"Q8WVF5_IDR_1_31",1
"Q8WVH0_IDR_1_158",1
"Q8WVI7_IDR_44_109",1
