"","GO0042127_regulation_of_cell_population_proliferation"
"Q8N9Z2_IDR_1_54",0.509029905544226
"Q8N9Z2_IDR_87_176",0.490970094455774
"Q8N9Z9_IDR_260_388",0.49411489383979
"Q8N9Z9_IDR_26_129",0.50588510616021
"Q8NA03_IDR_1_111",0.192706610310752
"Q8NA03_IDR_132_261",0.197786763109847
"Q8NA03_IDR_329_384",0.210719098942526
"Q8NA03_IDR_418_521",0.209285364055966
"Q8NA03_IDR_548_581",0.18950216358091
"Q8NA19_IDR_1_43",0.491007607175675
"Q8NA19_IDR_366_514",0.508992392824325
"Q8NA29_IDR_1_38",1
"Q8NA31_IDR_377_409",0.506093262895694
"Q8NA31_IDR_421_673",0.493906737104305
"Q8NA42_IDR_60_143",1
"Q8NA47_IDR_1_31",0.336441051984649
"Q8NA47_IDR_262_296",0.32899234999357
"Q8NA47_IDR_531_563",0.334566598021781
"Q8NAM6_IDR_128_308",0.500773391174439
"Q8NAM6_IDR_1_38",0.499226608825561
"Q8NAN2_IDR_288_334",0.477637092555802
"Q8NAN2_IDR_96_200",0.522362907444199
"Q8NAP3_IDR_123_165",0.326647230605658
"Q8NAP3_IDR_176_459",0.341541742200818
"Q8NAP3_IDR_522_970",0.331811027193524
"Q8NAP8_IDR_125_370",0.490745486350366
"Q8NAP8_IDR_402_495",0.509254513649634
"Q8NAT1_IDR_1_55",1
"Q8NAT2_IDR_204_277",0.333148873340471
"Q8NAT2_IDR_693_915",0.346592708053752
"Q8NAT2_IDR_95_126",0.320258418605777
"Q8NAU1_IDR_177_212",1
"Q8NAV1_IDR_175_312",1
"Q8NAV2_IDR_1_305",0.511328171924232
"Q8NAV2_IDR_308_365",0.488671828075768
"Q8NAX2_IDR_115_232",0.256171301206675
"Q8NAX2_IDR_1_54",0.245682262282833
"Q8NAX2_IDR_308_349",0.247363279043958
"Q8NBF1_IDR_1_190",0.520055416334183
"Q8NBF1_IDR_298_513",0.479944583665817
"Q8NBF6_IDR_239_378",0.491846714440167
"Q8NBF6_IDR_587_648",0.508153285559833
"Q8NBI3_IDR_1_273",1
"Q8NBI5_IDR_214_268",1
"Q8NBI6_IDR_46_95",1
"Q8NBJ4_IDR_133_401",1
"Q8NBJ5_IDR_584_622",1
"Q8NBJ9_IDR_385_424",1
"Q8NBK3_IDR_1_87",1
"Q8NBM4_IDR_219_302",1
"Q8NBN3_IDR_474_555",1
"Q8NBP0_IDR_1_108",1
"Q8NBP5_IDR_1_54",0.536151024680014
"Q8NBP5_IDR_222_265",0.463848975319986
"Q8NBP7_IDR_1_61",1
"Q8NBR0_IDR_134_306",0.492370964176134
"Q8NBR0_IDR_363_393",0.507629035823866
"Q8NC60_IDR_18_66",0.511140134062878
"Q8NC60_IDR_82_123",0.488859865937122
"Q8NC67_IDR_464_525",1
"Q8NC74_IDR_105_664",0.480838664646921
"Q8NC74_IDR_1_103",0.519161335353079
"Q8NC96_IDR_167_251",1
"Q8NCA5_IDR_305_503",1
"Q8NCA9_IDR_1_197",0.496249267835219
"Q8NCA9_IDR_258_323",0.503750732164781
"Q8NCB2_IDR_327_501",1
"Q8NCC5_IDR_237_277",1
"Q8NCD3_IDR_162_403",0.344587706534656
"Q8NCD3_IDR_448_748",0.322867823954084
"Q8NCD3_IDR_73_146",0.33254446951126
"Q8NCE0_IDR_131_279",1
"Q8NCE2_IDR_432_551",1
"Q8NCF5_IDR_1_45",0.49989792921044
"Q8NCF5_IDR_55_247",0.50010207078956
"Q8NCG5_IDR_1_39",1
"Q8NCG7_IDR_545_585",1
"Q8NCV1_IDR_1_112",1
"Q8NCW5_IDR_1_54",1
"Q8NCW6_IDR_31_97",1
"Q8NCX0_IDR_1023_1101",0.494649173258327
"Q8NCX0_IDR_1_101",0.505350826741673
"Q8NCY6_IDR_82_345",1
"Q8ND04_IDR_1_39",0.342439702896689
"Q8ND04_IDR_656_739",0.337807042578953
"Q8ND04_IDR_99_132",0.319753254524358
"Q8ND07_IDR_1_39",0.477197030754418
"Q8ND07_IDR_459_497",0.522802969245582
"Q8ND23_IDR_861_1372",1
"Q8ND24_IDR_1_236",0.315822785845748
"Q8ND24_IDR_425_551",0.348938823450345
"Q8ND24_IDR_610_653",0.335238390703906
"Q8ND25_IDR_1_137",1
"Q8ND30_IDR_142_499",0.326953997108217
"Q8ND30_IDR_1_49",0.326196919505816
"Q8ND30_IDR_842_876",0.346849083385966
"Q8ND56_IDR_81_463",1
"Q8NDG6_IDR_17_121",1
"Q8NDH6_IDR_262_452",1
"Q8NDI1_IDR_1201_1231",0.327099734819845
"Q8NDI1_IDR_174_542",0.370991513603411
"Q8NDI1_IDR_544_1075",0.301908751576744
"Q8NDL9_IDR_343_417",0.530188389058575
"Q8NDL9_IDR_600_886",0.469811610941425
"Q8NDM7_IDR_749_785",0.50769870735765
"Q8NDM7_IDR_930_986",0.49230129264235
"Q8NDP4_IDR_63_149",1
"Q8NDQ6_IDR_60_186",1
"Q8NDT2_IDR_1_134",0.330125444141585
"Q8NDT2_IDR_223_306",0.349914565374338
"Q8NDT2_IDR_554_709",0.319959990484077
"Q8NDV7_IDR_1_1702",1
"Q8NDW4_IDR_61_353",1
"Q8NDX1_IDR_1004_1056",0.509773387845449
"Q8NDX1_IDR_1_583",0.490226612154551
"Q8NDX2_IDR_1_64",0.501855608118747
"Q8NDX2_IDR_510_589",0.498144391881253
"Q8NE63_IDR_350_616",1
"Q8NE71_IDR_1_299",1
"Q8NE79_IDR_269_360",1
"Q8NE86_IDR_1_51",1
"Q8NEA5_IDR_182_215",0.488988677860655
"Q8NEA5_IDR_28_83",0.511011322139345
"Q8NEA6_IDR_1_340",0.543970650551612
"Q8NEA6_IDR_446_666",0.456029349448388
"Q8NEA9_IDR_1_89",1
"Q8NEB7_IDR_124_278",0.47028055403814
"Q8NEB7_IDR_1_35",0.52971944596186
"Q8NEB9_IDR_412_470",1
"Q8NEC5_IDR_1_418",1
"Q8NEC7_IDR_193_244",1
"Q8NEE8_IDR_544_873",1
"Q8NEF3_IDR_241_303",1
"Q8NEF9_IDR_129_419",1
"Q8NEG0_IDR_189_241",1
"Q8NEG2_IDR_106_295",0.487962665530384
"Q8NEG2_IDR_27_72",0.512037334469616
"Q8NEN9_IDR_1107_1154",0.342944562839777
"Q8NEN9_IDR_454_677",0.317713478303814
"Q8NEN9_IDR_886_998",0.339341958856409
"Q8NEP3_IDR_1_85",0.502654058958195
"Q8NEP3_IDR_303_725",0.497345941041805
"Q8NEP4_IDR_1_510",1
"Q8NEP9_IDR_15_141",1
"Q8NEQ5_IDR_1_105",1
"Q8NEQ6_IDR_95_146",1
"Q8NER1_IDR_1_107",0.497443154950841
"Q8NER1_IDR_762_839",0.502556845049159
"Q8NES3_IDR_1_105",1
"Q8NET4_IDR_1_1180",0.474147808451324
"Q8NET4_IDR_1313_1351",0.525852191548675
"Q8NET5_IDR_191_264",1
"Q8NET6_IDR_1_63",1
"Q8NET8_IDR_1_116",0.498972869248673
"Q8NET8_IDR_750_790",0.501027130751327
"Q8NEU8_IDR_388_436",1
"Q8NEV1_IDR_332_391",1
"Q8NEZ4_IDR_4117_4189",0.120005469114222
"Q8NEZ4_IDR_4251_4345",0.115675711509112
"Q8NF37_IDR_1_36",0.334384903016789
"Q8NF37_IDR_38_73",0.343354077798307
"Q8NF37_IDR_496_534",0.322261019184905
"Q8NF50_IDR_1234_1287",0.334212158000598
"Q8NF50_IDR_1347_1418",0.333657918522904
"Q8NF50_IDR_420_456",0.332129923476499
"Q8NF64_IDR_1_416",0.487118731713954
"Q8NF64_IDR_685_883",0.512881268286046
"Q8NF86_IDR_1_33",1
"Q8NF91_IDR_147_178",0.161937730775351
"Q8NF91_IDR_5763_6086",0.161853199324714
"Q8NFG4_IDR_278_337",0.510821307073382
"Q8NFG4_IDR_30_87",0.489178692926618
"Q8NFH5_IDR_1_171",0.508346993319296
"Q8NFH5_IDR_250_308",0.491653006680704
"Q8NFH8_IDR_142_272",0.513875574994049
"Q8NFH8_IDR_362_617",0.486124425005951
"Q8NFI3_IDR_1_57",1
"Q8NFJ5_IDR_273_312",1
"Q8NFJ8_IDR_1_252",0.478719730143472
"Q8NFJ8_IDR_312_381",0.521280269856528
"Q8NFK1_IDR_225_279",1
"Q8NFL0_IDR_1_92",1
"Q8NFM4_IDR_452_484",0.487957018078093
"Q8NFM4_IDR_487_536",0.512042981921907
"Q8NFM7_IDR_2_34",0.330864013466975
"Q8NFM7_IDR_515_548",0.32917235377976
"Q8NFM7_IDR_561_739",0.339963632753266
"Q8NFN8_IDR_319_788",1
"Q8NFP9_IDR_1490_1570",0.273996982754511
"Q8NFP9_IDR_1_55",0.231272142859848
"Q8NFP9_IDR_1581_1881",0.243738179561231
"Q8NFP9_IDR_951_1328",0.25099269482441
"Q8NFQ8_IDR_1_247",1
"Q8NFT6_IDR_1_44",0.256901523461111
"Q8NFW8_IDR_1_40",1
"Q8NFW9_IDR_130_859",0.506512392548034
"Q8NFW9_IDR_25_73",0.493487607451966
"Q8NFY4_IDR_545_662",0.358029234354222
"Q8NFY4_IDR_691_829",0.333730494250188
"Q8NFY4_IDR_832_1070",0.30824027139559
"Q8NFZ0_IDR_1_190",1
"Q8NFZ3_IDR_1_39",0.347413744314884
"Q8NFZ3_IDR_605_668",0.311666501389722
"Q8NFZ3_IDR_701_816",0.340919754295394
"Q8NFZ4_IDR_613_679",0.502867441654881
"Q8NFZ4_IDR_701_835",0.497132558345119
"Q8NFZ5_IDR_157_207",0.4915372279987
"Q8NFZ5_IDR_330_400",0.5084627720013
"Q8NFZ8_IDR_342_388",1
"Q8NG08_IDR_395_425",0.331382323830154
"Q8NG08_IDR_795_825",0.334475255738483
"Q8NG08_IDR_957_1062",0.334142420431363
"Q8NG27_IDR_122_481",0.487590342842356
"Q8NG27_IDR_37_112",0.512409657157644
"Q8NG31_IDR_1_1876",1
"Q8NG48_IDR_549_700",1
"Q8NG66_IDR_299_523",1
"Q8NGU9_IDR_377_434",1
"Q8NHG7_IDR_1_71",1
"Q8NHS0_IDR_116_186",1
"Q8NHS3_IDR_1_32",0.49066868162587
"Q8NHS3_IDR_245_290",0.50933131837413
"Q8NHS9_IDR_1_237",1
"Q8NHU0_IDR_1_118",1
"Q8NHU2_IDR_277_347",1
"Q8NHU3_IDR_1_55",1
"Q8NHU6_IDR_412_447",0.337415040355871
"Q8NHU6_IDR_850_899",0.329315024593099
"Q8NHU6_IDR_89_231",0.33326993505103
"Q8NHV4_IDR_309_350",0.475997235994361
"Q8NHV4_IDR_354_626",0.524002764005639
"Q8NHV9_IDR_21_106",1
"Q8NHW3_IDR_1_226",0.524435392581418
"Q8NHW3_IDR_319_353",0.475564607418581
"Q8NHW6_IDR_1_33",1
"Q8NHX4_IDR_1_110",0.473973750426195
"Q8NHX4_IDR_161_192",0.526026249573806
"Q8NHX9_IDR_1_37",1
"Q8NHY2_IDR_1_131",0.466390171138744
"Q8NI35_IDR_1328_1418",0.116900471382961
"Q8NI35_IDR_1622_1670",0.106952970748034
"Q8NI35_IDR_1765_1801",0.115872162284824
"Q8NI37_IDR_1_31",1
"Q8NI51_IDR_123_371",0.258215060957489
"Q8NI51_IDR_1_84",0.243256876008323
"Q8NI51_IDR_439_513",0.262963116912201
"Q8NI51_IDR_550_627",0.235564946121987
"Q8NI60_IDR_1_251",1
"Q8NI77_IDR_617_898",1
"Q8NI99_IDR_186_252",1
"Q8TA86_IDR_147_221",0.478722753722651
"Q8TA86_IDR_1_81",0.52127724627735
"Q8TA94_IDR_48_139",1
"Q8TAA5_IDR_1_55",1
"Q8TAA9_IDR_1_90",1
"Q8TAB3_IDR_744_787",0.326186404837866
"Q8TAB3_IDR_805_992",0.356111835051587
"Q8TAB3_IDR_994_1117",0.317701760110547
"Q8TAB5_IDR_1_151",1
"Q8TAM1_IDR_435_547",1
"Q8TAM6_IDR_1_284",1
"Q8TAP8_IDR_1_204",1
"Q8TAP9_IDR_1_135",1
"Q8TAQ2_IDR_259_417",0.321118050294886
"Q8TAQ2_IDR_545_609",0.360315959469409
"Q8TAQ2_IDR_720_1214",0.318565990235706
"Q8TAQ5_IDR_15_131",1
"Q8TAQ9_IDR_1_41",1
"Q8TAT2_IDR_1_47",0.56366981943797
"Q8TAT2_IDR_149_233",0.43633018056203
"Q8TAT5_IDR_400_501",1
"Q8TAU0_IDR_1_155",0.521341023256154
"Q8TAU0_IDR_235_352",0.478658976743846
"Q8TAU3_IDR_59_162",1
"Q8TAV0_IDR_134_221",0.492300946485058
"Q8TAV0_IDR_231_307",0.507699053514942
"Q8TAW3_IDR_1_44",0.518536337538438
"Q8TBA6_IDR_566_665",0.258509631380875
"Q8TBB0_IDR_94_147",1
"Q8TBB1_IDR_130_258",1
"Q8TBB5_IDR_351_426",0.50157270173314
"Q8TBB5_IDR_489_520",0.49842729826686
"Q8TBB6_IDR_436_501",0.506944746212025
"Q8TBB6_IDR_680_771",0.493055253787975
"Q8TBC3_IDR_135_191",0.501783722096788
"Q8TBC3_IDR_606_707",0.498216277903212
"Q8TBC4_IDR_1_32",1
"Q8TBC5_IDR_135_408",0.322339154072286
"Q8TBC5_IDR_1_41",0.332985000634261
"Q8TBC5_IDR_473_510",0.344675845293454
"Q8TBE0_IDR_1_73",0.339348717054339
"Q8TBE0_IDR_461_587",0.328542316900742
"Q8TBE0_IDR_76_348",0.33210896604492
"Q8TBE3_IDR_144_224",1
"Q8TBE7_IDR_30_96",1
"Q8TBF4_IDR_90_217",1
"Q8TBF8_IDR_1_33",1
"Q8TBY8_IDR_935_990",0.324712374927645
"Q8TBY9_IDR_1_245",1
"Q8TBZ0_IDR_1_428",0.487402683145604
"Q8TBZ0_IDR_752_833",0.512597316854396
"Q8TBZ3_IDR_322_360",0.513245731469769
"Q8TBZ3_IDR_392_507",0.486754268530231
"Q8TBZ5_IDR_1_212",1
"Q8TBZ6_IDR_1_97",0.494016372179367
"Q8TBZ6_IDR_277_339",0.505983627820633
"Q8TC05_IDR_1_714",1
"Q8TC07_IDR_631_691",1
"Q8TC20_IDR_1_126",0.246019733409384
"Q8TC20_IDR_132_309",0.262555839037935
"Q8TC20_IDR_550_634",0.242937154475526
"Q8TC20_IDR_721_777",0.248487273077155
"Q8TC21_IDR_49_138",1
"Q8TC26_IDR_1_75",1
"Q8TC27_IDR_712_787",1
"Q8TC29_IDR_1_142",1
"Q8TC76_IDR_1_265",0.526532398023446
"Q8TC76_IDR_291_339",0.473467601976554
"Q8TC90_IDR_131_196",0.345977623990498
"Q8TC90_IDR_1_72",0.353205158294515
"Q8TC90_IDR_200_364",0.300817217714987
"Q8TC92_IDR_2_55",0.332579840516695
"Q8TC92_IDR_383_436",0.331224368463189
"Q8TC92_IDR_493_561",0.336195791020116
"Q8TC99_IDR_64_171",1
"Q8TCC7_IDR_511_542",1
"Q8TCD1_IDR_1_76",1
"Q8TCF1_IDR_118_155",1
"Q8TCG1_IDR_539_597",1
"Q8TCG2_IDR_1_97",1
"Q8TCG5_IDR_769_803",1
"Q8TCJ2_IDR_1_67",0.320042433199153
"Q8TCJ2_IDR_489_548",0.341199121873133
"Q8TCJ2_IDR_776_826",0.338758444927714
"Q8TCN5_IDR_128_630",0.271267417792111
"Q8TCN5_IDR_13_47",0.247891851924683
"Q8TCN5_IDR_49_124",0.235812441647015
"Q8TCN5_IDR_826_881",0.24502828863619
"Q8TCQ1_IDR_1_75",0.496348084287853
"Q8TCQ1_IDR_244_289",0.503651915712147
"Q8TCT6_IDR_35_67",1
"Q8TCT7_IDR_201_233",0.568795026996128
"Q8TCT7_IDR_506_592",0.431204973003872
"Q8TCT9_IDR_347_377",1
"Q8TD10_IDR_1_117",0.495587559239607
"Q8TD10_IDR_331_391",0.504412440760393
"Q8TD16_IDR_141_666",0.50760065849021
"Q8TD16_IDR_777_824",0.49239934150979
"Q8TD17_IDR_1_40",0.506838108531396
"Q8TD17_IDR_190_344",0.493161891468604
"Q8TD19_IDR_1_48",0.33441465142781
"Q8TD19_IDR_731_807",0.324308037717419
"Q8TD19_IDR_825_961",0.341277310854771
"Q8TD20_IDR_1_34",0.491622364388939
"Q8TD20_IDR_568_617",0.508377635611061
"Q8TD26_IDR_1_310",0.182051763608396
"Q8TD26_IDR_1316_1385",0.19268588796802
"Q8TD26_IDR_1410_1447",0.21594084295245
"Q8TD26_IDR_1619_2108",0.199293750935989
"Q8TD26_IDR_2110_2715",0.210027754535145
"Q8TD30_IDR_1_44",1
"Q8TD31_IDR_1_154",0.487774340602303
"Q8TD31_IDR_675_782",0.512225659397697
"Q8TD35_IDR_1_103",1
"Q8TD43_IDR_519_553",0.51663300800422
"Q8TD43_IDR_713_764",0.48336699199578
"Q8TD55_IDR_121_410",1
"Q8TD57_IDR_1_224",1
"Q8TD84_IDR_1616_2047",1
"Q8TD90_IDR_1_83",1
"Q8TDC3_IDR_716_778",0.510170701167428
"Q8TDD1_IDR_1_96",0.339689569918403
"Q8TDD1_IDR_578_739",0.343601172035332
"Q8TDD1_IDR_774_881",0.316709258046265
"Q8TDD2_IDR_1_129",0.34379267153795
"Q8TDD2_IDR_173_289",0.337013706508151
"Q8TDD2_IDR_361_431",0.319193621953899
"Q8TDF5_IDR_417_471",0.515119204485825
"Q8TDF5_IDR_481_516",0.484880795514175
"Q8TDF6_IDR_1_35",0.496951551146604
"Q8TDF6_IDR_593_673",0.503048448853396
"Q8TDG4_IDR_1_313",1
"Q8TDI0_IDR_1_131",0.156835850572891
"Q8TDI0_IDR_1203_1252",0.172127097374006
"Q8TDI0_IDR_1328_1405",0.179062841921703
"Q8TDI0_IDR_1532_1699",0.157409504132311
"Q8TDI0_IDR_200_341",0.16467016230604
"Q8TDI0_IDR_651_681",0.169894543693049
"Q8TDI7_IDR_1_157",0.482763147339112
"Q8TDI7_IDR_800_906",0.517236852660888
"Q8TDN2_IDR_56_92",0.479062445571748
"Q8TDN4_IDR_1_317",0.483470117659649
"Q8TDN4_IDR_410_443",0.516529882340351
"Q8TDN6_IDR_1_53",0.328092518593935
"Q8TDN6_IDR_271_306",0.340903512814787
"Q8TDN6_IDR_309_353",0.331003968591278
"Q8TDQ0_IDR_136_201",1
"Q8TDQ1_IDR_130_290",1
"Q8TDR0_IDR_119_508",1
"Q8TDR2_IDR_1_197",1
"Q8TDR4_IDR_1_215",1
"Q8TDS4_IDR_314_363",1
"Q8TDS5_IDR_1_88",0.500374553294679
"Q8TDS5_IDR_374_423",0.499625446705321
"Q8TDT2_IDR_319_470",1
"Q8TDU9_IDR_333_374",1
"Q8TDV0_IDR_328_381",1
"Q8TDW4_IDR_124_154",1
"Q684P5_IDR_678_717",0.332007443894473
"Q68BL7_IDR_155_395",1
"Q68BL8_IDR_1_73",0.518912018638649
"Q68BL8_IDR_183_486",0.48108798136135
"Q68CJ6_IDR_1_41",1
"Q68CJ9_IDR_1_461",1
"Q68CL5_IDR_253_300",1
"Q68CP9_IDR_1693_1743",0.254212923905836
"Q68CP9_IDR_473_531",0.258805846684417
"Q68CP9_IDR_535_569",0.263481570804146
"Q68CP9_IDR_603_1629",0.2234996586056
"Q68CQ1_IDR_1_193",0.504738054750117
"Q68CQ1_IDR_195_239",0.495261945249883
"Q68CQ4_IDR_1_75",0.510562108891841
"Q68CQ4_IDR_78_186",0.489437891108159
"Q68CQ7_IDR_1_48",1
"Q68CR1_IDR_1086_1132",0.484783241664286
"Q68CR1_IDR_1_33",0.515216758335714
"Q68DE3_IDR_2199_2245",0.344885068460887
"Q68DH5_IDR_1_94",0.649263793138659
"Q68DH5_IDR_582_695",0.350736206861341
"Q68DK7_IDR_1_469",1
"Q68DL7_IDR_311_685",1
"Q68DQ2_IDR_1_1477",0.310896497232561
"Q68DQ2_IDR_1480_1759",0.332923797969438
"Q68DQ2_IDR_1768_2281",0.356179704798001
"Q68DU8_IDR_284_387",1
"Q68DV7_IDR_319_676",1
"Q68DX3_IDR_1173_1309",0.266479969089127
"Q68DX3_IDR_190_305",0.247009654159208
"Q68DX3_IDR_679_768",0.247722011336091
"Q68DX3_IDR_864_939",0.238788365415574
"Q68DY9_IDR_68_145",1
"Q68EA5_IDR_42_167",1
"Q68EM7_IDR_453_881",1
"Q6A162_IDR_1_49",0.489807729980699
"Q6A163_IDR_1_31",0.501005294825546
"Q6AHZ1_IDR_1155_1222",0.264276999759536
"Q6AHZ1_IDR_350_443",0.253773062913711
"Q6AI08_IDR_293_411",1
"Q6AI14_IDR_1_53",0.517742504985432
"Q6AI14_IDR_602_798",0.482257495014568
"Q6AI39_IDR_25_722",0.236770381576678
"Q6AI39_IDR_800_1002",0.240128207709298
"Q6A162_IDR_398_429",0.5101922700193
"Q6A163_IDR_411_455",0.498994705174454
"Q6AHZ1_IDR_1236_1310",0.229272546422629
"Q6AHZ1_IDR_464_881",0.252677390904124
"Q6AI12_IDR_136_242",1
"Q6AI39_IDR_1020_1053",0.259271105172774
"Q6AI39_IDR_741_796",0.263830305541249
"Q6AW86_IDR_55_230",1
"Q6AWC2_IDR_391_422",0.201686109787921
"Q6AWC2_IDR_425_488",0.204346726370647
"Q6AWC2_IDR_493_686",0.209104420897848
"Q6DN90_IDR_1_520",0.506740987218293
"Q6DN90_IDR_875_963",0.493259012781707
"Q6DT37_IDR_1455_1551",0.191992146781446
"Q6DT37_IDR_403_446",0.199244158411922
"Q6DT37_IDR_455_495",0.20146758129843
"Q6DT37_IDR_563_631",0.196670900086947
"Q6DT37_IDR_786_903",0.210625213421255
"Q6DWJ6_IDR_308_353",1
"Q6E0U4_IDR_18_351",1
"Q6ECI4_IDR_85_180",1
"Q6EIG7_IDR_1_50",1
"Q6EKJ0_IDR_188_320",1
"Q6EMB2_IDR_404_457",0.508471286627151
"Q6EMB2_IDR_532_660",0.491528713372849
"Q8TDW5_IDR_125_387",1
"Q8TE49_IDR_446_889",0.48812527152567
"Q8TE54_IDR_531_564",1
"Q8TE56_IDR_183_227",1
"Q8TE57_IDR_208_287",1
"Q8TE58_IDR_143_211",1
"Q8TE60_IDR_207_290",1
"Q8TE67_IDR_152_236",0.504011357439673
"Q8TE67_IDR_400_450",0.495988642560327
"Q8TE68_IDR_159_253",0.324392914530775
"Q8TE68_IDR_431_478",0.333350778501434
"Q8TE68_IDR_536_633",0.342256306967792
"Q8TE73_IDR_1059_1096",0.504863268157977
"Q8TE73_IDR_896_930",0.495136731842023
"Q8TE76_IDR_405_450",0.496292655398886
"Q8TE76_IDR_457_793",0.503707344601114
"Q8TE77_IDR_470_659",0.503397553489125
"Q8TE77_IDR_52_91",0.496602446510876
"Q8TE82_IDR_1_76",0.495902599891974
"Q8TE82_IDR_229_265",0.504097400108026
"Q8TE85_IDR_77_219",0.355706299631392
"Q8TEH3_IDR_411_970",1
"Q8TEJ3_IDR_122_191",0.246450317014852
"Q8TEJ3_IDR_1_45",0.262858712236481
"Q8TEJ3_IDR_320_461",0.251635062667093
"Q8TEJ3_IDR_528_821",0.239055908081574
"Q8TEK3_IDR_329_1537",1
"Q8TEL6_IDR_1_33",0.489920993029077
"Q8TEL6_IDR_343_373",0.510079006970923
"Q8TEM1_IDR_1835_1887",1
"Q8TEP8_IDR_1_41",0.334501375295438
"Q8TEP8_IDR_2070_2125",0.315609888052866
"Q8TEP8_IDR_43_1211",0.349888736651696
"Q8TEQ0_IDR_184_389",0.233433830803647
"Q8TEQ0_IDR_407_511",0.263094378145632
"Q8TEQ0_IDR_617_649",0.25471331701772
"Q8TEQ0_IDR_777_813",0.248758474033
"Q8TEQ6_IDR_1306_1349",0.335559645483495
"Q8TEQ6_IDR_1390_1427",0.325698526651615
"Q8TEQ6_IDR_822_881",0.33874182786489
"Q8TER5_IDR_191_521",0.309374314869011
"Q8TEW8_IDR_593_1205",0.327547858770657
"Q8TEX9_IDR_627_658",1
"Q8TEY5_IDR_1_135",0.339794870799092
"Q8TEY5_IDR_145_183",0.336583208820324
"Q8TEY5_IDR_314_395",0.323621920380584
"Q8TEY7_IDR_129_183",0.514846931895837
"Q8TEY7_IDR_293_473",0.485153068104163
"Q8TF01_IDR_1_33",0.531494145375666
"Q8TF01_IDR_47_805",0.468505854624334
"Q8TF08_IDR_1_32",1
"Q8TF05_IDR_324_613",1
"Q8TF17_IDR_384_440",0.508838244308422
"Q8TF17_IDR_9_39",0.491161755691578
"Q8TF20_IDR_1_66",1
"Q8TF21_IDR_1_42",0.51154568650539
"Q8TF21_IDR_271_823",0.48845431349461
"Q8TF30_IDR_472_705",0.509501832320954
"Q8TF30_IDR_755_809",0.490498167679046
"Q8TF32_IDR_90_153",1
"Q8TF39_IDR_1_45",0.509804963944463
"Q8TF68_IDR_1_260",0.518226243702449
"Q8TF68_IDR_455_543",0.481773756297551
"Q8TF71_IDR_1_61",0.489591602975959
"Q8TF71_IDR_476_515",0.51040839702404
"Q8TF72_IDR_112_1665",0.500193526614331
"Q8TF72_IDR_1688_1777",0.499806473385669
"Q8TF74_IDR_1_440",1
"Q8TF76_IDR_1_456",1
"Q8WTP8_IDR_1_105",0.498275497105188
"Q8WTP8_IDR_283_325",0.501724502894812
"Q8WTP9_IDR_1_111",1
"Q8WTQ4_IDR_1_34",0.509416762293277
"Q8WTQ4_IDR_41_165",0.490583237706723
"Q8WTR4_IDR_559_605",1
"Q8WTR7_IDR_51_208",1
"Q8WTT0_IDR_1_52",1
"Q8WTT2_IDR_1_199",0.486482600571213
"Q8WTT2_IDR_435_472",0.513517399428787
"Q8WTU0_IDR_80_139",1
"Q8WTV0_IDR_465_508",1
"Q8WTV1_IDR_88_239",1
"Q8WTW3_IDR_918_980",1
"Q8WTX9_IDR_1_37",0.498480120236585
"Q8WTX9_IDR_285_450",0.501519879763415
"Q8WU08_IDR_320_361",0.501654488450611
"Q8WU08_IDR_364_396",0.498345511549389
"Q8WU17_IDR_592_664",1
"Q8WU20_IDR_108_469",0.490828424592668
"Q8WU20_IDR_478_508",0.509171575407332
"Q8WU39_IDR_1_31",1
"Q8WU58_IDR_1_562",1
"Q8WU68_IDR_188_220",1
"Q8WU79_IDR_122_429",1
"Q8WU90_IDR_1_81",0.32826677321037
"Q8WU90_IDR_265_295",0.341981345617555
"Q8WU90_IDR_297_396",0.329751881172074
"Q8WUA2_IDR_326_492",1
"Q8WUA4_IDR_25_308",0.301762397451243
"Q8WUA4_IDR_765_797",0.349029850673652
"Q8WUA4_IDR_877_911",0.349207751875104
"Q8WUP2_IDR_18_178",1
"Q8WUQ7_IDR_1_190",0.309757827111651
"Q8WUQ7_IDR_471_556",0.332466685612698
"Q8WUQ7_IDR_589_624",0.357775487275652
"Q8WUR7_IDR_1_49",1
"Q8WUT4_IDR_344_543",1
"Q8WUU4_IDR_1_475",1
"Q8WUU5_IDR_36_129",1
"Q8WUU8_IDR_196_229",1
"Q8WUX1_IDR_1_50",1
"Q8WUX9_IDR_390_453",1
"Q8WUY3_IDR_2383_2542",0.202368847165315
"Q8WUY3_IDR_2558_2632",0.198122189538508
"Q8WUY3_IDR_2640_2874",0.187129179618402
"Q8WUY3_IDR_358_936",0.206599133543843
"Q8WUY3_IDR_938_2344",0.205780650133932
"Q8WUY9_IDR_109_147",1
"Q8WUZ0_IDR_55_217",1
"Q8WV15_IDR_1_45",0.533620296584208
"Q8WV15_IDR_263_306",0.466379703415792
"Q8WVB6_IDR_321_356",0.244193298336254
"Q8WVB6_IDR_859_921",0.254440847527985
"Q8WVC0_IDR_1_352",0.482588562920707
"Q8WVC0_IDR_523_666",0.517411437079293
"Q8WVD3_IDR_104_153",1
"Q8WVD5_IDR_119_150",1
"Q8WVE6_IDR_283_324",1
"Q8WVF2_IDR_21_112",1
"Q8WVF5_IDR_1_31",1
"Q8WVH0_IDR_1_158",1
"Q8WVI7_IDR_44_109",1
"Q8WVJ9_IDR_1_65",1
"Q8WVK2_IDR_1_104",1
