"","GO0045892_negative_regulation_of_transcription._DNA_templated"
"Q8N9Z0_IDR_77_172",1
"Q8N9Z2_IDR_1_54",0.530135475089509
"Q8N9Z2_IDR_87_176",0.469864524910492
"Q8N9Z9_IDR_260_388",0.542351010612275
"Q8N9Z9_IDR_26_129",0.457648989387725
"Q8NA03_IDR_1_111",0.198724289722927
"Q8NA03_IDR_132_261",0.223532933034831
"Q8NA03_IDR_329_384",0.192829813454908
"Q8NA03_IDR_418_521",0.187198882098521
"Q8NA03_IDR_548_581",0.197714081688813
"Q8NA19_IDR_1_43",0.39763495207201
"Q8NA19_IDR_366_514",0.60236504792799
"Q8NA29_IDR_1_38",1
"Q8NA31_IDR_377_409",0.484936669263706
"Q8NA31_IDR_421_673",0.515063330736294
"Q8NA42_IDR_60_143",1
"Q8NA47_IDR_1_31",0.331079343857791
"Q8NA47_IDR_262_296",0.336786688101193
"Q8NA47_IDR_531_563",0.332133968041016
"Q8NAM6_IDR_128_308",0.511200862951185
"Q8NAM6_IDR_1_38",0.488799137048815
"Q8NAN2_IDR_288_334",0.453621778866474
"Q8NAN2_IDR_96_200",0.546378221133526
"Q8NAP3_IDR_123_165",0.335976923058265
"Q8NAP3_IDR_176_459",0.335268658692359
"Q8NAP3_IDR_522_970",0.328754418249376
"Q8NAP8_IDR_125_370",0.558042752226265
"Q8NAP8_IDR_402_495",0.441957247773734
"Q8NAT1_IDR_1_55",1
"Q8NAT2_IDR_204_277",0.321006418210301
"Q8NAT2_IDR_693_915",0.380481194061231
"Q8NAT2_IDR_95_126",0.298512387728469
"Q8NAU1_IDR_177_212",1
"Q8NAV1_IDR_175_312",1
"Q8NAV2_IDR_1_305",0.546061577300946
"Q8NAV2_IDR_308_365",0.453938422699054
"Q8NAX2_IDR_115_232",0.247450266483047
"Q8NAX2_IDR_1_54",0.240786795242313
"Q8NAX2_IDR_308_349",0.263177369614841
"Q8NBF1_IDR_1_190",0.583991714049867
"Q8NBF1_IDR_298_513",0.416008285950133
"Q8NBF6_IDR_239_378",0.505472517398276
"Q8NBF6_IDR_587_648",0.494527482601724
"Q8NBI3_IDR_1_273",1
"Q8NBI5_IDR_214_268",1
"Q8NBI6_IDR_46_95",1
"Q8NBJ4_IDR_133_401",1
"Q8NBJ5_IDR_584_622",1
"Q8NBJ9_IDR_385_424",1
"Q8NBK3_IDR_1_87",1
"Q8NBM4_IDR_219_302",1
"Q8NBN3_IDR_474_555",1
"Q8NBP0_IDR_1_108",1
"Q8NBP5_IDR_1_54",0.500320417545307
"Q8NBP5_IDR_222_265",0.499679582454693
"Q8NBP7_IDR_1_61",1
"Q8NBR0_IDR_134_306",0.474422270216268
"Q8NBR0_IDR_363_393",0.525577729783732
"Q8NC60_IDR_18_66",0.537142273418259
"Q8NC60_IDR_82_123",0.462857726581741
"Q8NC67_IDR_464_525",1
"Q8NC74_IDR_105_664",0.498492684564006
"Q8NC74_IDR_1_103",0.501507315435994
"Q8NC96_IDR_167_251",1
"Q8NCA5_IDR_305_503",1
"Q8NCA9_IDR_1_197",0.48670940796331
"Q8NCA9_IDR_258_323",0.51329059203669
"Q8NCB2_IDR_327_501",1
"Q8NCC5_IDR_237_277",1
"Q8NCD3_IDR_162_403",0.328345369339569
"Q8NCD3_IDR_448_748",0.327748064965419
"Q8NCD3_IDR_73_146",0.343906565695012
"Q8NCE0_IDR_131_279",1
"Q8NCE2_IDR_432_551",1
"Q8NCF5_IDR_1_45",0.493023842149077
"Q8NCF5_IDR_55_247",0.506976157850923
"Q8NCG5_IDR_1_39",1
"Q8NCG7_IDR_545_585",1
"Q8NCV1_IDR_1_112",1
"Q8NCW5_IDR_1_54",1
"Q8NCW6_IDR_31_97",1
"Q8NCX0_IDR_1023_1101",0.502310357630042
"Q8NCX0_IDR_1_101",0.497689642369958
"Q8NCY6_IDR_82_345",1
"Q8ND04_IDR_1_39",0.352049252321656
"Q8ND04_IDR_656_739",0.275886816221967
"Q8ND04_IDR_99_132",0.372063931456378
"Q8ND07_IDR_1_39",0.495576743766192
"Q8ND07_IDR_459_497",0.504423256233808
"Q8ND23_IDR_861_1372",1
"Q8ND24_IDR_1_236",0.348251767533033
"Q8ND24_IDR_425_551",0.33780652838222
"Q8ND24_IDR_610_653",0.313941704084747
"Q8ND25_IDR_1_137",1
"Q8ND30_IDR_142_499",0.336126708904239
"Q8ND30_IDR_1_49",0.328335545424186
"Q8ND30_IDR_842_876",0.335537745671575
"Q8ND56_IDR_81_463",1
"Q8NDG6_IDR_17_121",1
"Q8NDH6_IDR_262_452",1
"Q8NDI1_IDR_1201_1231",0.336416169051134
"Q8NDI1_IDR_174_542",0.307172960519267
"Q8NDI1_IDR_544_1075",0.356410870429599
"Q8NDL9_IDR_343_417",0.477538846037252
"Q8NDL9_IDR_600_886",0.522461153962748
"Q8NDM7_IDR_749_785",0.485347419340965
"Q8NDM7_IDR_930_986",0.514652580659035
"Q8NDP4_IDR_63_149",1
"Q8NDQ6_IDR_60_186",1
"Q8NDT2_IDR_1_134",0.342067286140342
"Q8NDT2_IDR_223_306",0.338327744849458
"Q8NDT2_IDR_554_709",0.3196049690102
"Q8NDV7_IDR_1_1702",1
"Q8NDW4_IDR_61_353",1
"Q8NDX1_IDR_1004_1056",0.461057394491972
"Q8NDX1_IDR_1_583",0.538942605508028
"Q8NDX2_IDR_1_64",0.499879761719823
"Q8NDX2_IDR_510_589",0.500120238280177
"Q8NE63_IDR_350_616",1
"Q8NE71_IDR_1_299",1
"Q8NE79_IDR_269_360",1
"Q8NE86_IDR_1_51",1
"Q8NEA5_IDR_182_215",0.487874484568405
"Q8NEA5_IDR_28_83",0.512125515431594
"Q8NEA6_IDR_1_340",0.569864562658005
"Q8NEA6_IDR_446_666",0.430135437341995
"Q8NEA9_IDR_1_89",1
"Q8NEB7_IDR_124_278",0.505797115823946
"Q8NEB7_IDR_1_35",0.494202884176054
"Q8NEB9_IDR_412_470",1
"Q8NEC5_IDR_1_418",1
"Q8NEC7_IDR_193_244",1
"Q8NEE8_IDR_544_873",1
"Q8NEF3_IDR_241_303",1
"Q8NEF9_IDR_129_419",1
"Q8NEG0_IDR_189_241",1
"Q8NEG2_IDR_106_295",0.479168541809887
"Q8NEG2_IDR_27_72",0.520831458190113
"Q8NEN9_IDR_1107_1154",0.32319585584404
"Q8NEN9_IDR_454_677",0.334840857870062
"Q8NEN9_IDR_886_998",0.341963286285898
"Q8NEP3_IDR_1_85",0.507149322629197
"Q8NEP3_IDR_303_725",0.492850677370803
"Q8NEP4_IDR_1_510",1
"Q8NEP9_IDR_15_141",1
"Q8NEQ5_IDR_1_105",1
"Q8NEQ6_IDR_95_146",1
"Q8NER1_IDR_1_107",0.501291226389206
"Q8NER1_IDR_762_839",0.498708773610794
"Q8NES3_IDR_1_105",1
"Q8NET4_IDR_1_1180",0.486845768142856
"Q8NET4_IDR_1313_1351",0.513154231857144
"Q8NET5_IDR_191_264",1
"Q8NET6_IDR_1_63",1
"Q8NET8_IDR_1_116",0.508318808780355
"Q8NET8_IDR_750_790",0.491681191219645
"Q8NEU8_IDR_388_436",1
"Q8NEV1_IDR_332_391",1
"Q8NEZ4_IDR_4117_4189",0.10258191574746
"Q8NEZ4_IDR_4251_4345",0.117905189213375
"Q8NF37_IDR_1_36",0.348706363191751
"Q8NF37_IDR_38_73",0.309977637006255
"Q8NF37_IDR_496_534",0.341315999801994
"Q8NF50_IDR_1234_1287",0.33552668472248
"Q8NF50_IDR_1347_1418",0.347350005839395
"Q8NF50_IDR_420_456",0.317123309438125
"Q8NF64_IDR_1_416",0.547423235388437
"Q8NF64_IDR_685_883",0.452576764611563
"Q8NF86_IDR_1_33",1
"Q8NF91_IDR_147_178",0.164967014086139
"Q8NF91_IDR_5763_6086",0.156505965301107
"Q8NFG4_IDR_278_337",0.489483018118754
"Q8NFG4_IDR_30_87",0.510516981881246
"Q8NFH5_IDR_1_171",0.472598387282873
"Q8NFH5_IDR_250_308",0.527401612717127
"Q8NFH8_IDR_142_272",0.464066619800955
"Q8NFH8_IDR_362_617",0.535933380199045
"Q8NFI3_IDR_1_57",1
"Q8NFJ5_IDR_273_312",1
"Q8NFJ8_IDR_1_252",0.516295869490257
"Q8NFJ8_IDR_312_381",0.483704130509743
"Q8NFK1_IDR_225_279",1
"Q8NFL0_IDR_1_92",1
"Q8NFM4_IDR_452_484",0.51637165499902
"Q8NFM4_IDR_487_536",0.48362834500098
"Q8NFM7_IDR_2_34",0.331059390876089
"Q8NFM7_IDR_515_548",0.322736231359271
"Q8NFM7_IDR_561_739",0.34620437776464
"Q8NFN8_IDR_319_788",1
"Q8NFP9_IDR_1490_1570",0.23164983577317
"Q8NFP9_IDR_1_55",0.250785850270878
"Q8NFP9_IDR_1581_1881",0.280604506533429
"Q8NFP9_IDR_951_1328",0.236959807422523
"Q8NFQ8_IDR_1_247",1
"Q8NFT6_IDR_1_44",0.242806490435332
"Q8NFW8_IDR_1_40",1
"Q8NFW9_IDR_130_859",0.503199880009223
"Q8NFW9_IDR_25_73",0.496800119990777
"Q8NFY4_IDR_545_662",0.338998819297165
"Q8NFY4_IDR_691_829",0.326432441671015
"Q8NFY4_IDR_832_1070",0.33456873903182
"Q8NFZ0_IDR_1_190",1
"Q8NFZ3_IDR_1_39",0.317076449609161
"Q8NFZ3_IDR_605_668",0.351345676295578
"Q8NFZ3_IDR_701_816",0.33157787409526
"Q8NFZ4_IDR_613_679",0.505479613626715
"Q8NFZ4_IDR_701_835",0.494520386373285
"Q8NFZ5_IDR_157_207",0.46977970934277
"Q8NFZ5_IDR_330_400",0.53022029065723
"Q8NFZ8_IDR_342_388",1
"Q8NG08_IDR_395_425",0.329137207184458
"Q8NG08_IDR_795_825",0.34096115950697
"Q8NG08_IDR_957_1062",0.329901633308573
"Q8NG27_IDR_122_481",0.486650044469292
"Q8NG27_IDR_37_112",0.513349955530708
"Q8NG31_IDR_1_1876",1
"Q8NG48_IDR_549_700",1
"Q8NG66_IDR_299_523",1
"Q8NGU9_IDR_377_434",1
"Q8NHG7_IDR_1_71",1
"Q8NHS0_IDR_116_186",1
"Q8NHS3_IDR_1_32",0.529976055243575
"Q8NHS3_IDR_245_290",0.470023944756425
"Q8NHS9_IDR_1_237",1
"Q8NHU0_IDR_1_118",1
"Q8NHU2_IDR_277_347",1
"Q8NHU3_IDR_1_55",1
"Q8NHU6_IDR_412_447",0.334594323559929
"Q8NHU6_IDR_850_899",0.331768958156784
"Q8NHU6_IDR_89_231",0.333636718283287
"Q8NHV4_IDR_309_350",0.487629428085302
"Q8NHV4_IDR_354_626",0.512370571914698
"Q8NHV9_IDR_21_106",1
"Q8NHW3_IDR_1_226",0.511369508472021
"Q8NHW3_IDR_319_353",0.488630491527979
"Q8NHW6_IDR_1_33",1
"Q8NHX4_IDR_1_110",0.532229699999269
"Q8NHX4_IDR_161_192",0.467770300000731
"Q8NHX9_IDR_1_37",1
"Q8NHY2_IDR_1_131",0.580128612700938
"Q8NI35_IDR_1328_1418",0.10621966569711
"Q8NI35_IDR_1622_1670",0.110928727029923
"Q8NI35_IDR_1765_1801",0.108006103479489
"Q8NI37_IDR_1_31",1
"Q8NI51_IDR_123_371",0.267105909024091
"Q8NI51_IDR_1_84",0.251084827163662
"Q8NI51_IDR_439_513",0.249700681154711
"Q8NI51_IDR_550_627",0.232108582657536
"Q8NI60_IDR_1_251",1
"Q8NI77_IDR_617_898",1
"Q8NI99_IDR_186_252",1
"Q8TA86_IDR_147_221",0.509190965441001
"Q8TA86_IDR_1_81",0.490809034559
"Q8TA94_IDR_48_139",1
"Q8TAA5_IDR_1_55",1
"Q8TAA9_IDR_1_90",1
"Q8TAB3_IDR_744_787",0.343318236656129
"Q8TAB3_IDR_805_992",0.319385884243778
"Q8TAB3_IDR_994_1117",0.337295879100093
"Q8TAB5_IDR_1_151",1
"Q8TAM1_IDR_435_547",1
"Q8TAM6_IDR_1_284",1
"Q8TAP8_IDR_1_204",1
"Q8TAP9_IDR_1_135",1
"Q8TAQ2_IDR_259_417",0.295748768690236
"Q8TAQ2_IDR_545_609",0.294454062373496
"Q8TAQ2_IDR_720_1214",0.409797168936268
"Q8TAQ5_IDR_15_131",1
"Q8TAQ9_IDR_1_41",1
"Q8TAT2_IDR_1_47",0.473145197677326
"Q8TAT2_IDR_149_233",0.526854802322674
"Q8TAT5_IDR_400_501",1
"Q8TAU0_IDR_1_155",0.491746013851151
"Q8TAU0_IDR_235_352",0.508253986148849
"Q8TAU3_IDR_59_162",1
"Q8TAV0_IDR_134_221",0.502741996462223
"Q8TAV0_IDR_231_307",0.497258003537777
"Q8TAW3_IDR_1_44",0.468730457739853
"Q8TBA6_IDR_566_665",0.239085307693069
"Q8TBB0_IDR_94_147",1
"Q8TBB1_IDR_130_258",1
"Q8TBB5_IDR_351_426",0.484567644859801
"Q8TBB5_IDR_489_520",0.515432355140199
"Q8TBB6_IDR_436_501",0.485182825143793
"Q8TBB6_IDR_680_771",0.514817174856207
"Q8TBC3_IDR_135_191",0.477388057466587
"Q8TBC3_IDR_606_707",0.522611942533413
"Q8TBC4_IDR_1_32",1
"Q8TBC5_IDR_135_408",0.331937048937126
"Q8TBC5_IDR_1_41",0.339966737887886
"Q8TBC5_IDR_473_510",0.328096213174988
"Q8TBE0_IDR_1_73",0.299057224848604
"Q8TBE0_IDR_461_587",0.344518846992028
"Q8TBE0_IDR_76_348",0.356423928159368
"Q8TBE3_IDR_144_224",1
"Q8TBE7_IDR_30_96",1
"Q8TBF4_IDR_90_217",1
"Q8TBF8_IDR_1_33",1
"Q8TBY8_IDR_935_990",0.349795824874299
"Q8TBY9_IDR_1_245",1
"Q8TBZ0_IDR_1_428",0.504592199095415
"Q8TBZ0_IDR_752_833",0.495407800904585
"Q8TBZ3_IDR_322_360",0.479399705540232
"Q8TBZ3_IDR_392_507",0.520600294459768
"Q8TBZ5_IDR_1_212",1
"Q8TBZ6_IDR_1_97",0.481970249524643
"Q8TBZ6_IDR_277_339",0.518029750475357
"Q8TC05_IDR_1_714",1
"Q8TC07_IDR_631_691",1
"Q8TC20_IDR_1_126",0.255527143527367
"Q8TC20_IDR_132_309",0.23777023800308
"Q8TC20_IDR_550_634",0.262976945554
"Q8TC20_IDR_721_777",0.243725672915553
"Q8TC21_IDR_49_138",1
"Q8TC26_IDR_1_75",1
"Q8TC27_IDR_712_787",1
"Q8TC29_IDR_1_142",1
"Q8TC76_IDR_1_265",0.5209261353649
"Q8TC76_IDR_291_339",0.4790738646351
"Q8TC90_IDR_131_196",0.316003239249678
"Q8TC90_IDR_1_72",0.317400372548481
"Q8TC90_IDR_200_364",0.366596388201842
"Q8TC92_IDR_2_55",0.32936077118861
"Q8TC92_IDR_383_436",0.318279757256683
"Q8TC92_IDR_493_561",0.352359471554706
"Q8TC99_IDR_64_171",1
"Q8TCC7_IDR_511_542",1
"Q8TCD1_IDR_1_76",1
"Q8TCF1_IDR_118_155",1
"Q8TCG1_IDR_539_597",1
"Q8TCG2_IDR_1_97",1
"Q8TCG5_IDR_769_803",1
"Q8TCJ2_IDR_1_67",0.390526968508895
"Q8TCJ2_IDR_489_548",0.296145027711177
"Q8TCJ2_IDR_776_826",0.313328003779928
"Q8TCN5_IDR_128_630",0.228620702078557
"Q8TCN5_IDR_13_47",0.289596861071093
"Q8TCN5_IDR_49_124",0.248811358671083
"Q8TCN5_IDR_826_881",0.232971078179267
"Q8TCQ1_IDR_1_75",0.489848684438323
"Q8TCQ1_IDR_244_289",0.510151315561677
"Q8TCT6_IDR_35_67",1
"Q8TCT7_IDR_201_233",0.493001912413347
"Q8TCT7_IDR_506_592",0.506998087586653
"Q8TCT9_IDR_347_377",1
"Q8TD10_IDR_1_117",0.499897539887197
"Q8TD10_IDR_331_391",0.500102460112803
"Q8TD16_IDR_141_666",0.497385271099986
"Q8TD16_IDR_777_824",0.502614728900014
"Q8TD17_IDR_1_40",0.467822032699686
"Q8TD17_IDR_190_344",0.532177967300314
"Q8TD19_IDR_1_48",0.302889245539998
"Q8TD19_IDR_731_807",0.302669959092889
"Q8TD19_IDR_825_961",0.394440795367113
"Q8TD20_IDR_1_34",0.495010675299195
"Q8TD20_IDR_568_617",0.504989324700805
"Q8TD26_IDR_1_310",0.171074540500365
"Q8TD26_IDR_1316_1385",0.187413862709239
"Q8TD26_IDR_1410_1447",0.176036700609376
"Q8TD26_IDR_1619_2108",0.26810027953004
"Q8TD26_IDR_2110_2715",0.19737461665098
"Q8TD30_IDR_1_44",1
"Q8TD31_IDR_1_154",0.513863545109792
"Q8TD31_IDR_675_782",0.486136454890208
"Q8TD35_IDR_1_103",1
"Q8TD43_IDR_519_553",0.493623774652107
"Q8TD43_IDR_713_764",0.506376225347893
"Q8TD55_IDR_121_410",1
"Q8TD57_IDR_1_224",1
"Q8TD84_IDR_1616_2047",1
"Q8TD90_IDR_1_83",1
"Q8TDC3_IDR_716_778",0.498312843535707
"Q8TDD1_IDR_1_96",0.32071123435304
"Q8TDD1_IDR_578_739",0.34622735636859
"Q8TDD1_IDR_774_881",0.33306140927837
"Q8TDD2_IDR_1_129",0.311041848860136
"Q8TDD2_IDR_173_289",0.389431734346573
"Q8TDD2_IDR_361_431",0.29952641679329
"Q8TDF5_IDR_417_471",0.473199188859813
"Q8TDF5_IDR_481_516",0.526800811140187
"Q8TDF6_IDR_1_35",0.461770710523438
"Q8TDF6_IDR_593_673",0.538229289476562
"Q8TDG4_IDR_1_313",1
"Q8TDI0_IDR_1_131",0.175905244674375
"Q8TDI0_IDR_1203_1252",0.15627279027559
"Q8TDI0_IDR_1328_1405",0.158374891416105
"Q8TDI0_IDR_1532_1699",0.201335361997257
"Q8TDI0_IDR_200_341",0.15116880906464
"Q8TDI0_IDR_651_681",0.156942902572034
"Q8TDI7_IDR_1_157",0.454536284011614
"Q8TDI7_IDR_800_906",0.545463715988386
"Q8TDN2_IDR_56_92",0.531318074959099
"Q8TDN4_IDR_1_317",0.599182424704698
"Q8TDN4_IDR_410_443",0.400817575295302
"Q8TDN6_IDR_1_53",0.331490480093636
"Q8TDN6_IDR_271_306",0.327240207457748
"Q8TDN6_IDR_309_353",0.341269312448615
"Q8TDQ0_IDR_136_201",1
"Q8TDQ1_IDR_130_290",1
"Q8TDR0_IDR_119_508",1
"Q8TDR2_IDR_1_197",1
"Q8TDR4_IDR_1_215",1
"Q8TDS4_IDR_314_363",1
"Q8TDS5_IDR_1_88",0.513038635072251
"Q8TDS5_IDR_374_423",0.486961364927749
"Q8TDT2_IDR_319_470",1
"Q8TDU9_IDR_333_374",1
"Q8TDV0_IDR_328_381",1
"Q8TDW4_IDR_124_154",1
"Q684P5_IDR_678_717",0.323341856557582
"Q68BL7_IDR_155_395",1
"Q68BL8_IDR_1_73",0.517975235269874
"Q68BL8_IDR_183_486",0.482024764730126
"Q68CJ6_IDR_1_41",1
"Q68CJ9_IDR_1_461",1
"Q68CL5_IDR_253_300",1
"Q68CP9_IDR_1693_1743",0.245972885916912
"Q68CP9_IDR_473_531",0.234195555612715
"Q68CP9_IDR_535_569",0.228272431136395
"Q68CP9_IDR_603_1629",0.291559127333978
"Q68CQ1_IDR_1_193",0.501651252450701
"Q68CQ1_IDR_195_239",0.498348747549299
"Q68CQ4_IDR_1_75",0.447851237813982
"Q68CQ4_IDR_78_186",0.552148762186018
"Q68CQ7_IDR_1_48",1
"Q68CR1_IDR_1086_1132",0.501828334746245
"Q68CR1_IDR_1_33",0.498171665253755
"Q68DE3_IDR_2199_2245",0.247414706213137
"Q68DH5_IDR_1_94",0.509426806042937
"Q68DH5_IDR_582_695",0.490573193957063
"Q68DK7_IDR_1_469",1
"Q68DL7_IDR_311_685",1
"Q68DQ2_IDR_1_1477",0.365598027820071
"Q68DQ2_IDR_1480_1759",0.300180846740593
"Q68DQ2_IDR_1768_2281",0.334221125439336
"Q68DU8_IDR_284_387",1
"Q68DV7_IDR_319_676",1
"Q68DX3_IDR_1173_1309",0.234358343604891
"Q68DX3_IDR_190_305",0.257776905850747
"Q68DX3_IDR_679_768",0.24796398631771
"Q68DX3_IDR_864_939",0.259900764226653
"Q68DY9_IDR_68_145",1
"Q68EA5_IDR_42_167",1
"Q68EM7_IDR_453_881",1
"Q6A162_IDR_1_49",0.500236196043668
"Q6A163_IDR_1_31",0.498130669174813
"Q6AHZ1_IDR_1155_1222",0.23616240357928
"Q6AHZ1_IDR_350_443",0.259153061024518
"Q6AI08_IDR_293_411",1
"Q6AI14_IDR_1_53",0.486685625693058
"Q6AI14_IDR_602_798",0.513314374306942
"Q6AI39_IDR_25_722",0.273877327071462
"Q6AI39_IDR_800_1002",0.25388120087894
"Q6A162_IDR_398_429",0.499763803956332
"Q6A163_IDR_411_455",0.501869330825187
"Q6AHZ1_IDR_1236_1310",0.253031137934178
"Q6AHZ1_IDR_464_881",0.251653397462024
"Q6AI12_IDR_136_242",1
"Q6AI39_IDR_1020_1053",0.247496979088254
"Q6AI39_IDR_741_796",0.224744492961343
"Q6AW86_IDR_55_230",1
"Q6AWC2_IDR_391_422",0.20899741782836
"Q6AWC2_IDR_425_488",0.189622339227004
"Q6AWC2_IDR_493_686",0.200024642397543
"Q6DN90_IDR_1_520",0.420504601595901
"Q6DN90_IDR_875_963",0.579495398404099
"Q6DT37_IDR_1455_1551",0.197524493884173
"Q6DT37_IDR_403_446",0.195954085796748
"Q6DT37_IDR_455_495",0.205974102430443
"Q6DT37_IDR_563_631",0.204809971416125
"Q6DT37_IDR_786_903",0.195737346472512
"Q6DWJ6_IDR_308_353",1
"Q6E0U4_IDR_18_351",1
"Q6ECI4_IDR_85_180",1
"Q6EIG7_IDR_1_50",1
"Q6EKJ0_IDR_188_320",1
"Q6EMB2_IDR_404_457",0.469799603899014
"Q6EMB2_IDR_532_660",0.530200396100986
"Q8TDW5_IDR_125_387",1
"Q8TE49_IDR_446_889",0.465400268758445
"Q8TE54_IDR_531_564",1
"Q8TE56_IDR_183_227",1
"Q8TE57_IDR_208_287",1
"Q8TE58_IDR_143_211",1
"Q8TE60_IDR_207_290",1
"Q8TE67_IDR_152_236",0.490449265909188
"Q8TE67_IDR_400_450",0.509550734090812
"Q8TE68_IDR_159_253",0.343486478168641
"Q8TE68_IDR_431_478",0.33656771921594
"Q8TE68_IDR_536_633",0.319945802615419
"Q8TE73_IDR_1059_1096",0.485587516373058
"Q8TE73_IDR_896_930",0.514412483626942
"Q8TE76_IDR_405_450",0.50068692380267
"Q8TE76_IDR_457_793",0.49931307619733
"Q8TE77_IDR_470_659",0.489275659434332
"Q8TE77_IDR_52_91",0.510724340565668
"Q8TE82_IDR_1_76",0.503079535939199
"Q8TE82_IDR_229_265",0.496920464060801
"Q8TE85_IDR_77_219",0.345130285980352
"Q8TEH3_IDR_411_970",1
"Q8TEJ3_IDR_122_191",0.256557587238242
"Q8TEJ3_IDR_1_45",0.233491157200186
"Q8TEJ3_IDR_320_461",0.240438460533223
"Q8TEJ3_IDR_528_821",0.269512795028349
"Q8TEK3_IDR_329_1537",1
"Q8TEL6_IDR_1_33",0.519154695215444
"Q8TEL6_IDR_343_373",0.480845304784556
"Q8TEM1_IDR_1835_1887",1
"Q8TEP8_IDR_1_41",0.313203161644618
"Q8TEP8_IDR_2070_2125",0.344163457791465
"Q8TEP8_IDR_43_1211",0.342633380563917
"Q8TEQ0_IDR_184_389",0.272210278167334
"Q8TEQ0_IDR_407_511",0.24399621928191
"Q8TEQ0_IDR_617_649",0.241819501661492
"Q8TEQ0_IDR_777_813",0.241974000889264
"Q8TEQ6_IDR_1306_1349",0.334585662164762
"Q8TEQ6_IDR_1390_1427",0.335403975890103
"Q8TEQ6_IDR_822_881",0.330010361945135
"Q8TER5_IDR_191_521",0.334645906974543
"Q8TEW8_IDR_593_1205",0.343568999669351
"Q8TEX9_IDR_627_658",1
"Q8TEY5_IDR_1_135",0.326969924254776
"Q8TEY5_IDR_145_183",0.329199883918922
"Q8TEY5_IDR_314_395",0.343830191826303
"Q8TEY7_IDR_129_183",0.497545607603852
"Q8TEY7_IDR_293_473",0.502454392396148
"Q8TF01_IDR_1_33",0.466031859890022
"Q8TF01_IDR_47_805",0.533968140109978
"Q8TF08_IDR_1_32",1
"Q8TF05_IDR_324_613",1
"Q8TF17_IDR_384_440",0.516163694582934
"Q8TF17_IDR_9_39",0.483836305417066
"Q8TF20_IDR_1_66",1
"Q8TF21_IDR_1_42",0.512830953985711
"Q8TF21_IDR_271_823",0.487169046014289
"Q8TF30_IDR_472_705",0.489519289171384
"Q8TF30_IDR_755_809",0.510480710828616
"Q8TF32_IDR_90_153",1
"Q8TF39_IDR_1_45",0.49016872339021
"Q8TF68_IDR_1_260",0.525480449170032
"Q8TF68_IDR_455_543",0.474519550829968
"Q8TF71_IDR_1_61",0.510733570241959
"Q8TF71_IDR_476_515",0.489266429758041
"Q8TF72_IDR_112_1665",0.504052798070247
"Q8TF72_IDR_1688_1777",0.495947201929753
"Q8TF74_IDR_1_440",1
"Q8TF76_IDR_1_456",1
"Q8WTP8_IDR_1_105",0.495131714538179
"Q8WTP8_IDR_283_325",0.504868285461821
"Q8WTP9_IDR_1_111",1
"Q8WTQ4_IDR_1_34",0.488503090494192
"Q8WTQ4_IDR_41_165",0.511496909505808
"Q8WTR4_IDR_559_605",1
"Q8WTR7_IDR_51_208",1
"Q8WTT0_IDR_1_52",1
"Q8WTT2_IDR_1_199",0.510450964860936
"Q8WTT2_IDR_435_472",0.489549035139064
"Q8WTU0_IDR_80_139",1
"Q8WTV0_IDR_465_508",1
"Q8WTV1_IDR_88_239",1
"Q8WTW3_IDR_918_980",1
"Q8WTX9_IDR_1_37",0.454053891678249
"Q8WTX9_IDR_285_450",0.545946108321751
"Q8WU08_IDR_320_361",0.492253219103911
"Q8WU08_IDR_364_396",0.507746780896089
"Q8WU17_IDR_592_664",1
"Q8WU20_IDR_108_469",0.518940840059568
"Q8WU20_IDR_478_508",0.481059159940432
"Q8WU39_IDR_1_31",1
"Q8WU58_IDR_1_562",1
"Q8WU68_IDR_188_220",1
"Q8WU79_IDR_122_429",1
"Q8WU90_IDR_1_81",0.324896324346847
"Q8WU90_IDR_265_295",0.325887824784808
"Q8WU90_IDR_297_396",0.349215850868345
"Q8WUA2_IDR_326_492",1
"Q8WUA4_IDR_25_308",0.338163478997448
"Q8WUA4_IDR_765_797",0.320219094621936
"Q8WUA4_IDR_877_911",0.341617426380616
"Q8WUP2_IDR_18_178",1
"Q8WUQ7_IDR_1_190",0.316168012311324
"Q8WUQ7_IDR_471_556",0.371303128283274
"Q8WUQ7_IDR_589_624",0.312528859405403
"Q8WUR7_IDR_1_49",1
"Q8WUT4_IDR_344_543",1
"Q8WUU4_IDR_1_475",1
"Q8WUU5_IDR_36_129",1
"Q8WUU8_IDR_196_229",1
"Q8WUX1_IDR_1_50",1
"Q8WUX9_IDR_390_453",1
"Q8WUY3_IDR_2383_2542",0.210070326236184
"Q8WUY3_IDR_2558_2632",0.200854620667287
"Q8WUY3_IDR_2640_2874",0.204016610485971
"Q8WUY3_IDR_358_936",0.175332719059221
"Q8WUY3_IDR_938_2344",0.209725723551337
"Q8WUY9_IDR_109_147",1
"Q8WUZ0_IDR_55_217",1
"Q8WV15_IDR_1_45",0.462817725880487
"Q8WV15_IDR_263_306",0.537182274119513
"Q8WVB6_IDR_321_356",0.251140559807763
"Q8WVB6_IDR_859_921",0.241839185604975
"Q8WVC0_IDR_1_352",0.441034047531629
"Q8WVC0_IDR_523_666",0.558965952468371
"Q8WVD3_IDR_104_153",1
"Q8WVD5_IDR_119_150",1
"Q8WVE6_IDR_283_324",1
"Q8WVF2_IDR_21_112",1
"Q8WVF5_IDR_1_31",1
"Q8WVH0_IDR_1_158",1
"Q8WVI7_IDR_44_109",1
"Q8WVJ9_IDR_1_65",1
