"","GO0003729_mRNA_binding"
"Q8N9Z2_IDR_1_54",0.486014244302682
"Q8N9Z2_IDR_87_176",0.513985755697318
"Q8N9Z9_IDR_260_388",0.510402296784159
"Q8N9Z9_IDR_26_129",0.489597703215841
"Q8NA03_IDR_1_111",0.205559880720562
"Q8NA03_IDR_132_261",0.200398073499102
"Q8NA03_IDR_329_384",0.196564144403943
"Q8NA03_IDR_418_521",0.194417150077428
"Q8NA03_IDR_548_581",0.203060751298965
"Q8NA19_IDR_1_43",0.485079254238002
"Q8NA19_IDR_366_514",0.514920745761998
"Q8NA29_IDR_1_38",1
"Q8NA31_IDR_377_409",0.49655949054093
"Q8NA31_IDR_421_673",0.50344050945907
"Q8NA42_IDR_60_143",1
"Q8NA47_IDR_1_31",0.325749349009316
"Q8NA47_IDR_262_296",0.335260570568639
"Q8NA47_IDR_531_563",0.338990080422045
"Q8NAM6_IDR_128_308",0.507794580040202
"Q8NAM6_IDR_1_38",0.492205419959798
"Q8NAN2_IDR_288_334",0.502344873632158
"Q8NAN2_IDR_96_200",0.497655126367842
"Q8NAP3_IDR_123_165",0.315130915671152
"Q8NAP3_IDR_176_459",0.286076688572706
"Q8NAP3_IDR_522_970",0.398792395756142
"Q8NAP8_IDR_125_370",0.506226451906604
"Q8NAP8_IDR_402_495",0.493773548093396
"Q8NAT1_IDR_1_55",1
"Q8NAT2_IDR_204_277",0.322580461037326
"Q8NAT2_IDR_693_915",0.290560755768874
"Q8NAT2_IDR_95_126",0.3868587831938
"Q8NAU1_IDR_177_212",1
"Q8NAV1_IDR_175_312",1
"Q8NAV2_IDR_1_305",0.467989655427318
"Q8NAV2_IDR_308_365",0.532010344572682
"Q8NAX2_IDR_115_232",0.24921116759546
"Q8NAX2_IDR_1_54",0.263894790843493
"Q8NAX2_IDR_308_349",0.251685195603609
"Q8NBF1_IDR_1_190",0.498541900660447
"Q8NBF1_IDR_298_513",0.501458099339553
"Q8NBF6_IDR_239_378",0.483514706067187
"Q8NBF6_IDR_587_648",0.516485293932813
"Q8NBI3_IDR_1_273",1
"Q8NBI5_IDR_214_268",1
"Q8NBI6_IDR_46_95",1
"Q8NBJ4_IDR_133_401",1
"Q8NBJ5_IDR_584_622",1
"Q8NBJ9_IDR_385_424",1
"Q8NBK3_IDR_1_87",1
"Q8NBM4_IDR_219_302",1
"Q8NBN3_IDR_474_555",1
"Q8NBP0_IDR_1_108",1
"Q8NBP5_IDR_1_54",0.500107830107228
"Q8NBP5_IDR_222_265",0.499892169892771
"Q8NBP7_IDR_1_61",1
"Q8NBR0_IDR_134_306",0.533025766752242
"Q8NBR0_IDR_363_393",0.466974233247758
"Q8NC60_IDR_18_66",0.518626763925619
"Q8NC60_IDR_82_123",0.481373236074381
"Q8NC67_IDR_464_525",1
"Q8NC74_IDR_105_664",0.500054729063392
"Q8NC74_IDR_1_103",0.499945270936608
"Q8NC96_IDR_167_251",1
"Q8NCA5_IDR_305_503",1
"Q8NCA9_IDR_1_197",0.484516438872629
"Q8NCA9_IDR_258_323",0.515483561127371
"Q8NCB2_IDR_327_501",1
"Q8NCC5_IDR_237_277",1
"Q8NCD3_IDR_162_403",0.321598241881427
"Q8NCD3_IDR_448_748",0.356642865378896
"Q8NCD3_IDR_73_146",0.321758892739677
"Q8NCE0_IDR_131_279",1
"Q8NCE2_IDR_432_551",1
"Q8NCF5_IDR_1_45",0.62333800995395
"Q8NCF5_IDR_55_247",0.37666199004605
"Q8NCG5_IDR_1_39",1
"Q8NCG7_IDR_545_585",1
"Q8NCV1_IDR_1_112",1
"Q8NCW5_IDR_1_54",1
"Q8NCW6_IDR_31_97",1
"Q8NCX0_IDR_1023_1101",0.499748704013427
"Q8NCX0_IDR_1_101",0.500251295986573
"Q8NCY6_IDR_82_345",1
"Q8ND04_IDR_1_39",0.291548602447052
"Q8ND04_IDR_656_739",0.28728402861891
"Q8ND04_IDR_99_132",0.421167368934039
"Q8ND07_IDR_1_39",0.533359367954407
"Q8ND07_IDR_459_497",0.466640632045593
"Q8ND23_IDR_861_1372",1
"Q8ND24_IDR_1_236",0.323137299855336
"Q8ND24_IDR_425_551",0.328939724338876
"Q8ND24_IDR_610_653",0.347922975805788
"Q8ND25_IDR_1_137",1
"Q8ND30_IDR_142_499",0.311465506961836
"Q8ND30_IDR_1_49",0.342044908671618
"Q8ND30_IDR_842_876",0.346489584366545
"Q8ND56_IDR_81_463",1
"Q8NDG6_IDR_17_121",1
"Q8NDH6_IDR_262_452",1
"Q8NDI1_IDR_1201_1231",0.330812475541522
"Q8NDI1_IDR_174_542",0.314953968470548
"Q8NDI1_IDR_544_1075",0.35423355598793
"Q8NDL9_IDR_343_417",0.423611419709147
"Q8NDL9_IDR_600_886",0.576388580290853
"Q8NDM7_IDR_749_785",0.509251044954915
"Q8NDM7_IDR_930_986",0.490748955045085
"Q8NDP4_IDR_63_149",1
"Q8NDQ6_IDR_60_186",1
"Q8NDT2_IDR_1_134",0.373753463835526
"Q8NDT2_IDR_223_306",0.273994923977651
"Q8NDT2_IDR_554_709",0.352251612186823
"Q8NDV7_IDR_1_1702",1
"Q8NDW4_IDR_61_353",1
"Q8NDX1_IDR_1004_1056",0.515857617252515
"Q8NDX1_IDR_1_583",0.484142382747485
"Q8NDX2_IDR_1_64",0.489873666107836
"Q8NDX2_IDR_510_589",0.510126333892164
"Q8NE63_IDR_350_616",1
"Q8NE71_IDR_1_299",1
"Q8NE79_IDR_269_360",1
"Q8NE86_IDR_1_51",1
"Q8NEA5_IDR_182_215",0.500514799341594
"Q8NEA5_IDR_28_83",0.499485200658406
"Q8NEA6_IDR_1_340",0.496710763096467
"Q8NEA6_IDR_446_666",0.503289236903534
"Q8NEA9_IDR_1_89",1
"Q8NEB7_IDR_124_278",0.506763053823142
"Q8NEB7_IDR_1_35",0.493236946176858
"Q8NEB9_IDR_412_470",1
"Q8NEC5_IDR_1_418",1
"Q8NEC7_IDR_193_244",1
"Q8NEE8_IDR_544_873",1
"Q8NEF3_IDR_241_303",1
"Q8NEF9_IDR_129_419",1
"Q8NEG0_IDR_189_241",1
"Q8NEG2_IDR_106_295",0.523994597065067
"Q8NEG2_IDR_27_72",0.476005402934933
"Q8NEN9_IDR_1107_1154",0.317144451490206
"Q8NEN9_IDR_454_677",0.31768833234092
"Q8NEN9_IDR_886_998",0.365167216168874
"Q8NEP3_IDR_1_85",0.52137285984009
"Q8NEP3_IDR_303_725",0.47862714015991
"Q8NEP4_IDR_1_510",1
"Q8NEP9_IDR_15_141",1
"Q8NEQ5_IDR_1_105",1
"Q8NEQ6_IDR_95_146",1
"Q8NER1_IDR_1_107",0.50723150689014
"Q8NER1_IDR_762_839",0.49276849310986
"Q8NES3_IDR_1_105",1
"Q8NET4_IDR_1_1180",0.490030996145541
"Q8NET4_IDR_1313_1351",0.509969003854459
"Q8NET5_IDR_191_264",1
"Q8NET6_IDR_1_63",1
"Q8NET8_IDR_1_116",0.50322111500856
"Q8NET8_IDR_750_790",0.49677888499144
"Q8NEU8_IDR_388_436",1
"Q8NEV1_IDR_332_391",1
"Q8NEZ4_IDR_4117_4189",0.108377668916167
"Q8NEZ4_IDR_4251_4345",0.101409524640796
"Q8NF37_IDR_1_36",0.387683727059432
"Q8NF37_IDR_38_73",0.302815747025091
"Q8NF37_IDR_496_534",0.309500525915477
"Q8NF50_IDR_1234_1287",0.35354102932084
"Q8NF50_IDR_1347_1418",0.324715632997954
"Q8NF50_IDR_420_456",0.321743337681205
"Q8NF64_IDR_1_416",0.709084168374731
"Q8NF64_IDR_685_883",0.290915831625269
"Q8NF86_IDR_1_33",1
"Q8NF91_IDR_147_178",0.17308019678601
"Q8NF91_IDR_5763_6086",0.159479727210266
"Q8NFG4_IDR_278_337",0.488103386494056
"Q8NFG4_IDR_30_87",0.511896613505944
"Q8NFH5_IDR_1_171",0.491597099509743
"Q8NFH5_IDR_250_308",0.508402900490257
"Q8NFH8_IDR_142_272",0.507182547432498
"Q8NFH8_IDR_362_617",0.492817452567502
"Q8NFI3_IDR_1_57",1
"Q8NFJ5_IDR_273_312",1
"Q8NFJ8_IDR_1_252",0.512696695793514
"Q8NFJ8_IDR_312_381",0.487303304206486
"Q8NFK1_IDR_225_279",1
"Q8NFL0_IDR_1_92",1
"Q8NFM4_IDR_452_484",0.507855742761564
"Q8NFM4_IDR_487_536",0.492144257238436
"Q8NFM7_IDR_2_34",0.341543131622856
"Q8NFM7_IDR_515_548",0.348943812484201
"Q8NFM7_IDR_561_739",0.309513055892944
"Q8NFN8_IDR_319_788",1
"Q8NFP9_IDR_1490_1570",0.234951045837535
"Q8NFP9_IDR_1_55",0.292075271894272
"Q8NFP9_IDR_1581_1881",0.235340056538096
"Q8NFP9_IDR_951_1328",0.237633625730097
"Q8NFQ8_IDR_1_247",1
"Q8NFT6_IDR_1_44",0.235121098380519
"Q8NFW8_IDR_1_40",1
"Q8NFW9_IDR_130_859",0.482610774369941
"Q8NFW9_IDR_25_73",0.517389225630059
"Q8NFY4_IDR_545_662",0.318767885515943
"Q8NFY4_IDR_691_829",0.309672163252594
"Q8NFY4_IDR_832_1070",0.371559951231463
"Q8NFZ0_IDR_1_190",1
"Q8NFZ3_IDR_1_39",0.321056419173566
"Q8NFZ3_IDR_605_668",0.351142016233289
"Q8NFZ3_IDR_701_816",0.327801564593145
"Q8NFZ4_IDR_613_679",0.516571099329215
"Q8NFZ4_IDR_701_835",0.483428900670785
"Q8NFZ5_IDR_157_207",0.493969722999392
"Q8NFZ5_IDR_330_400",0.506030277000608
"Q8NFZ8_IDR_342_388",1
"Q8NG08_IDR_395_425",0.325975400093159
"Q8NG08_IDR_795_825",0.3352118646984
"Q8NG08_IDR_957_1062",0.338812735208441
"Q8NG27_IDR_122_481",0.539374248854041
"Q8NG27_IDR_37_112",0.460625751145959
"Q8NG31_IDR_1_1876",1
"Q8NG48_IDR_549_700",1
"Q8NG66_IDR_299_523",1
"Q8NGU9_IDR_377_434",1
"Q8NHG7_IDR_1_71",1
"Q8NHS0_IDR_116_186",1
"Q8NHS3_IDR_1_32",0.517519963146699
"Q8NHS3_IDR_245_290",0.482480036853301
"Q8NHS9_IDR_1_237",1
"Q8NHU0_IDR_1_118",1
"Q8NHU2_IDR_277_347",1
"Q8NHU3_IDR_1_55",1
"Q8NHU6_IDR_412_447",0.290823764967809
"Q8NHU6_IDR_850_899",0.344511823516933
"Q8NHU6_IDR_89_231",0.364664411515258
"Q8NHV4_IDR_309_350",0.544591797286537
"Q8NHV4_IDR_354_626",0.455408202713463
"Q8NHV9_IDR_21_106",1
"Q8NHW3_IDR_1_226",0.413869487468592
"Q8NHW3_IDR_319_353",0.586130512531408
"Q8NHW6_IDR_1_33",1
"Q8NHX4_IDR_1_110",0.530158402117713
"Q8NHX4_IDR_161_192",0.469841597882287
"Q8NHX9_IDR_1_37",1
"Q8NHY2_IDR_1_131",0.563751759114396
"Q8NI35_IDR_1328_1418",0.104661612312891
"Q8NI35_IDR_1622_1670",0.115133999026089
"Q8NI35_IDR_1765_1801",0.112033293417362
"Q8NI37_IDR_1_31",1
"Q8NI51_IDR_123_371",0.246056400113886
"Q8NI51_IDR_1_84",0.234099600389013
"Q8NI51_IDR_439_513",0.244469002792401
"Q8NI51_IDR_550_627",0.275374996704701
"Q8NI60_IDR_1_251",1
"Q8NI77_IDR_617_898",1
"Q8NI99_IDR_186_252",1
"Q8TA86_IDR_147_221",0.502575334101944
"Q8TA86_IDR_1_81",0.497424665898056
"Q8TA94_IDR_48_139",1
"Q8TAA5_IDR_1_55",1
"Q8TAA9_IDR_1_90",1
"Q8TAB3_IDR_744_787",0.323353222690893
"Q8TAB3_IDR_805_992",0.326038518929417
"Q8TAB3_IDR_994_1117",0.35060825837969
"Q8TAB5_IDR_1_151",1
"Q8TAM1_IDR_435_547",1
"Q8TAM6_IDR_1_284",1
"Q8TAP8_IDR_1_204",1
"Q8TAP9_IDR_1_135",1
"Q8TAQ2_IDR_259_417",0.347872327853693
"Q8TAQ2_IDR_545_609",0.315485967251862
"Q8TAQ2_IDR_720_1214",0.336641704894445
"Q8TAQ5_IDR_15_131",1
"Q8TAQ9_IDR_1_41",1
"Q8TAT2_IDR_1_47",0.459633054908174
"Q8TAT2_IDR_149_233",0.540366945091826
"Q8TAT5_IDR_400_501",1
"Q8TAU0_IDR_1_155",0.439777558570438
"Q8TAU0_IDR_235_352",0.560222441429562
"Q8TAU3_IDR_59_162",1
"Q8TAV0_IDR_134_221",0.501816383891321
"Q8TAV0_IDR_231_307",0.498183616108679
"Q8TAW3_IDR_1_44",0.493610278628409
"Q8TBA6_IDR_566_665",0.247287977974873
"Q8TBB0_IDR_94_147",1
"Q8TBB1_IDR_130_258",1
"Q8TBB5_IDR_351_426",0.503951294958251
"Q8TBB5_IDR_489_520",0.496048705041749
"Q8TBB6_IDR_436_501",0.49309911600691
"Q8TBB6_IDR_680_771",0.50690088399309
"Q8TBC3_IDR_135_191",0.471964861171364
"Q8TBC3_IDR_606_707",0.528035138828636
"Q8TBC4_IDR_1_32",1
"Q8TBC5_IDR_135_408",0.322253562877048
"Q8TBC5_IDR_1_41",0.333010546373391
"Q8TBC5_IDR_473_510",0.344735890749561
"Q8TBE0_IDR_1_73",0.349080665670984
"Q8TBE0_IDR_461_587",0.325867548747054
"Q8TBE0_IDR_76_348",0.325051785581962
"Q8TBE3_IDR_144_224",1
"Q8TBE7_IDR_30_96",1
"Q8TBF4_IDR_90_217",1
"Q8TBF8_IDR_1_33",1
"Q8TBY8_IDR_935_990",0.352706200375979
"Q8TBY9_IDR_1_245",1
"Q8TBZ0_IDR_1_428",0.496540531597319
"Q8TBZ0_IDR_752_833",0.503459468402681
"Q8TBZ3_IDR_322_360",0.46282180358431
"Q8TBZ3_IDR_392_507",0.53717819641569
"Q8TBZ5_IDR_1_212",1
"Q8TBZ6_IDR_1_97",0.525447570836481
"Q8TBZ6_IDR_277_339",0.474552429163519
"Q8TC05_IDR_1_714",1
"Q8TC07_IDR_631_691",1
"Q8TC20_IDR_1_126",0.251823825413392
"Q8TC20_IDR_132_309",0.241481312906359
"Q8TC20_IDR_550_634",0.243116297648432
"Q8TC20_IDR_721_777",0.263578564031817
"Q8TC21_IDR_49_138",1
"Q8TC26_IDR_1_75",1
"Q8TC27_IDR_712_787",1
"Q8TC29_IDR_1_142",1
"Q8TC76_IDR_1_265",0.511451799020614
"Q8TC76_IDR_291_339",0.488548200979386
"Q8TC90_IDR_131_196",0.332254762648279
"Q8TC90_IDR_1_72",0.337962304679873
"Q8TC90_IDR_200_364",0.329782932671848
"Q8TC92_IDR_2_55",0.329348831782653
"Q8TC92_IDR_383_436",0.330507220841729
"Q8TC92_IDR_493_561",0.340143947375619
"Q8TC99_IDR_64_171",1
"Q8TCC7_IDR_511_542",1
"Q8TCD1_IDR_1_76",1
"Q8TCF1_IDR_118_155",1
"Q8TCG1_IDR_539_597",1
"Q8TCG2_IDR_1_97",1
"Q8TCG5_IDR_769_803",1
"Q8TCJ2_IDR_1_67",0.407234890479355
"Q8TCJ2_IDR_489_548",0.290802749506097
"Q8TCJ2_IDR_776_826",0.301962360014548
"Q8TCN5_IDR_128_630",0.227925934930347
"Q8TCN5_IDR_13_47",0.251029302351451
"Q8TCN5_IDR_49_124",0.266249979135086
"Q8TCN5_IDR_826_881",0.254794783583116
"Q8TCQ1_IDR_1_75",0.517857843847754
"Q8TCQ1_IDR_244_289",0.482142156152246
"Q8TCT6_IDR_35_67",1
"Q8TCT7_IDR_201_233",0.4937553912969
"Q8TCT7_IDR_506_592",0.5062446087031
"Q8TCT9_IDR_347_377",1
"Q8TD10_IDR_1_117",0.510034202590884
"Q8TD10_IDR_331_391",0.489965797409116
"Q8TD16_IDR_141_666",0.462924182364657
"Q8TD16_IDR_777_824",0.537075817635343
"Q8TD17_IDR_1_40",0.495543255608993
"Q8TD17_IDR_190_344",0.504456744391007
"Q8TD19_IDR_1_48",0.388700018562056
"Q8TD19_IDR_731_807",0.312550423117629
"Q8TD19_IDR_825_961",0.298749558320316
"Q8TD20_IDR_1_34",0.507913653150341
"Q8TD20_IDR_568_617",0.492086346849659
"Q8TD26_IDR_1_310",0.218641860472789
"Q8TD26_IDR_1316_1385",0.204732115228312
"Q8TD26_IDR_1410_1447",0.194209616850477
"Q8TD26_IDR_1619_2108",0.181171553050406
"Q8TD26_IDR_2110_2715",0.201244854398016
"Q8TD30_IDR_1_44",1
"Q8TD31_IDR_1_154",0.505707174498937
"Q8TD31_IDR_675_782",0.494292825501063
"Q8TD35_IDR_1_103",1
"Q8TD43_IDR_519_553",0.483392835979701
"Q8TD43_IDR_713_764",0.516607164020299
"Q8TD55_IDR_121_410",1
"Q8TD57_IDR_1_224",1
"Q8TD84_IDR_1616_2047",1
"Q8TD90_IDR_1_83",1
"Q8TDC3_IDR_716_778",0.507168276541783
"Q8TDD1_IDR_1_96",0.212085295583634
"Q8TDD1_IDR_578_739",0.242215965567739
"Q8TDD1_IDR_774_881",0.545698738848627
"Q8TDD2_IDR_1_129",0.367987516386464
"Q8TDD2_IDR_173_289",0.319036394900143
"Q8TDD2_IDR_361_431",0.312976088713393
"Q8TDF5_IDR_417_471",0.518533742882669
"Q8TDF5_IDR_481_516",0.481466257117331
"Q8TDF6_IDR_1_35",0.503620224471736
"Q8TDF6_IDR_593_673",0.496379775528264
"Q8TDG4_IDR_1_313",1
"Q8TDI0_IDR_1_131",0.18054425267146
"Q8TDI0_IDR_1203_1252",0.164562181848489
"Q8TDI0_IDR_1328_1405",0.161785167775418
"Q8TDI0_IDR_1532_1699",0.162765963696167
"Q8TDI0_IDR_200_341",0.169577756643601
"Q8TDI0_IDR_651_681",0.160764677364864
"Q8TDI7_IDR_1_157",0.527171197756392
"Q8TDI7_IDR_800_906",0.472828802243608
"Q8TDN2_IDR_56_92",0.49908179371648
"Q8TDN4_IDR_1_317",0.520954097284554
"Q8TDN4_IDR_410_443",0.479045902715446
"Q8TDN6_IDR_1_53",0.39000205739341
"Q8TDN6_IDR_271_306",0.29673979877593
"Q8TDN6_IDR_309_353",0.31325814383066
"Q8TDQ0_IDR_136_201",1
"Q8TDQ1_IDR_130_290",1
"Q8TDR0_IDR_119_508",1
"Q8TDR2_IDR_1_197",1
"Q8TDR4_IDR_1_215",1
"Q8TDS4_IDR_314_363",1
"Q8TDS5_IDR_1_88",0.505521003661203
"Q8TDS5_IDR_374_423",0.494478996338797
"Q8TDT2_IDR_319_470",1
"Q8TDU9_IDR_333_374",1
"Q8TDV0_IDR_328_381",1
"Q8TDW4_IDR_124_154",1
"Q684P5_IDR_678_717",0.332262797984044
"Q68BL7_IDR_155_395",1
"Q68BL8_IDR_1_73",0.484494262845412
"Q68BL8_IDR_183_486",0.515505737154588
"Q68CJ6_IDR_1_41",1
"Q68CJ9_IDR_1_461",1
"Q68CL5_IDR_253_300",1
"Q68CP9_IDR_1693_1743",0.231273903274803
"Q68CP9_IDR_473_531",0.236902312901834
"Q68CP9_IDR_535_569",0.236336789281578
"Q68CP9_IDR_603_1629",0.295486994541785
"Q68CQ1_IDR_1_193",0.483900026855709
"Q68CQ1_IDR_195_239",0.516099973144291
"Q68CQ4_IDR_1_75",0.498825849559903
"Q68CQ4_IDR_78_186",0.501174150440097
"Q68CQ7_IDR_1_48",1
"Q68CR1_IDR_1086_1132",0.506665342089952
"Q68CR1_IDR_1_33",0.493334657910048
"Q68DE3_IDR_2199_2245",0.30893700020385
"Q68DH5_IDR_1_94",0.458892942790104
"Q68DH5_IDR_582_695",0.541107057209896
"Q68DK7_IDR_1_469",1
"Q68DL7_IDR_311_685",1
"Q68DQ2_IDR_1_1477",0.32856931270901
"Q68DQ2_IDR_1480_1759",0.34712888276734
"Q68DQ2_IDR_1768_2281",0.32430180452365
"Q68DU8_IDR_284_387",1
"Q68DV7_IDR_319_676",1
"Q68DX3_IDR_1173_1309",0.237149754732944
"Q68DX3_IDR_190_305",0.258437576835616
"Q68DX3_IDR_679_768",0.246913186623624
"Q68DX3_IDR_864_939",0.257499481807817
"Q68DY9_IDR_68_145",1
"Q68EA5_IDR_42_167",1
"Q68EM7_IDR_453_881",1
"Q6A162_IDR_1_49",0.506209553200314
"Q6A163_IDR_1_31",0.49395967325905
"Q6AHZ1_IDR_1155_1222",0.244322595562308
"Q6AHZ1_IDR_350_443",0.247031038133637
"Q6AI08_IDR_293_411",1
"Q6AI14_IDR_1_53",0.47724692596232
"Q6AI14_IDR_602_798",0.52275307403768
"Q6AI39_IDR_25_722",0.24687023470912
"Q6AI39_IDR_800_1002",0.250826802118002
"Q6A162_IDR_398_429",0.493790446799686
"Q6A163_IDR_411_455",0.50604032674095
"Q6AHZ1_IDR_1236_1310",0.274543887876138
"Q6AHZ1_IDR_464_881",0.234102478427918
"Q6AI12_IDR_136_242",1
"Q6AI39_IDR_1020_1053",0.257638800178453
"Q6AI39_IDR_741_796",0.244664162994425
"Q6AW86_IDR_55_230",1
"Q6AWC2_IDR_391_422",0.201276877613713
"Q6AWC2_IDR_425_488",0.202171487497274
"Q6AWC2_IDR_493_686",0.196395002833033
"Q6DN90_IDR_1_520",0.483557744573468
"Q6DN90_IDR_875_963",0.516442255426532
"Q6DT37_IDR_1455_1551",0.217461955514783
"Q6DT37_IDR_403_446",0.192039487296433
"Q6DT37_IDR_455_495",0.198494337333839
"Q6DT37_IDR_563_631",0.200763623682395
"Q6DT37_IDR_786_903",0.191240596172549
"Q6DWJ6_IDR_308_353",1
"Q6E0U4_IDR_18_351",1
"Q6ECI4_IDR_85_180",1
"Q6EIG7_IDR_1_50",1
"Q6EKJ0_IDR_188_320",1
"Q6EMB2_IDR_404_457",0.504129424489953
"Q6EMB2_IDR_532_660",0.495870575510047
"Q8TDW5_IDR_125_387",1
"Q8TE49_IDR_446_889",0.511790202108186
"Q8TE54_IDR_531_564",1
"Q8TE56_IDR_183_227",1
"Q8TE57_IDR_208_287",1
"Q8TE58_IDR_143_211",1
"Q8TE60_IDR_207_290",1
"Q8TE67_IDR_152_236",0.50992124337844
"Q8TE67_IDR_400_450",0.49007875662156
"Q8TE68_IDR_159_253",0.347838608551715
"Q8TE68_IDR_431_478",0.33113864066308
"Q8TE68_IDR_536_633",0.321022750785205
"Q8TE73_IDR_1059_1096",0.5040650720962
"Q8TE73_IDR_896_930",0.4959349279038
"Q8TE76_IDR_405_450",0.488519292460786
"Q8TE76_IDR_457_793",0.511480707539214
"Q8TE77_IDR_470_659",0.483634312711185
"Q8TE77_IDR_52_91",0.516365687288815
"Q8TE82_IDR_1_76",0.574563638955624
"Q8TE82_IDR_229_265",0.425436361044376
"Q8TE85_IDR_77_219",0.318785532688664
"Q8TEH3_IDR_411_970",1
"Q8TEJ3_IDR_122_191",0.263366502879194
"Q8TEJ3_IDR_1_45",0.268901367715925
"Q8TEJ3_IDR_320_461",0.232630124211567
"Q8TEJ3_IDR_528_821",0.235102005193314
"Q8TEK3_IDR_329_1537",1
"Q8TEL6_IDR_1_33",0.535213844001437
"Q8TEL6_IDR_343_373",0.464786155998563
"Q8TEM1_IDR_1835_1887",1
"Q8TEP8_IDR_1_41",0.336815643645828
"Q8TEP8_IDR_2070_2125",0.344586153853036
"Q8TEP8_IDR_43_1211",0.318598202501137
"Q8TEQ0_IDR_184_389",0.245667646451199
"Q8TEQ0_IDR_407_511",0.24398000512271
"Q8TEQ0_IDR_617_649",0.254324827776791
"Q8TEQ0_IDR_777_813",0.256027520649301
"Q8TEQ6_IDR_1306_1349",0.334020881213706
"Q8TEQ6_IDR_1390_1427",0.341499565758624
"Q8TEQ6_IDR_822_881",0.324479553027669
"Q8TER5_IDR_191_521",0.345594454919935
"Q8TEW8_IDR_593_1205",0.423474357170985
"Q8TEX9_IDR_627_658",1
"Q8TEY5_IDR_1_135",0.335336568089608
"Q8TEY5_IDR_145_183",0.320246148162996
"Q8TEY5_IDR_314_395",0.344417283747396
"Q8TEY7_IDR_129_183",0.482045449545973
"Q8TEY7_IDR_293_473",0.517954550454027
"Q8TF01_IDR_1_33",0.426245899575977
"Q8TF01_IDR_47_805",0.573754100424023
"Q8TF08_IDR_1_32",1
"Q8TF05_IDR_324_613",1
"Q8TF17_IDR_384_440",0.496520408692371
"Q8TF17_IDR_9_39",0.503479591307629
"Q8TF20_IDR_1_66",1
"Q8TF21_IDR_1_42",0.524820308591607
"Q8TF21_IDR_271_823",0.475179691408393
"Q8TF30_IDR_472_705",0.483613896024234
"Q8TF30_IDR_755_809",0.516386103975766
"Q8TF32_IDR_90_153",1
"Q8TF39_IDR_1_45",0.4884462128489
"Q8TF68_IDR_1_260",0.461205090460654
"Q8TF68_IDR_455_543",0.538794909539346
"Q8TF71_IDR_1_61",0.504939267840233
"Q8TF71_IDR_476_515",0.495060732159767
"Q8TF72_IDR_112_1665",0.563568161471735
"Q8TF72_IDR_1688_1777",0.436431838528265
"Q8TF74_IDR_1_440",1
"Q8TF76_IDR_1_456",1
"Q8WTP8_IDR_1_105",0.504163686479792
"Q8WTP8_IDR_283_325",0.495836313520208
"Q8WTP9_IDR_1_111",1
"Q8WTQ4_IDR_1_34",0.491885346978279
"Q8WTQ4_IDR_41_165",0.508114653021721
"Q8WTR4_IDR_559_605",1
"Q8WTR7_IDR_51_208",1
"Q8WTT0_IDR_1_52",1
"Q8WTT2_IDR_1_199",0.483182266584787
"Q8WTT2_IDR_435_472",0.516817733415213
"Q8WTU0_IDR_80_139",1
"Q8WTV0_IDR_465_508",1
"Q8WTV1_IDR_88_239",1
"Q8WTW3_IDR_918_980",1
"Q8WTX9_IDR_1_37",0.491435043318394
"Q8WTX9_IDR_285_450",0.508564956681606
"Q8WU08_IDR_320_361",0.502599323196977
"Q8WU08_IDR_364_396",0.497400676803023
"Q8WU17_IDR_592_664",1
"Q8WU20_IDR_108_469",0.505937134883302
"Q8WU20_IDR_478_508",0.494062865116698
"Q8WU39_IDR_1_31",1
"Q8WU58_IDR_1_562",1
"Q8WU68_IDR_188_220",1
"Q8WU79_IDR_122_429",1
"Q8WU90_IDR_1_81",0.357685376862586
"Q8WU90_IDR_265_295",0.330217334496729
"Q8WU90_IDR_297_396",0.312097288640684
"Q8WUA2_IDR_326_492",1
"Q8WUA4_IDR_25_308",0.336251066092311
"Q8WUA4_IDR_765_797",0.346635354286477
"Q8WUA4_IDR_877_911",0.317113579621211
"Q8WUP2_IDR_18_178",1
"Q8WUQ7_IDR_1_190",0.538223197969404
"Q8WUQ7_IDR_471_556",0.229999143824215
"Q8WUQ7_IDR_589_624",0.231777658206382
"Q8WUR7_IDR_1_49",1
"Q8WUT4_IDR_344_543",1
"Q8WUU4_IDR_1_475",1
"Q8WUU5_IDR_36_129",1
"Q8WUU8_IDR_196_229",1
"Q8WUX1_IDR_1_50",1
"Q8WUX9_IDR_390_453",1
"Q8WUY3_IDR_2383_2542",0.194897342806028
"Q8WUY3_IDR_2558_2632",0.198934307368781
"Q8WUY3_IDR_2640_2874",0.203839202957671
"Q8WUY3_IDR_358_936",0.198907793113994
"Q8WUY3_IDR_938_2344",0.203421353753527
"Q8WUY9_IDR_109_147",1
"Q8WUZ0_IDR_55_217",1
"Q8WV15_IDR_1_45",0.49323504424872
"Q8WV15_IDR_263_306",0.50676495575128
"Q8WVB6_IDR_321_356",0.26063327624951
"Q8WVB6_IDR_859_921",0.260809753119054
"Q8WVC0_IDR_1_352",0.525755025589636
"Q8WVC0_IDR_523_666",0.474244974410364
"Q8WVD3_IDR_104_153",1
"Q8WVD5_IDR_119_150",1
"Q8WVE6_IDR_283_324",1
"Q8WVF2_IDR_21_112",1
"Q8WVF5_IDR_1_31",1
"Q8WVH0_IDR_1_158",1
"Q8WVI7_IDR_44_109",1
"Q8WVJ9_IDR_1_65",1
"Q8WVK2_IDR_1_104",1
