"","GO0006357_regulation_of_transcription_by_RNA_polymerase_II"
"Q8N9Z0_IDR_77_172",1
"Q8N9Z2_IDR_1_54",0.513425296976298
"Q8N9Z2_IDR_87_176",0.486574703023702
"Q8N9Z9_IDR_260_388",0.633515962164378
"Q8N9Z9_IDR_26_129",0.366484037835622
"Q8NA03_IDR_1_111",0.202120319397908
"Q8NA03_IDR_132_261",0.222038381888894
"Q8NA03_IDR_329_384",0.180947767169937
"Q8NA03_IDR_418_521",0.186161006780565
"Q8NA03_IDR_548_581",0.208732524762697
"Q8NA19_IDR_1_43",0.301337271753514
"Q8NA19_IDR_366_514",0.698662728246486
"Q8NA29_IDR_1_38",1
"Q8NA31_IDR_377_409",0.471210015190438
"Q8NA31_IDR_421_673",0.528789984809562
"Q8NA42_IDR_60_143",1
"Q8NA47_IDR_1_31",0.331621215162849
"Q8NA47_IDR_262_296",0.34821076363947
"Q8NA47_IDR_531_563",0.320168021197681
"Q8NAM6_IDR_128_308",0.555801181531622
"Q8NAM6_IDR_1_38",0.444198818468378
"Q8NAN2_IDR_288_334",0.470984969732106
"Q8NAN2_IDR_96_200",0.529015030267894
"Q8NAP3_IDR_123_165",0.500238066081558
"Q8NAP3_IDR_176_459",0.261584672136652
"Q8NAP3_IDR_522_970",0.23817726178179
"Q8NAP8_IDR_125_370",0.661555116483324
"Q8NAP8_IDR_402_495",0.338444883516676
"Q8NAT1_IDR_1_55",1
"Q8NAT2_IDR_204_277",0.244642732686283
"Q8NAT2_IDR_693_915",0.521731225983163
"Q8NAT2_IDR_95_126",0.233626041330554
"Q8NAU1_IDR_177_212",1
"Q8NAV1_IDR_175_312",1
"Q8NAV2_IDR_1_305",0.512837025381606
"Q8NAV2_IDR_308_365",0.487162974618394
"Q8NAX2_IDR_115_232",0.253241840690234
"Q8NAX2_IDR_1_54",0.226129272825867
"Q8NAX2_IDR_308_349",0.255960090316991
"Q8NBF1_IDR_1_190",0.702795055754101
"Q8NBF1_IDR_298_513",0.297204944245899
"Q8NBF6_IDR_239_378",0.5480099686187
"Q8NBF6_IDR_587_648",0.4519900313813
"Q8NBI3_IDR_1_273",1
"Q8NBI5_IDR_214_268",1
"Q8NBI6_IDR_46_95",1
"Q8NBJ4_IDR_133_401",1
"Q8NBJ5_IDR_584_622",1
"Q8NBJ9_IDR_385_424",1
"Q8NBK3_IDR_1_87",1
"Q8NBM4_IDR_219_302",1
"Q8NBN3_IDR_474_555",1
"Q8NBP0_IDR_1_108",1
"Q8NBP5_IDR_1_54",0.467651984061972
"Q8NBP5_IDR_222_265",0.532348015938028
"Q8NBP7_IDR_1_61",1
"Q8NBR0_IDR_134_306",0.485710416095594
"Q8NBR0_IDR_363_393",0.514289583904406
"Q8NC60_IDR_18_66",0.587466894109859
"Q8NC60_IDR_82_123",0.412533105890141
"Q8NC67_IDR_464_525",1
"Q8NC74_IDR_105_664",0.580802441691056
"Q8NC74_IDR_1_103",0.419197558308945
"Q8NC96_IDR_167_251",1
"Q8NCA5_IDR_305_503",1
"Q8NCA9_IDR_1_197",0.484862276072528
"Q8NCA9_IDR_258_323",0.515137723927472
"Q8NCB2_IDR_327_501",1
"Q8NCC5_IDR_237_277",1
"Q8NCD3_IDR_162_403",0.353565965661614
"Q8NCD3_IDR_448_748",0.294263614289911
"Q8NCD3_IDR_73_146",0.352170420048476
"Q8NCE0_IDR_131_279",1
"Q8NCE2_IDR_432_551",1
"Q8NCF5_IDR_1_45",0.49956890157389
"Q8NCF5_IDR_55_247",0.50043109842611
"Q8NCG5_IDR_1_39",1
"Q8NCG7_IDR_545_585",1
"Q8NCV1_IDR_1_112",1
"Q8NCW5_IDR_1_54",1
"Q8NCW6_IDR_31_97",1
"Q8NCX0_IDR_1023_1101",0.572612501332627
"Q8NCX0_IDR_1_101",0.427387498667373
"Q8NCY6_IDR_82_345",1
"Q8ND04_IDR_1_39",0.347204442218479
"Q8ND04_IDR_656_739",0.325361751671101
"Q8ND04_IDR_99_132",0.327433806110419
"Q8ND07_IDR_1_39",0.492146068768919
"Q8ND07_IDR_459_497",0.507853931231081
"Q8ND23_IDR_861_1372",1
"Q8ND24_IDR_1_236",0.349738394039354
"Q8ND24_IDR_425_551",0.387817904631369
"Q8ND24_IDR_610_653",0.262443701329277
"Q8ND25_IDR_1_137",1
"Q8ND30_IDR_142_499",0.326899259933708
"Q8ND30_IDR_1_49",0.335042019024303
"Q8ND30_IDR_842_876",0.338058721041989
"Q8ND56_IDR_81_463",1
"Q8NDG6_IDR_17_121",1
"Q8NDH6_IDR_262_452",1
"Q8NDI1_IDR_1201_1231",0.351544054627788
"Q8NDI1_IDR_174_542",0.373872048004561
"Q8NDI1_IDR_544_1075",0.274583897367652
"Q8NDL9_IDR_343_417",0.499887523451756
"Q8NDL9_IDR_600_886",0.500112476548244
"Q8NDM7_IDR_749_785",0.519714688809015
"Q8NDM7_IDR_930_986",0.480285311190985
"Q8NDP4_IDR_63_149",1
"Q8NDQ6_IDR_60_186",1
"Q8NDT2_IDR_1_134",0.28815661064655
"Q8NDT2_IDR_223_306",0.381732611115767
"Q8NDT2_IDR_554_709",0.330110778237683
"Q8NDV7_IDR_1_1702",1
"Q8NDW4_IDR_61_353",1
"Q8NDX1_IDR_1004_1056",0.425281994916155
"Q8NDX1_IDR_1_583",0.574718005083845
"Q8NDX2_IDR_1_64",0.502809789018205
"Q8NDX2_IDR_510_589",0.497190210981796
"Q8NE63_IDR_350_616",1
"Q8NE71_IDR_1_299",1
"Q8NE79_IDR_269_360",1
"Q8NE86_IDR_1_51",1
"Q8NEA5_IDR_182_215",0.515968988129847
"Q8NEA5_IDR_28_83",0.484031011870153
"Q8NEA6_IDR_1_340",0.663849790455371
"Q8NEA6_IDR_446_666",0.336150209544629
"Q8NEA9_IDR_1_89",1
"Q8NEB7_IDR_124_278",0.514288635580193
"Q8NEB7_IDR_1_35",0.485711364419807
"Q8NEB9_IDR_412_470",1
"Q8NEC5_IDR_1_418",1
"Q8NEC7_IDR_193_244",1
"Q8NEE8_IDR_544_873",1
"Q8NEF3_IDR_241_303",1
"Q8NEF9_IDR_129_419",1
"Q8NEG0_IDR_189_241",1
"Q8NEG2_IDR_106_295",0.506626011777258
"Q8NEG2_IDR_27_72",0.493373988222742
"Q8NEN9_IDR_1107_1154",0.316566511914966
"Q8NEN9_IDR_454_677",0.334161295028995
"Q8NEN9_IDR_886_998",0.349272193056039
"Q8NEP3_IDR_1_85",0.470553366788392
"Q8NEP3_IDR_303_725",0.529446633211608
"Q8NEP4_IDR_1_510",1
"Q8NEP9_IDR_15_141",1
"Q8NEQ5_IDR_1_105",1
"Q8NEQ6_IDR_95_146",1
"Q8NER1_IDR_1_107",0.476551017550819
"Q8NER1_IDR_762_839",0.523448982449181
"Q8NES3_IDR_1_105",1
"Q8NET4_IDR_1_1180",0.483585098230248
"Q8NET4_IDR_1313_1351",0.516414901769752
"Q8NET5_IDR_191_264",1
"Q8NET6_IDR_1_63",1
"Q8NET8_IDR_1_116",0.555001647325018
"Q8NET8_IDR_750_790",0.444998352674982
"Q8NEU8_IDR_388_436",1
"Q8NEV1_IDR_332_391",1
"Q8NEZ4_IDR_4117_4189",0.090520324798903
"Q8NEZ4_IDR_4251_4345",0.113610626855028
"Q8NF37_IDR_1_36",0.36291231045668
"Q8NF37_IDR_38_73",0.289969873469668
"Q8NF37_IDR_496_534",0.347117816073652
"Q8NF50_IDR_1234_1287",0.395830202130075
"Q8NF50_IDR_1347_1418",0.315395453627711
"Q8NF50_IDR_420_456",0.288774344242214
"Q8NF64_IDR_1_416",0.38532816427867
"Q8NF64_IDR_685_883",0.61467183572133
"Q8NF86_IDR_1_33",1
"Q8NF91_IDR_147_178",0.148875997659847
"Q8NF91_IDR_5763_6086",0.13556104998546
"Q8NFG4_IDR_278_337",0.482793037624408
"Q8NFG4_IDR_30_87",0.517206962375592
"Q8NFH5_IDR_1_171",0.559309307057354
"Q8NFH5_IDR_250_308",0.440690692942646
"Q8NFH8_IDR_142_272",0.578577860793897
"Q8NFH8_IDR_362_617",0.421422139206103
"Q8NFI3_IDR_1_57",1
"Q8NFJ5_IDR_273_312",1
"Q8NFJ8_IDR_1_252",0.47017631926911
"Q8NFJ8_IDR_312_381",0.52982368073089
"Q8NFK1_IDR_225_279",1
"Q8NFL0_IDR_1_92",1
"Q8NFM4_IDR_452_484",0.472615918601628
"Q8NFM4_IDR_487_536",0.527384081398372
"Q8NFM7_IDR_2_34",0.305138542958047
"Q8NFM7_IDR_515_548",0.277942010135386
"Q8NFM7_IDR_561_739",0.416919446906567
"Q8NFN8_IDR_319_788",1
"Q8NFP9_IDR_1490_1570",0.158149834906673
"Q8NFP9_IDR_1_55",0.329065031866527
"Q8NFP9_IDR_1581_1881",0.280605052055422
"Q8NFP9_IDR_951_1328",0.232180081171379
"Q8NFQ8_IDR_1_247",1
"Q8NFT6_IDR_1_44",0.231743204390774
"Q8NFW8_IDR_1_40",1
"Q8NFW9_IDR_130_859",0.49182375842945
"Q8NFW9_IDR_25_73",0.50817624157055
"Q8NFY4_IDR_545_662",0.326473791751716
"Q8NFY4_IDR_691_829",0.235274773843621
"Q8NFY4_IDR_832_1070",0.438251434404663
"Q8NFZ0_IDR_1_190",1
"Q8NFZ3_IDR_1_39",0.228904104486633
"Q8NFZ3_IDR_605_668",0.270316900357057
"Q8NFZ3_IDR_701_816",0.500778995156311
"Q8NFZ4_IDR_613_679",0.518203342070637
"Q8NFZ4_IDR_701_835",0.481796657929363
"Q8NFZ5_IDR_157_207",0.443972946814781
"Q8NFZ5_IDR_330_400",0.556027053185219
"Q8NFZ8_IDR_342_388",1
"Q8NG08_IDR_395_425",0.329419367462024
"Q8NG08_IDR_795_825",0.355377385496521
"Q8NG08_IDR_957_1062",0.315203247041455
"Q8NG27_IDR_122_481",0.483180611264289
"Q8NG27_IDR_37_112",0.516819388735711
"Q8NG31_IDR_1_1876",1
"Q8NG48_IDR_549_700",1
"Q8NG66_IDR_299_523",1
"Q8NGU9_IDR_377_434",1
"Q8NHG7_IDR_1_71",1
"Q8NHS0_IDR_116_186",1
"Q8NHS3_IDR_1_32",0.645746870653223
"Q8NHS3_IDR_245_290",0.354253129346777
"Q8NHS9_IDR_1_237",1
"Q8NHU0_IDR_1_118",1
"Q8NHU2_IDR_277_347",1
"Q8NHU3_IDR_1_55",1
"Q8NHU6_IDR_412_447",0.351217748934521
"Q8NHU6_IDR_850_899",0.321424963845923
"Q8NHU6_IDR_89_231",0.327357287219557
"Q8NHV4_IDR_309_350",0.454889631148638
"Q8NHV4_IDR_354_626",0.545110368851362
"Q8NHV9_IDR_21_106",1
"Q8NHW3_IDR_1_226",0.770339280888496
"Q8NHW3_IDR_319_353",0.229660719111504
"Q8NHW6_IDR_1_33",1
"Q8NHX4_IDR_1_110",0.561058817953525
"Q8NHX4_IDR_161_192",0.438941182046475
"Q8NHX9_IDR_1_37",1
"Q8NHY2_IDR_1_131",0.717251125819486
"Q8NI35_IDR_1328_1418",0.106048378408475
"Q8NI35_IDR_1622_1670",0.106599314595392
"Q8NI35_IDR_1765_1801",0.107912325531609
"Q8NI37_IDR_1_31",1
"Q8NI51_IDR_123_371",0.352502906224963
"Q8NI51_IDR_1_84",0.188595736734292
"Q8NI51_IDR_439_513",0.268771686312404
"Q8NI51_IDR_550_627",0.190129670728341
"Q8NI60_IDR_1_251",1
"Q8NI77_IDR_617_898",1
"Q8NI99_IDR_186_252",1
"Q8TA86_IDR_147_221",0.494803438921694
"Q8TA86_IDR_1_81",0.505196561078306
"Q8TA94_IDR_48_139",1
"Q8TAA5_IDR_1_55",1
"Q8TAA9_IDR_1_90",1
"Q8TAB3_IDR_744_787",0.31779438328558
"Q8TAB3_IDR_805_992",0.338740679967182
"Q8TAB3_IDR_994_1117",0.343464936747238
"Q8TAB5_IDR_1_151",1
"Q8TAM1_IDR_435_547",1
"Q8TAM6_IDR_1_284",1
"Q8TAP8_IDR_1_204",1
"Q8TAP9_IDR_1_135",1
"Q8TAQ2_IDR_259_417",0.320723203379018
"Q8TAQ2_IDR_545_609",0.257832719203805
"Q8TAQ2_IDR_720_1214",0.421444077417177
"Q8TAQ5_IDR_15_131",1
"Q8TAQ9_IDR_1_41",1
"Q8TAT2_IDR_1_47",0.488914909432103
"Q8TAT2_IDR_149_233",0.511085090567897
"Q8TAT5_IDR_400_501",1
"Q8TAU0_IDR_1_155",0.610648497270245
"Q8TAU0_IDR_235_352",0.389351502729755
"Q8TAU3_IDR_59_162",1
"Q8TAV0_IDR_134_221",0.497184523014562
"Q8TAV0_IDR_231_307",0.502815476985438
"Q8TAW3_IDR_1_44",0.446376613502594
"Q8TBA6_IDR_566_665",0.216438156018455
"Q8TBB0_IDR_94_147",1
"Q8TBB1_IDR_130_258",1
"Q8TBB5_IDR_351_426",0.473731167017164
"Q8TBB5_IDR_489_520",0.526268832982836
"Q8TBB6_IDR_436_501",0.465849539201951
"Q8TBB6_IDR_680_771",0.534150460798049
"Q8TBC3_IDR_135_191",0.515996338752675
"Q8TBC3_IDR_606_707",0.484003661247325
"Q8TBC4_IDR_1_32",1
"Q8TBC5_IDR_135_408",0.311479052628572
"Q8TBC5_IDR_1_41",0.318332793100179
"Q8TBC5_IDR_473_510",0.370188154271249
"Q8TBE0_IDR_1_73",0.213310662767093
"Q8TBE0_IDR_461_587",0.346153622586596
"Q8TBE0_IDR_76_348",0.440535714646311
"Q8TBE3_IDR_144_224",1
"Q8TBE7_IDR_30_96",1
"Q8TBF4_IDR_90_217",1
"Q8TBF8_IDR_1_33",1
"Q8TBY8_IDR_935_990",0.357802361513871
"Q8TBY9_IDR_1_245",1
"Q8TBZ0_IDR_1_428",0.559629032487715
"Q8TBZ0_IDR_752_833",0.440370967512285
"Q8TBZ3_IDR_322_360",0.416641759567671
"Q8TBZ3_IDR_392_507",0.583358240432329
"Q8TBZ5_IDR_1_212",1
"Q8TBZ6_IDR_1_97",0.418790201304288
"Q8TBZ6_IDR_277_339",0.581209798695712
"Q8TC05_IDR_1_714",1
"Q8TC07_IDR_631_691",1
"Q8TC20_IDR_1_126",0.252231982208618
"Q8TC20_IDR_132_309",0.24539059271527
"Q8TC20_IDR_550_634",0.277935654945861
"Q8TC20_IDR_721_777",0.224441770130252
"Q8TC21_IDR_49_138",1
"Q8TC26_IDR_1_75",1
"Q8TC27_IDR_712_787",1
"Q8TC29_IDR_1_142",1
"Q8TC76_IDR_1_265",0.566158929566179
"Q8TC76_IDR_291_339",0.433841070433821
"Q8TC90_IDR_131_196",0.271302665187867
"Q8TC90_IDR_1_72",0.405392621866847
"Q8TC90_IDR_200_364",0.323304712945287
"Q8TC92_IDR_2_55",0.349588149700399
"Q8TC92_IDR_383_436",0.299752380980978
"Q8TC92_IDR_493_561",0.350659469318624
"Q8TC99_IDR_64_171",1
"Q8TCC7_IDR_511_542",1
"Q8TCD1_IDR_1_76",1
"Q8TCF1_IDR_118_155",1
"Q8TCG1_IDR_539_597",1
"Q8TCG2_IDR_1_97",1
"Q8TCG5_IDR_769_803",1
"Q8TCJ2_IDR_1_67",0.402725977524338
"Q8TCJ2_IDR_489_548",0.287516215446069
"Q8TCJ2_IDR_776_826",0.309757807029593
"Q8TCN5_IDR_128_630",0.246802643857478
"Q8TCN5_IDR_13_47",0.413931940966492
"Q8TCN5_IDR_49_124",0.171154758249214
"Q8TCN5_IDR_826_881",0.168110656926816
"Q8TCQ1_IDR_1_75",0.498130408965198
"Q8TCQ1_IDR_244_289",0.501869591034802
"Q8TCT6_IDR_35_67",1
"Q8TCT7_IDR_201_233",0.49981588940527
"Q8TCT7_IDR_506_592",0.50018411059473
"Q8TCT9_IDR_347_377",1
"Q8TD10_IDR_1_117",0.540860518131727
"Q8TD10_IDR_331_391",0.459139481868273
"Q8TD16_IDR_141_666",0.513873555380077
"Q8TD16_IDR_777_824",0.486126444619923
"Q8TD17_IDR_1_40",0.432875797323197
"Q8TD17_IDR_190_344",0.567124202676803
"Q8TD19_IDR_1_48",0.307016368699818
"Q8TD19_IDR_731_807",0.264988222536522
"Q8TD19_IDR_825_961",0.427995408763659
"Q8TD20_IDR_1_34",0.469493756790258
"Q8TD20_IDR_568_617",0.530506243209742
"Q8TD26_IDR_1_310",0.104493661505608
"Q8TD26_IDR_1316_1385",0.256943646680418
"Q8TD26_IDR_1410_1447",0.143643592129664
"Q8TD26_IDR_1619_2108",0.286884205849749
"Q8TD26_IDR_2110_2715",0.208034893834561
"Q8TD30_IDR_1_44",1
"Q8TD31_IDR_1_154",0.524307241022882
"Q8TD31_IDR_675_782",0.475692758977118
"Q8TD35_IDR_1_103",1
"Q8TD43_IDR_519_553",0.491924366500644
"Q8TD43_IDR_713_764",0.508075633499356
"Q8TD55_IDR_121_410",1
"Q8TD57_IDR_1_224",1
"Q8TD84_IDR_1616_2047",1
"Q8TD90_IDR_1_83",1
"Q8TDC3_IDR_716_778",0.392675751750654
"Q8TDD1_IDR_1_96",0.352196991571099
"Q8TDD1_IDR_578_739",0.36980121489946
"Q8TDD1_IDR_774_881",0.278001793529441
"Q8TDD2_IDR_1_129",0.276531217699595
"Q8TDD2_IDR_173_289",0.476923646972682
"Q8TDD2_IDR_361_431",0.246545135327723
"Q8TDF5_IDR_417_471",0.545295853358924
"Q8TDF5_IDR_481_516",0.454704146641076
"Q8TDF6_IDR_1_35",0.43478512932471
"Q8TDF6_IDR_593_673",0.56521487067529
"Q8TDG4_IDR_1_313",1
"Q8TDI0_IDR_1_131",0.150589179992452
"Q8TDI0_IDR_1203_1252",0.162992948702321
"Q8TDI0_IDR_1328_1405",0.180697359937458
"Q8TDI0_IDR_1532_1699",0.207096293337005
"Q8TDI0_IDR_200_341",0.136045496639864
"Q8TDI0_IDR_651_681",0.162578721390901
"Q8TDI7_IDR_1_157",0.47135788825595
"Q8TDI7_IDR_800_906",0.52864211174405
"Q8TDN2_IDR_56_92",0.49342372239141
"Q8TDN4_IDR_1_317",0.628331441630988
"Q8TDN4_IDR_410_443",0.371668558369012
"Q8TDN6_IDR_1_53",0.279795779611696
"Q8TDN6_IDR_271_306",0.313979899991541
"Q8TDN6_IDR_309_353",0.406224320396762
"Q8TDQ0_IDR_136_201",1
"Q8TDQ1_IDR_130_290",1
"Q8TDR0_IDR_119_508",1
"Q8TDR2_IDR_1_197",1
"Q8TDR4_IDR_1_215",1
"Q8TDS4_IDR_314_363",1
"Q8TDS5_IDR_1_88",0.529514760461237
"Q8TDS5_IDR_374_423",0.470485239538763
"Q8TDT2_IDR_319_470",1
"Q8TDU9_IDR_333_374",1
"Q8TDV0_IDR_328_381",1
"Q8TDW4_IDR_124_154",1
"Q684P5_IDR_678_717",0.306614697673994
"Q68BL7_IDR_155_395",1
"Q68BL8_IDR_1_73",0.525693619962339
"Q68BL8_IDR_183_486",0.474306380037661
"Q68CJ6_IDR_1_41",1
"Q68CJ9_IDR_1_461",1
"Q68CL5_IDR_253_300",1
"Q68CP9_IDR_1693_1743",0.353917406046131
"Q68CP9_IDR_473_531",0.146098619534162
"Q68CP9_IDR_535_569",0.136439777781624
"Q68CP9_IDR_603_1629",0.363544196638083
"Q68CQ1_IDR_1_193",0.56392359636452
"Q68CQ1_IDR_195_239",0.43607640363548
"Q68CQ4_IDR_1_75",0.444155241981813
"Q68CQ4_IDR_78_186",0.555844758018187
"Q68CQ7_IDR_1_48",1
"Q68CR1_IDR_1086_1132",0.514395799107452
"Q68CR1_IDR_1_33",0.485604200892548
"Q68DE3_IDR_2199_2245",0.258883378057555
"Q68DH5_IDR_1_94",0.550303809562041
"Q68DH5_IDR_582_695",0.449696190437959
"Q68DK7_IDR_1_469",1
"Q68DL7_IDR_311_685",1
"Q68DQ2_IDR_1_1477",0.382365017268195
"Q68DQ2_IDR_1480_1759",0.33897206645817
"Q68DQ2_IDR_1768_2281",0.278662916273634
"Q68DU8_IDR_284_387",1
"Q68DV7_IDR_319_676",1
"Q68DX3_IDR_1173_1309",0.239138880459969
"Q68DX3_IDR_190_305",0.250007357288925
"Q68DX3_IDR_679_768",0.245793035573586
"Q68DX3_IDR_864_939",0.265060726677521
"Q68DY9_IDR_68_145",1
"Q68EA5_IDR_42_167",1
"Q68EM7_IDR_453_881",1
"Q6A162_IDR_1_49",0.509280338193548
"Q6A163_IDR_1_31",0.495234679811512
"Q6AHZ1_IDR_1155_1222",0.231029292301332
"Q6AHZ1_IDR_350_443",0.282080701302157
"Q6AI08_IDR_293_411",1
"Q6AI14_IDR_1_53",0.48336149838698
"Q6AI14_IDR_602_798",0.51663850161302
"Q6AI39_IDR_25_722",0.361903766772687
"Q6AI39_IDR_800_1002",0.25432364039987
"Q6A162_IDR_398_429",0.490719661806452
"Q6A163_IDR_411_455",0.504765320188488
"Q6AHZ1_IDR_1236_1310",0.211199018304723
"Q6AHZ1_IDR_464_881",0.275690988091789
"Q6AI12_IDR_136_242",1
"Q6AI39_IDR_1020_1053",0.226054482824496
"Q6AI39_IDR_741_796",0.157718110002946
"Q6AW86_IDR_55_230",1
"Q6AWC2_IDR_391_422",0.263943507595286
"Q6AWC2_IDR_425_488",0.185343498330242
"Q6AWC2_IDR_493_686",0.211450594260133
"Q6DN90_IDR_1_520",0.423456738654953
"Q6DN90_IDR_875_963",0.576543261345047
"Q6DT37_IDR_1455_1551",0.19381011267225
"Q6DT37_IDR_403_446",0.197785192046963
"Q6DT37_IDR_455_495",0.196969321944734
"Q6DT37_IDR_563_631",0.207821259460426
"Q6DT37_IDR_786_903",0.203614113875626
"Q6DWJ6_IDR_308_353",1
"Q6E0U4_IDR_18_351",1
"Q6ECI4_IDR_85_180",1
"Q6EIG7_IDR_1_50",1
"Q6EKJ0_IDR_188_320",1
"Q6EMB2_IDR_404_457",0.470971904575064
"Q6EMB2_IDR_532_660",0.529028095424936
"Q8TDW5_IDR_125_387",1
"Q8TE49_IDR_446_889",0.580828828126678
"Q8TE54_IDR_531_564",1
"Q8TE56_IDR_183_227",1
"Q8TE57_IDR_208_287",1
"Q8TE58_IDR_143_211",1
"Q8TE60_IDR_207_290",1
"Q8TE67_IDR_152_236",0.501522714672069
"Q8TE67_IDR_400_450",0.498477285327931
"Q8TE68_IDR_159_253",0.357092871883793
"Q8TE68_IDR_431_478",0.352357569384816
"Q8TE68_IDR_536_633",0.290549558731391
"Q8TE73_IDR_1059_1096",0.433908415789866
"Q8TE73_IDR_896_930",0.566091584210134
"Q8TE76_IDR_405_450",0.42697900936023
"Q8TE76_IDR_457_793",0.57302099063977
"Q8TE77_IDR_470_659",0.431321034169546
"Q8TE77_IDR_52_91",0.568678965830454
"Q8TE82_IDR_1_76",0.498542958548505
"Q8TE82_IDR_229_265",0.501457041451495
"Q8TE85_IDR_77_219",0.369816283194831
"Q8TEH3_IDR_411_970",1
"Q8TEJ3_IDR_122_191",0.249442535825923
"Q8TEJ3_IDR_1_45",0.21849473924672
"Q8TEJ3_IDR_320_461",0.233480069303549
"Q8TEJ3_IDR_528_821",0.298582655623808
"Q8TEK3_IDR_329_1537",1
"Q8TEL6_IDR_1_33",0.505728887475805
"Q8TEL6_IDR_343_373",0.494271112524195
"Q8TEM1_IDR_1835_1887",1
"Q8TEP8_IDR_1_41",0.292091717187362
"Q8TEP8_IDR_2070_2125",0.354078623364955
"Q8TEP8_IDR_43_1211",0.353829659447683
"Q8TEQ0_IDR_184_389",0.179366343586655
"Q8TEQ0_IDR_407_511",0.253752514899738
"Q8TEQ0_IDR_617_649",0.353935217201374
"Q8TEQ0_IDR_777_813",0.212945924312233
"Q8TEQ6_IDR_1306_1349",0.302886867743349
"Q8TEQ6_IDR_1390_1427",0.312368611464616
"Q8TEQ6_IDR_822_881",0.384744520792035
"Q8TER5_IDR_191_521",0.343282909881367
"Q8TEW8_IDR_593_1205",0.406653100927927
"Q8TEX9_IDR_627_658",1
"Q8TEY5_IDR_1_135",0.33697142490221
"Q8TEY5_IDR_145_183",0.344563397748869
"Q8TEY5_IDR_314_395",0.318465177348921
"Q8TEY7_IDR_129_183",0.475575440499053
"Q8TEY7_IDR_293_473",0.524424559500947
"Q8TF01_IDR_1_33",0.401392015557539
"Q8TF01_IDR_47_805",0.598607984442461
"Q8TF08_IDR_1_32",1
"Q8TF05_IDR_324_613",1
"Q8TF17_IDR_384_440",0.550221816147082
"Q8TF17_IDR_9_39",0.449778183852918
"Q8TF20_IDR_1_66",1
"Q8TF21_IDR_1_42",0.511588294634499
"Q8TF21_IDR_271_823",0.488411705365501
"Q8TF30_IDR_472_705",0.572066666995317
"Q8TF30_IDR_755_809",0.427933333004683
"Q8TF32_IDR_90_153",1
"Q8TF39_IDR_1_45",0.489165463775855
"Q8TF68_IDR_1_260",0.690599021490818
"Q8TF68_IDR_455_543",0.309400978509182
"Q8TF71_IDR_1_61",0.458547721219804
"Q8TF71_IDR_476_515",0.541452278780196
"Q8TF72_IDR_112_1665",0.50513567568874
"Q8TF72_IDR_1688_1777",0.49486432431126
"Q8TF74_IDR_1_440",1
"Q8TF76_IDR_1_456",1
"Q8WTP8_IDR_1_105",0.498855257342225
"Q8WTP8_IDR_283_325",0.501144742657775
"Q8WTP9_IDR_1_111",1
"Q8WTQ4_IDR_1_34",0.49066160991245
"Q8WTQ4_IDR_41_165",0.50933839008755
"Q8WTR4_IDR_559_605",1
"Q8WTR7_IDR_51_208",1
"Q8WTT0_IDR_1_52",1
"Q8WTT2_IDR_1_199",0.490083999427688
"Q8WTT2_IDR_435_472",0.509916000572312
"Q8WTU0_IDR_80_139",1
"Q8WTV0_IDR_465_508",1
"Q8WTV1_IDR_88_239",1
"Q8WTW3_IDR_918_980",1
"Q8WTX9_IDR_1_37",0.484414293889639
"Q8WTX9_IDR_285_450",0.515585706110361
"Q8WU08_IDR_320_361",0.499204269401648
"Q8WU08_IDR_364_396",0.500795730598352
"Q8WU17_IDR_592_664",1
"Q8WU20_IDR_108_469",0.652423608692743
"Q8WU20_IDR_478_508",0.347576391307257
"Q8WU39_IDR_1_31",1
"Q8WU58_IDR_1_562",1
"Q8WU68_IDR_188_220",1
"Q8WU79_IDR_122_429",1
"Q8WU90_IDR_1_81",0.283779770384362
"Q8WU90_IDR_265_295",0.407226203143797
"Q8WU90_IDR_297_396",0.308994026471841
"Q8WUA2_IDR_326_492",1
"Q8WUA4_IDR_25_308",0.279860168280094
"Q8WUA4_IDR_765_797",0.339815294834184
"Q8WUA4_IDR_877_911",0.380324536885722
"Q8WUP2_IDR_18_178",1
"Q8WUQ7_IDR_1_190",0.414153674770934
"Q8WUQ7_IDR_471_556",0.350486584471038
"Q8WUQ7_IDR_589_624",0.235359740758028
"Q8WUR7_IDR_1_49",1
"Q8WUT4_IDR_344_543",1
"Q8WUU4_IDR_1_475",1
"Q8WUU5_IDR_36_129",1
"Q8WUU8_IDR_196_229",1
"Q8WUX1_IDR_1_50",1
"Q8WUX9_IDR_390_453",1
"Q8WUY3_IDR_2383_2542",0.255477111191736
"Q8WUY3_IDR_2558_2632",0.163347398645115
"Q8WUY3_IDR_2640_2874",0.204322108742623
"Q8WUY3_IDR_358_936",0.128224673197588
"Q8WUY3_IDR_938_2344",0.248628708222938
"Q8WUY9_IDR_109_147",1
"Q8WUZ0_IDR_55_217",1
"Q8WV15_IDR_1_45",0.439269784535335
"Q8WV15_IDR_263_306",0.560730215464665
"Q8WVB6_IDR_321_356",0.258225939592756
"Q8WVB6_IDR_859_921",0.250634734529288
"Q8WVC0_IDR_1_352",0.541415696208692
"Q8WVC0_IDR_523_666",0.458584303791308
"Q8WVD3_IDR_104_153",1
"Q8WVD5_IDR_119_150",1
"Q8WVE6_IDR_283_324",1
"Q8WVF2_IDR_21_112",1
"Q8WVF5_IDR_1_31",1
"Q8WVH0_IDR_1_158",1
"Q8WVI7_IDR_44_109",1
"Q8WVJ9_IDR_1_65",1
