"","GO0000981_DNA_binding_transcription_factor_activity._RNA_polymerase_II_specific"
"Q8N9Y4_IDR_111_259",0.579806620586993
"Q8N9Z0_IDR_77_172",1
"Q8N9Z2_IDR_1_54",0.497042360386033
"Q8N9Z2_IDR_87_176",0.502957639613967
"Q8N9Z9_IDR_260_388",0.635832283378456
"Q8N9Z9_IDR_26_129",0.364167716621545
"Q8NA03_IDR_1_111",0.188383240970486
"Q8NA03_IDR_132_261",0.224854310393545
"Q8NA03_IDR_329_384",0.183272608721207
"Q8NA03_IDR_418_521",0.204107200501627
"Q8NA03_IDR_548_581",0.199382639413135
"Q8NA19_IDR_1_43",0.275267214159939
"Q8NA19_IDR_366_514",0.724732785840061
"Q8NA29_IDR_1_38",1
"Q8NA31_IDR_377_409",0.483190815092256
"Q8NA31_IDR_421_673",0.516809184907744
"Q8NA42_IDR_60_143",1
"Q8NA47_IDR_1_31",0.331925410384635
"Q8NA47_IDR_262_296",0.348003413933994
"Q8NA47_IDR_531_563",0.320071175681371
"Q8NAM6_IDR_128_308",0.568363539721994
"Q8NAM6_IDR_1_38",0.431636460278006
"Q8NAN2_IDR_288_334",0.477322994023292
"Q8NAN2_IDR_96_200",0.522677005976708
"Q8NAP3_IDR_123_165",0.446948782107368
"Q8NAP3_IDR_176_459",0.303688375551254
"Q8NAP3_IDR_522_970",0.249362842341378
"Q8NAP8_IDR_125_370",0.672323394596063
"Q8NAP8_IDR_402_495",0.327676605403937
"Q8NAT1_IDR_1_55",1
"Q8NAT2_IDR_204_277",0.219596473936526
"Q8NAT2_IDR_693_915",0.576541725833453
"Q8NAT2_IDR_95_126",0.203861800230021
"Q8NAU1_IDR_177_212",1
"Q8NAV1_IDR_175_312",1
"Q8NAV2_IDR_1_305",0.52752392806295
"Q8NAV2_IDR_308_365",0.47247607193705
"Q8NAX2_IDR_115_232",0.275757950341363
"Q8NAX2_IDR_1_54",0.218692065127325
"Q8NAX2_IDR_308_349",0.237511505807102
"Q8NBF1_IDR_1_190",0.743682245396166
"Q8NBF1_IDR_298_513",0.256317754603834
"Q8NBF6_IDR_239_378",0.554587587077265
"Q8NBF6_IDR_587_648",0.445412412922735
"Q8NBI3_IDR_1_273",1
"Q8NBI5_IDR_214_268",1
"Q8NBI6_IDR_46_95",1
"Q8NBJ4_IDR_133_401",1
"Q8NBJ5_IDR_584_622",1
"Q8NBJ9_IDR_385_424",1
"Q8NBK3_IDR_1_87",1
"Q8NBM4_IDR_219_302",1
"Q8NBN3_IDR_474_555",1
"Q8NBP0_IDR_1_108",1
"Q8NBP5_IDR_1_54",0.482881130578697
"Q8NBP5_IDR_222_265",0.517118869421303
"Q8NBP7_IDR_1_61",1
"Q8NBR0_IDR_134_306",0.481910615549949
"Q8NBR0_IDR_363_393",0.518089384450051
"Q8NC60_IDR_18_66",0.576158213058556
"Q8NC60_IDR_82_123",0.423841786941444
"Q8NC67_IDR_464_525",1
"Q8NC74_IDR_105_664",0.536515094767538
"Q8NC74_IDR_1_103",0.463484905232462
"Q8NC96_IDR_167_251",1
"Q8NCA5_IDR_305_503",1
"Q8NCA9_IDR_1_197",0.477563901399374
"Q8NCA9_IDR_258_323",0.522436098600626
"Q8NCB2_IDR_327_501",1
"Q8NCC5_IDR_237_277",1
"Q8NCD3_IDR_162_403",0.352055833167294
"Q8NCD3_IDR_448_748",0.300412602511073
"Q8NCD3_IDR_73_146",0.347531564321633
"Q8NCE0_IDR_131_279",1
"Q8NCE2_IDR_432_551",1
"Q8NCF5_IDR_1_45",0.497387040194181
"Q8NCF5_IDR_55_247",0.502612959805819
"Q8NCG5_IDR_1_39",1
"Q8NCG7_IDR_545_585",1
"Q8NCV1_IDR_1_112",1
"Q8NCW5_IDR_1_54",1
"Q8NCW6_IDR_31_97",1
"Q8NCX0_IDR_1023_1101",0.559189585122513
"Q8NCX0_IDR_1_101",0.440810414877487
"Q8NCY6_IDR_82_345",1
"Q8ND04_IDR_1_39",0.326830394472694
"Q8ND04_IDR_656_739",0.351500709304468
"Q8ND04_IDR_99_132",0.321668896222837
"Q8ND07_IDR_1_39",0.447728041491889
"Q8ND07_IDR_459_497",0.552271958508111
"Q8ND23_IDR_861_1372",1
"Q8ND24_IDR_1_236",0.314968834829468
"Q8ND24_IDR_425_551",0.392989981209715
"Q8ND24_IDR_610_653",0.292041183960817
"Q8ND25_IDR_1_137",1
"Q8ND30_IDR_142_499",0.292572950797493
"Q8ND30_IDR_1_49",0.357504647842786
"Q8ND30_IDR_842_876",0.349922401359721
"Q8ND56_IDR_81_463",1
"Q8NDG6_IDR_17_121",1
"Q8NDH6_IDR_262_452",1
"Q8NDI1_IDR_1201_1231",0.332967480892156
"Q8NDI1_IDR_174_542",0.448801431464512
"Q8NDI1_IDR_544_1075",0.218231087643333
"Q8NDL9_IDR_343_417",0.566767793399464
"Q8NDL9_IDR_600_886",0.433232206600536
"Q8NDM7_IDR_749_785",0.519236779670268
"Q8NDM7_IDR_930_986",0.480763220329732
"Q8NDP4_IDR_63_149",1
"Q8NDQ6_IDR_60_186",1
"Q8NDT2_IDR_1_134",0.261999371248338
"Q8NDT2_IDR_223_306",0.435549042131165
"Q8NDT2_IDR_554_709",0.302451586620497
"Q8NDV7_IDR_1_1702",1
"Q8NDW4_IDR_61_353",1
"Q8NDX1_IDR_1004_1056",0.411984592111181
"Q8NDX1_IDR_1_583",0.588015407888819
"Q8NDX2_IDR_1_64",0.452308089397274
"Q8NDX2_IDR_510_589",0.547691910602726
"Q8NE63_IDR_350_616",1
"Q8NE71_IDR_1_299",1
"Q8NE79_IDR_269_360",1
"Q8NE86_IDR_1_51",1
"Q8NEA5_IDR_182_215",0.490837113391901
"Q8NEA5_IDR_28_83",0.509162886608098
"Q8NEA6_IDR_1_340",0.711046676155041
"Q8NEA6_IDR_446_666",0.288953323844959
"Q8NEA9_IDR_1_89",1
"Q8NEB7_IDR_124_278",0.490272626761873
"Q8NEB7_IDR_1_35",0.509727373238127
"Q8NEB9_IDR_412_470",1
"Q8NEC5_IDR_1_418",1
"Q8NEC7_IDR_193_244",1
"Q8NEE8_IDR_544_873",1
"Q8NEF3_IDR_241_303",1
"Q8NEF9_IDR_129_419",1
"Q8NEG0_IDR_189_241",1
"Q8NEG2_IDR_106_295",0.523134756681971
"Q8NEG2_IDR_27_72",0.476865243318029
"Q8NEN9_IDR_1107_1154",0.338006158486612
"Q8NEN9_IDR_454_677",0.320831174645349
"Q8NEN9_IDR_886_998",0.341162666868039
"Q8NEP3_IDR_1_85",0.500866342499334
"Q8NEP3_IDR_303_725",0.499133657500666
"Q8NEP4_IDR_1_510",1
"Q8NEP9_IDR_15_141",1
"Q8NEQ5_IDR_1_105",1
"Q8NEQ6_IDR_95_146",1
"Q8NER1_IDR_1_107",0.508941176850366
"Q8NER1_IDR_762_839",0.491058823149634
"Q8NES3_IDR_1_105",1
"Q8NET4_IDR_1_1180",0.420825546753248
"Q8NET4_IDR_1313_1351",0.579174453246752
"Q8NET5_IDR_191_264",1
"Q8NET6_IDR_1_63",1
"Q8NET8_IDR_1_116",0.574151517547767
"Q8NET8_IDR_750_790",0.425848482452233
"Q8NEU8_IDR_388_436",1
"Q8NEV1_IDR_332_391",1
"Q8NEZ4_IDR_4117_4189",0.103946262442607
"Q8NEZ4_IDR_4251_4345",0.127137904020019
"Q8NF37_IDR_1_36",0.319732320059708
"Q8NF37_IDR_38_73",0.31928389505691
"Q8NF37_IDR_496_534",0.360983784883382
"Q8NF50_IDR_1234_1287",0.390594511525718
"Q8NF50_IDR_1347_1418",0.310916173658025
"Q8NF50_IDR_420_456",0.298489314816257
"Q8NF64_IDR_1_416",0.359895379052894
"Q8NF64_IDR_685_883",0.640104620947106
"Q8NF86_IDR_1_33",1
"Q8NF91_IDR_147_178",0.153914092784165
"Q8NF91_IDR_5763_6086",0.13105126730184
"Q8NFG4_IDR_278_337",0.480712603651319
"Q8NFG4_IDR_30_87",0.519287396348681
"Q8NFH5_IDR_1_171",0.578699809096733
"Q8NFH5_IDR_250_308",0.421300190903267
"Q8NFH8_IDR_142_272",0.624329702151334
"Q8NFH8_IDR_362_617",0.375670297848666
"Q8NFI3_IDR_1_57",1
"Q8NFJ5_IDR_273_312",1
"Q8NFJ8_IDR_1_252",0.411576928196787
"Q8NFJ8_IDR_312_381",0.588423071803213
"Q8NFK1_IDR_225_279",1
"Q8NFL0_IDR_1_92",1
"Q8NFM4_IDR_452_484",0.469110341489275
"Q8NFM4_IDR_487_536",0.530889658510725
"Q8NFM7_IDR_2_34",0.302173530589266
"Q8NFM7_IDR_515_548",0.288546948332986
"Q8NFM7_IDR_561_739",0.409279521077748
"Q8NFN8_IDR_319_788",1
"Q8NFP9_IDR_1490_1570",0.199566629112135
"Q8NFP9_IDR_1_55",0.269402779050209
"Q8NFP9_IDR_1581_1881",0.27159426722863
"Q8NFP9_IDR_951_1328",0.259436324609026
"Q8NFQ8_IDR_1_247",1
"Q8NFT6_IDR_1_44",0.236611917705172
"Q8NFW8_IDR_1_40",1
"Q8NFW9_IDR_130_859",0.473826681700516
"Q8NFW9_IDR_25_73",0.526173318299484
"Q8NFY4_IDR_545_662",0.391371607434503
"Q8NFY4_IDR_691_829",0.247945061727631
"Q8NFY4_IDR_832_1070",0.360683330837866
"Q8NFZ0_IDR_1_190",1
"Q8NFZ3_IDR_1_39",0.266848629470878
"Q8NFZ3_IDR_605_668",0.275048423592687
"Q8NFZ3_IDR_701_816",0.458102946936435
"Q8NFZ4_IDR_613_679",0.512571896998341
"Q8NFZ4_IDR_701_835",0.487428103001659
"Q8NFZ5_IDR_157_207",0.466746166365073
"Q8NFZ5_IDR_330_400",0.533253833634927
"Q8NFZ8_IDR_342_388",1
"Q8NG08_IDR_395_425",0.314332194011306
"Q8NG08_IDR_795_825",0.352222514898166
"Q8NG08_IDR_957_1062",0.333445291090528
"Q8NG27_IDR_122_481",0.482245478430165
"Q8NG27_IDR_37_112",0.517754521569835
"Q8NG31_IDR_1_1876",1
"Q8NG48_IDR_549_700",1
"Q8NG66_IDR_299_523",1
"Q8NGU9_IDR_377_434",1
"Q8NHG7_IDR_1_71",1
"Q8NHS0_IDR_116_186",1
"Q8NHS3_IDR_1_32",0.602879607216698
"Q8NHS3_IDR_245_290",0.397120392783302
"Q8NHS9_IDR_1_237",1
"Q8NHU0_IDR_1_118",1
"Q8NHU2_IDR_277_347",1
"Q8NHU3_IDR_1_55",1
"Q8NHU6_IDR_412_447",0.36644208530104
"Q8NHU6_IDR_850_899",0.313727373226565
"Q8NHU6_IDR_89_231",0.319830541472395
"Q8NHV4_IDR_309_350",0.435852828726553
"Q8NHV4_IDR_354_626",0.564147171273447
"Q8NHV9_IDR_21_106",1
"Q8NHW3_IDR_1_226",0.849434804387898
"Q8NHW3_IDR_319_353",0.150565195612102
"Q8NHW6_IDR_1_33",1
"Q8NHX4_IDR_1_110",0.464523340549936
"Q8NHX4_IDR_161_192",0.535476659450064
"Q8NHX9_IDR_1_37",1
"Q8NHY2_IDR_1_131",0.554641882001628
"Q8NI35_IDR_1328_1418",0.112924291067884
"Q8NI35_IDR_1622_1670",0.0969823559669982
"Q8NI35_IDR_1765_1801",0.115699895010012
"Q8NI37_IDR_1_31",1
"Q8NI51_IDR_123_371",0.346327341717382
"Q8NI51_IDR_1_84",0.180273249536944
"Q8NI51_IDR_439_513",0.305183274312217
"Q8NI51_IDR_550_627",0.168216134433457
"Q8NI60_IDR_1_251",1
"Q8NI77_IDR_617_898",1
"Q8NI99_IDR_186_252",1
"Q8TA86_IDR_147_221",0.465627120109635
"Q8TA86_IDR_1_81",0.534372879890365
"Q8TA94_IDR_48_139",1
"Q8TAA5_IDR_1_55",1
"Q8TAA9_IDR_1_90",1
"Q8TAB3_IDR_744_787",0.309468101794401
"Q8TAB3_IDR_805_992",0.364874728497139
"Q8TAB3_IDR_994_1117",0.32565716970846
"Q8TAB5_IDR_1_151",1
"Q8TAM1_IDR_435_547",1
"Q8TAM6_IDR_1_284",1
"Q8TAP8_IDR_1_204",1
"Q8TAP9_IDR_1_135",1
"Q8TAQ2_IDR_259_417",0.335347152033356
"Q8TAQ2_IDR_545_609",0.327785176789121
"Q8TAQ2_IDR_720_1214",0.336867671177523
"Q8TAQ5_IDR_15_131",1
"Q8TAQ9_IDR_1_41",1
"Q8TAT2_IDR_1_47",0.528383180578087
"Q8TAT2_IDR_149_233",0.471616819421913
"Q8TAT5_IDR_400_501",1
"Q8TAU0_IDR_1_155",0.569728357519707
"Q8TAU0_IDR_235_352",0.430271642480293
"Q8TAU3_IDR_59_162",1
"Q8TAV0_IDR_134_221",0.478468672615085
"Q8TAV0_IDR_231_307",0.521531327384915
"Q8TAW3_IDR_1_44",0.431160417779059
"Q8TBA6_IDR_566_665",0.230176026118941
"Q8TBB0_IDR_94_147",1
"Q8TBB1_IDR_130_258",1
"Q8TBB5_IDR_351_426",0.477583719574366
"Q8TBB5_IDR_489_520",0.522416280425634
"Q8TBB6_IDR_436_501",0.463511937733502
"Q8TBB6_IDR_680_771",0.536488062266498
"Q8TBC3_IDR_135_191",0.531624419131432
"Q8TBC3_IDR_606_707",0.468375580868568
"Q8TBC4_IDR_1_32",1
"Q8TBC5_IDR_135_408",0.323518663615045
"Q8TBC5_IDR_1_41",0.278913242479932
"Q8TBC5_IDR_473_510",0.397568093905024
"Q8TBE0_IDR_1_73",0.227647136354549
"Q8TBE0_IDR_461_587",0.374167505072756
"Q8TBE0_IDR_76_348",0.398185358572696
"Q8TBE3_IDR_144_224",1
"Q8TBE7_IDR_30_96",1
"Q8TBF4_IDR_90_217",1
"Q8TBF8_IDR_1_33",1
"Q8TBY8_IDR_935_990",0.343180020399974
"Q8TBY9_IDR_1_245",1
"Q8TBZ0_IDR_1_428",0.544183373949734
"Q8TBZ0_IDR_752_833",0.455816626050266
"Q8TBZ3_IDR_322_360",0.493874371894832
"Q8TBZ3_IDR_392_507",0.506125628105168
"Q8TBZ5_IDR_1_212",1
"Q8TBZ6_IDR_1_97",0.405582849651993
"Q8TBZ6_IDR_277_339",0.594417150348007
"Q8TC05_IDR_1_714",1
"Q8TC07_IDR_631_691",1
"Q8TC20_IDR_1_126",0.244779812786423
"Q8TC20_IDR_132_309",0.290211855255466
"Q8TC20_IDR_550_634",0.257086364243659
"Q8TC20_IDR_721_777",0.207921967714452
"Q8TC21_IDR_49_138",1
"Q8TC26_IDR_1_75",1
"Q8TC27_IDR_712_787",1
"Q8TC29_IDR_1_142",1
"Q8TC76_IDR_1_265",0.493047723972032
"Q8TC76_IDR_291_339",0.506952276027968
"Q8TC90_IDR_131_196",0.27396291123506
"Q8TC90_IDR_1_72",0.435713963432922
"Q8TC90_IDR_200_364",0.290323125332018
"Q8TC92_IDR_2_55",0.366048199041433
"Q8TC92_IDR_383_436",0.294518937873921
"Q8TC92_IDR_493_561",0.339432863084646
"Q8TC99_IDR_64_171",1
"Q8TCC7_IDR_511_542",1
"Q8TCD1_IDR_1_76",1
"Q8TCF1_IDR_118_155",1
"Q8TCG1_IDR_539_597",1
"Q8TCG2_IDR_1_97",1
"Q8TCG5_IDR_769_803",1
"Q8TCJ2_IDR_1_67",0.354329368460618
"Q8TCJ2_IDR_489_548",0.327534720068489
"Q8TCJ2_IDR_776_826",0.318135911470893
"Q8TCN5_IDR_128_630",0.336192152559944
"Q8TCN5_IDR_13_47",0.326457854366344
"Q8TCN5_IDR_49_124",0.173400390095729
"Q8TCN5_IDR_826_881",0.163949602977984
"Q8TCQ1_IDR_1_75",0.47840351237972
"Q8TCQ1_IDR_244_289",0.52159648762028
"Q8TCT6_IDR_35_67",1
"Q8TCT7_IDR_201_233",0.525541640155856
"Q8TCT7_IDR_506_592",0.474458359844144
"Q8TCT9_IDR_347_377",1
"Q8TD10_IDR_1_117",0.557782321589093
"Q8TD10_IDR_331_391",0.442217678410907
"Q8TD16_IDR_141_666",0.543435373670768
"Q8TD16_IDR_777_824",0.456564626329232
"Q8TD17_IDR_1_40",0.431101651386475
"Q8TD17_IDR_190_344",0.568898348613525
"Q8TD19_IDR_1_48",0.33763919715227
"Q8TD19_IDR_731_807",0.276184785522038
"Q8TD19_IDR_825_961",0.386176017325692
"Q8TD20_IDR_1_34",0.455080546348779
"Q8TD20_IDR_568_617",0.544919453651221
"Q8TD26_IDR_1_310",0.0934335462160446
"Q8TD26_IDR_1316_1385",0.219641105047065
"Q8TD26_IDR_1410_1447",0.153953788366536
"Q8TD26_IDR_1619_2108",0.368499383882597
"Q8TD26_IDR_2110_2715",0.164472176487758
"Q8TD30_IDR_1_44",1
"Q8TD31_IDR_1_154",0.493013935658176
"Q8TD31_IDR_675_782",0.506986064341824
"Q8TD35_IDR_1_103",1
"Q8TD43_IDR_519_553",0.507344323047466
"Q8TD43_IDR_713_764",0.492655676952534
"Q8TD55_IDR_121_410",1
"Q8TD57_IDR_1_224",1
"Q8TD84_IDR_1616_2047",1
"Q8TD90_IDR_1_83",1
"Q8TDC3_IDR_716_778",0.432457566006593
"Q8TDD1_IDR_1_96",0.358221913506828
"Q8TDD1_IDR_578_739",0.371486429392857
"Q8TDD1_IDR_774_881",0.270291657100314
"Q8TDD2_IDR_1_129",0.357447537573762
"Q8TDD2_IDR_173_289",0.417533248143364
"Q8TDD2_IDR_361_431",0.225019214282873
"Q8TDF5_IDR_417_471",0.526976996536091
"Q8TDF5_IDR_481_516",0.473023003463909
"Q8TDF6_IDR_1_35",0.412743113912552
"Q8TDF6_IDR_593_673",0.587256886087448
"Q8TDG4_IDR_1_313",1
"Q8TDI0_IDR_1_131",0.132883042044274
"Q8TDI0_IDR_1203_1252",0.173400311643928
"Q8TDI0_IDR_1328_1405",0.201634010443877
"Q8TDI0_IDR_1532_1699",0.192302854716645
"Q8TDI0_IDR_200_341",0.132371806614557
"Q8TDI0_IDR_651_681",0.167407974536719
"Q8TDI7_IDR_1_157",0.449903460588645
"Q8TDI7_IDR_800_906",0.550096539411355
"Q8TDN2_IDR_56_92",0.480109549735993
"Q8TDN4_IDR_1_317",0.546752266087319
"Q8TDN4_IDR_410_443",0.453247733912681
"Q8TDN6_IDR_1_53",0.274225028853183
"Q8TDN6_IDR_271_306",0.318733353977429
"Q8TDN6_IDR_309_353",0.407041617169389
"Q8TDQ0_IDR_136_201",1
"Q8TDQ1_IDR_130_290",1
"Q8TDR0_IDR_119_508",1
"Q8TDR2_IDR_1_197",1
"Q8TDR4_IDR_1_215",1
"Q8TDS4_IDR_314_363",1
"Q8TDS5_IDR_1_88",0.523702381228303
"Q8TDS5_IDR_374_423",0.476297618771697
"Q8TDT2_IDR_319_470",1
"Q8TDU9_IDR_333_374",1
"Q8TDV0_IDR_328_381",1
"Q8TDW4_IDR_124_154",1
"Q684P5_IDR_678_717",0.317724305732581
"Q68BL7_IDR_155_395",1
"Q68BL8_IDR_1_73",0.549935265164779
"Q68BL8_IDR_183_486",0.450064734835221
"Q68CJ6_IDR_1_41",1
"Q68CJ9_IDR_1_461",1
"Q68CL5_IDR_253_300",1
"Q68CP9_IDR_1693_1743",0.384575197250311
"Q68CP9_IDR_473_531",0.187662393405077
"Q68CP9_IDR_535_569",0.175676592684858
"Q68CP9_IDR_603_1629",0.252085816659754
"Q68CQ1_IDR_1_193",0.565324672854807
"Q68CQ1_IDR_195_239",0.434675327145193
"Q68CQ4_IDR_1_75",0.481472237945572
"Q68CQ4_IDR_78_186",0.518527762054428
"Q68CQ7_IDR_1_48",1
"Q68CR1_IDR_1086_1132",0.492541088463056
"Q68CR1_IDR_1_33",0.507458911536944
"Q68DE3_IDR_2199_2245",0.324905356832658
"Q68DH5_IDR_1_94",0.610648205953557
"Q68DH5_IDR_582_695",0.389351794046443
"Q68DK7_IDR_1_469",1
"Q68DL7_IDR_311_685",1
"Q68DQ2_IDR_1_1477",0.324404858072531
"Q68DQ2_IDR_1480_1759",0.354745761611517
"Q68DQ2_IDR_1768_2281",0.320849380315952
"Q68DU8_IDR_284_387",1
"Q68DV7_IDR_319_676",1
"Q68DX3_IDR_1173_1309",0.286302830564726
"Q68DX3_IDR_190_305",0.229442672947065
"Q68DX3_IDR_679_768",0.235019315398111
"Q68DX3_IDR_864_939",0.249235181090098
"Q68DY9_IDR_68_145",1
"Q68EA5_IDR_42_167",1
"Q68EM7_IDR_453_881",1
"Q6A162_IDR_1_49",0.50973413669185
"Q6A163_IDR_1_31",0.467612164620543
"Q6AHZ1_IDR_1155_1222",0.222600449667615
"Q6AHZ1_IDR_350_443",0.285335762229345
"Q6AI08_IDR_293_411",1
"Q6AI14_IDR_1_53",0.514504836212221
"Q6AI14_IDR_602_798",0.485495163787779
"Q6AI39_IDR_25_722",0.27953584719573
"Q6AI39_IDR_800_1002",0.256868864182256
"Q6A162_IDR_398_429",0.49026586330815
"Q6A163_IDR_411_455",0.532387835379457
"Q6AHZ1_IDR_1236_1310",0.189358874988429
"Q6AHZ1_IDR_464_881",0.302704913114611
"Q6AI12_IDR_136_242",1
"Q6AI39_IDR_1020_1053",0.27512573179609
"Q6AI39_IDR_741_796",0.188469556825924
"Q6AW86_IDR_55_230",1
"Q6AWC2_IDR_391_422",0.258143184602128
"Q6AWC2_IDR_425_488",0.198323295423486
"Q6AWC2_IDR_493_686",0.208938716315811
"Q6DN90_IDR_1_520",0.41753133015831
"Q6DN90_IDR_875_963",0.58246866984169
"Q6DT37_IDR_1455_1551",0.191942970632378
"Q6DT37_IDR_403_446",0.195333218957093
"Q6DT37_IDR_455_495",0.196543360257431
"Q6DT37_IDR_563_631",0.197559170159608
"Q6DT37_IDR_786_903",0.21862127999349
"Q6DWJ6_IDR_308_353",1
"Q6E0U4_IDR_18_351",1
"Q6ECI4_IDR_85_180",1
"Q6EIG7_IDR_1_50",1
"Q6EKJ0_IDR_188_320",1
"Q6EMB2_IDR_404_457",0.465509671061433
"Q6EMB2_IDR_532_660",0.534490328938567
"Q8TDW5_IDR_125_387",1
"Q8TE49_IDR_446_889",0.583253339481812
"Q8TE54_IDR_531_564",1
"Q8TE56_IDR_183_227",1
"Q8TE57_IDR_208_287",1
"Q8TE58_IDR_143_211",1
"Q8TE60_IDR_207_290",1
"Q8TE67_IDR_152_236",0.494997742309407
"Q8TE67_IDR_400_450",0.505002257690593
"Q8TE68_IDR_159_253",0.331008016253202
"Q8TE68_IDR_431_478",0.367369632485961
"Q8TE68_IDR_536_633",0.301622351260837
"Q8TE73_IDR_1059_1096",0.443945602314513
"Q8TE73_IDR_896_930",0.556054397685487
"Q8TE76_IDR_405_450",0.447427335918637
"Q8TE76_IDR_457_793",0.552572664081363
"Q8TE77_IDR_470_659",0.431749468458996
"Q8TE77_IDR_52_91",0.568250531541004
"Q8TE82_IDR_1_76",0.486190053786014
"Q8TE82_IDR_229_265",0.513809946213986
"Q8TE85_IDR_77_219",0.402710517196009
"Q8TEH3_IDR_411_970",1
"Q8TEJ3_IDR_122_191",0.232159244981943
"Q8TEJ3_IDR_1_45",0.246034382069244
"Q8TEJ3_IDR_320_461",0.240950332207753
"Q8TEJ3_IDR_528_821",0.280856040741061
"Q8TEK3_IDR_329_1537",1
"Q8TEL6_IDR_1_33",0.448621001980576
"Q8TEL6_IDR_343_373",0.551378998019424
"Q8TEM1_IDR_1835_1887",1
"Q8TEP8_IDR_1_41",0.282567979001085
"Q8TEP8_IDR_2070_2125",0.31396223186602
"Q8TEP8_IDR_43_1211",0.403469789132895
"Q8TEQ0_IDR_184_389",0.178041898705524
"Q8TEQ0_IDR_407_511",0.25133884124877
"Q8TEQ0_IDR_617_649",0.348164824155037
"Q8TEQ0_IDR_777_813",0.222454435890669
"Q8TEQ6_IDR_1306_1349",0.30861351534687
"Q8TEQ6_IDR_1390_1427",0.308297743828269
"Q8TEQ6_IDR_822_881",0.383088740824861
"Q8TER5_IDR_191_521",0.302563110242483
"Q8TEW8_IDR_593_1205",0.414983441453372
"Q8TEX9_IDR_627_658",1
"Q8TEY5_IDR_1_135",0.401894425880996
"Q8TEY5_IDR_145_183",0.315655930605276
"Q8TEY5_IDR_314_395",0.282449643513727
"Q8TEY7_IDR_129_183",0.478316282590966
"Q8TEY7_IDR_293_473",0.521683717409034
"Q8TF01_IDR_1_33",0.521987531185866
"Q8TF01_IDR_47_805",0.478012468814134
"Q8TF08_IDR_1_32",1
"Q8TF05_IDR_324_613",1
"Q8TF17_IDR_384_440",0.553453854473314
"Q8TF17_IDR_9_39",0.446546145526686
"Q8TF20_IDR_1_66",1
"Q8TF21_IDR_1_42",0.590757408457065
"Q8TF21_IDR_271_823",0.409242591542935
"Q8TF30_IDR_472_705",0.572630568639418
"Q8TF30_IDR_755_809",0.427369431360582
"Q8TF32_IDR_90_153",1
"Q8TF39_IDR_1_45",0.493445519871952
"Q8TF68_IDR_1_260",0.748617662421345
"Q8TF68_IDR_455_543",0.251382337578655
"Q8TF71_IDR_1_61",0.45664859423585
"Q8TF71_IDR_476_515",0.54335140576415
"Q8TF72_IDR_112_1665",0.528559906781375
"Q8TF72_IDR_1688_1777",0.471440093218625
"Q8TF74_IDR_1_440",1
"Q8TF76_IDR_1_456",1
"Q8WTP8_IDR_1_105",0.483664857286532
"Q8WTP8_IDR_283_325",0.516335142713468
"Q8WTP9_IDR_1_111",1
"Q8WTQ4_IDR_1_34",0.506873367764928
"Q8WTQ4_IDR_41_165",0.493126632235072
"Q8WTR4_IDR_559_605",1
"Q8WTR7_IDR_51_208",1
"Q8WTT0_IDR_1_52",1
"Q8WTT2_IDR_1_199",0.470519306529088
"Q8WTT2_IDR_435_472",0.529480693470912
"Q8WTU0_IDR_80_139",1
"Q8WTV0_IDR_465_508",1
"Q8WTV1_IDR_88_239",1
"Q8WTW3_IDR_918_980",1
"Q8WTX9_IDR_1_37",0.48809107194082
"Q8WTX9_IDR_285_450",0.51190892805918
"Q8WU08_IDR_320_361",0.499109239038904
"Q8WU08_IDR_364_396",0.500890760961096
"Q8WU17_IDR_592_664",1
"Q8WU20_IDR_108_469",0.648510920350097
"Q8WU20_IDR_478_508",0.351489079649903
"Q8WU39_IDR_1_31",1
"Q8WU58_IDR_1_562",1
"Q8WU68_IDR_188_220",1
"Q8WU79_IDR_122_429",1
"Q8WU90_IDR_1_81",0.266129118659535
"Q8WU90_IDR_265_295",0.399317590118738
"Q8WU90_IDR_297_396",0.334553291221727
"Q8WUA2_IDR_326_492",1
"Q8WUA4_IDR_25_308",0.240924107421753
"Q8WUA4_IDR_765_797",0.35991496226792
"Q8WUA4_IDR_877_911",0.399160930310327
"Q8WUP2_IDR_18_178",1
"Q8WUQ7_IDR_1_190",0.268957181602874
"Q8WUQ7_IDR_471_556",0.462249876182847
"Q8WUQ7_IDR_589_624",0.268792942214279
"Q8WUR7_IDR_1_49",1
"Q8WUT4_IDR_344_543",1
"Q8WUU4_IDR_1_475",1
"Q8WUU5_IDR_36_129",1
"Q8WUU8_IDR_196_229",1
"Q8WUX1_IDR_1_50",1
"Q8WUX9_IDR_390_453",1
"Q8WUY3_IDR_2383_2542",0.241912002302264
"Q8WUY3_IDR_2558_2632",0.146243874964855
"Q8WUY3_IDR_2640_2874",0.161209357949461
"Q8WUY3_IDR_358_936",0.133811138412763
"Q8WUY3_IDR_938_2344",0.316823626370657
"Q8WUY9_IDR_109_147",1
"Q8WUZ0_IDR_55_217",1
"Q8WV15_IDR_1_45",0.434226944584349
"Q8WV15_IDR_263_306",0.565773055415651
"Q8WVB6_IDR_321_356",0.243976195293571
"Q8WVB6_IDR_859_921",0.245821247519555
"Q8WVC0_IDR_1_352",0.465797419001341
"Q8WVC0_IDR_523_666",0.534202580998659
"Q8WVD3_IDR_104_153",1
"Q8WVD5_IDR_119_150",1
"Q8WVE6_IDR_283_324",1
"Q8WVF2_IDR_21_112",1
"Q8WVF5_IDR_1_31",1
"Q8WVH0_IDR_1_158",1
