"","GO0010562_positive_regulation_of_phosphorus_metabolic_process"
"Q8N9Z0_IDR_77_172",1
"Q8N9Z2_IDR_1_54",0.495854320376599
"Q8N9Z2_IDR_87_176",0.504145679623401
"Q8N9Z9_IDR_260_388",0.488789860999659
"Q8N9Z9_IDR_26_129",0.511210139000341
"Q8NA03_IDR_1_111",0.195225521844076
"Q8NA03_IDR_132_261",0.192361254877024
"Q8NA03_IDR_329_384",0.203094208167535
"Q8NA03_IDR_418_521",0.212930149581965
"Q8NA03_IDR_548_581",0.1963888655294
"Q8NA19_IDR_1_43",0.499852747528581
"Q8NA19_IDR_366_514",0.500147252471419
"Q8NA29_IDR_1_38",1
"Q8NA31_IDR_377_409",0.518008115174312
"Q8NA31_IDR_421_673",0.481991884825688
"Q8NA42_IDR_60_143",1
"Q8NA47_IDR_1_31",0.332958788807498
"Q8NA47_IDR_262_296",0.333210967809233
"Q8NA47_IDR_531_563",0.333830243383269
"Q8NAM6_IDR_128_308",0.506070860021885
"Q8NAM6_IDR_1_38",0.493929139978115
"Q8NAN2_IDR_288_334",0.500027208500341
"Q8NAN2_IDR_96_200",0.499972791499659
"Q8NAP3_IDR_123_165",0.334243041543542
"Q8NAP3_IDR_176_459",0.343220450304211
"Q8NAP3_IDR_522_970",0.322536508152248
"Q8NAP8_IDR_125_370",0.495387486993397
"Q8NAP8_IDR_402_495",0.504612513006604
"Q8NAT1_IDR_1_55",1
"Q8NAT2_IDR_204_277",0.326875537356638
"Q8NAT2_IDR_693_915",0.331006662377103
"Q8NAT2_IDR_95_126",0.342117800266259
"Q8NAU1_IDR_177_212",1
"Q8NAV1_IDR_175_312",1
"Q8NAV2_IDR_1_305",0.568521813784225
"Q8NAV2_IDR_308_365",0.431478186215775
"Q8NAX2_IDR_115_232",0.241128829598816
"Q8NAX2_IDR_1_54",0.254080183208983
"Q8NAX2_IDR_308_349",0.252935108990056
"Q8NBF1_IDR_1_190",0.503930662106675
"Q8NBF1_IDR_298_513",0.496069337893325
"Q8NBF6_IDR_239_378",0.505471104254227
"Q8NBF6_IDR_587_648",0.494528895745773
"Q8NBI3_IDR_1_273",1
"Q8NBI5_IDR_214_268",1
"Q8NBI6_IDR_46_95",1
"Q8NBJ4_IDR_133_401",1
"Q8NBJ5_IDR_584_622",1
"Q8NBJ9_IDR_385_424",1
"Q8NBK3_IDR_1_87",1
"Q8NBM4_IDR_219_302",1
"Q8NBN3_IDR_474_555",1
"Q8NBP0_IDR_1_108",1
"Q8NBP5_IDR_1_54",0.572547983290508
"Q8NBP5_IDR_222_265",0.427452016709492
"Q8NBP7_IDR_1_61",1
"Q8NBR0_IDR_134_306",0.503433536709888
"Q8NBR0_IDR_363_393",0.496566463290112
"Q8NC60_IDR_18_66",0.5103808338409
"Q8NC60_IDR_82_123",0.4896191661591
"Q8NC67_IDR_464_525",1
"Q8NC74_IDR_105_664",0.516640269668663
"Q8NC74_IDR_1_103",0.483359730331337
"Q8NC96_IDR_167_251",1
"Q8NCA5_IDR_305_503",1
"Q8NCA9_IDR_1_197",0.510873983071486
"Q8NCA9_IDR_258_323",0.489126016928514
"Q8NCB2_IDR_327_501",1
"Q8NCC5_IDR_237_277",1
"Q8NCD3_IDR_162_403",0.331306538693967
"Q8NCD3_IDR_448_748",0.331690918296729
"Q8NCD3_IDR_73_146",0.337002543009304
"Q8NCE0_IDR_131_279",1
"Q8NCE2_IDR_432_551",1
"Q8NCF5_IDR_1_45",0.517559672253225
"Q8NCF5_IDR_55_247",0.482440327746775
"Q8NCG5_IDR_1_39",1
"Q8NCG7_IDR_545_585",1
"Q8NCV1_IDR_1_112",1
"Q8NCW5_IDR_1_54",1
"Q8NCW6_IDR_31_97",1
"Q8NCX0_IDR_1023_1101",0.495061989146086
"Q8NCX0_IDR_1_101",0.504938010853914
"Q8NCY6_IDR_82_345",1
"Q8ND04_IDR_1_39",0.334446696085826
"Q8ND04_IDR_656_739",0.329224276031075
"Q8ND04_IDR_99_132",0.3363290278831
"Q8ND07_IDR_1_39",0.476491094768
"Q8ND07_IDR_459_497",0.523508905232
"Q8ND23_IDR_861_1372",1
"Q8ND24_IDR_1_236",0.31347372172495
"Q8ND24_IDR_425_551",0.345284086838601
"Q8ND24_IDR_610_653",0.341242191436448
"Q8ND25_IDR_1_137",1
"Q8ND30_IDR_142_499",0.316763004184521
"Q8ND30_IDR_1_49",0.34415136469565
"Q8ND30_IDR_842_876",0.339085631119828
"Q8ND56_IDR_81_463",1
"Q8NDG6_IDR_17_121",1
"Q8NDH6_IDR_262_452",1
"Q8NDI1_IDR_1201_1231",0.342966476952751
"Q8NDI1_IDR_174_542",0.341689056196043
"Q8NDI1_IDR_544_1075",0.315344466851207
"Q8NDL9_IDR_343_417",0.511739372222583
"Q8NDL9_IDR_600_886",0.488260627777417
"Q8NDM7_IDR_749_785",0.500458377604993
"Q8NDM7_IDR_930_986",0.499541622395007
"Q8NDP4_IDR_63_149",1
"Q8NDQ6_IDR_60_186",1
"Q8NDT2_IDR_1_134",0.333244946868822
"Q8NDT2_IDR_223_306",0.352847385594996
"Q8NDT2_IDR_554_709",0.313907667536182
"Q8NDV7_IDR_1_1702",1
"Q8NDW4_IDR_61_353",1
"Q8NDX1_IDR_1004_1056",0.493441391633867
"Q8NDX1_IDR_1_583",0.506558608366133
"Q8NDX2_IDR_1_64",0.500642249443454
"Q8NDX2_IDR_510_589",0.499357750556546
"Q8NE63_IDR_350_616",1
"Q8NE71_IDR_1_299",1
"Q8NE79_IDR_269_360",1
"Q8NE86_IDR_1_51",1
"Q8NEA5_IDR_182_215",0.490461635842247
"Q8NEA5_IDR_28_83",0.509538364157754
"Q8NEA6_IDR_1_340",0.542362446570154
"Q8NEA6_IDR_446_666",0.457637553429846
"Q8NEA9_IDR_1_89",1
"Q8NEB7_IDR_124_278",0.481558582352792
"Q8NEB7_IDR_1_35",0.518441417647208
"Q8NEB9_IDR_412_470",1
"Q8NEC5_IDR_1_418",1
"Q8NEC7_IDR_193_244",1
"Q8NEE8_IDR_544_873",1
"Q8NEF3_IDR_241_303",1
"Q8NEF9_IDR_129_419",1
"Q8NEG0_IDR_189_241",1
"Q8NEG2_IDR_106_295",0.497782722248294
"Q8NEG2_IDR_27_72",0.502217277751706
"Q8NEN9_IDR_1107_1154",0.336293999240339
"Q8NEN9_IDR_454_677",0.318458504148875
"Q8NEN9_IDR_886_998",0.345247496610786
"Q8NEP3_IDR_1_85",0.50936113029942
"Q8NEP3_IDR_303_725",0.49063886970058
"Q8NEP4_IDR_1_510",1
"Q8NEP9_IDR_15_141",1
"Q8NEQ5_IDR_1_105",1
"Q8NEQ6_IDR_95_146",1
"Q8NER1_IDR_1_107",0.512087154030117
"Q8NER1_IDR_762_839",0.487912845969883
"Q8NES3_IDR_1_105",1
"Q8NET4_IDR_1_1180",0.509221021731273
"Q8NET4_IDR_1313_1351",0.490778978268727
"Q8NET5_IDR_191_264",1
"Q8NET6_IDR_1_63",1
"Q8NET8_IDR_1_116",0.495784666617074
"Q8NET8_IDR_750_790",0.504215333382926
"Q8NEU8_IDR_388_436",1
"Q8NEV1_IDR_332_391",1
"Q8NEZ4_IDR_4117_4189",0.113098406427612
"Q8NEZ4_IDR_4251_4345",0.112930045012194
"Q8NF37_IDR_1_36",0.331133032612427
"Q8NF37_IDR_38_73",0.347403800858115
"Q8NF37_IDR_496_534",0.321463166529459
"Q8NF50_IDR_1234_1287",0.335140966807035
"Q8NF50_IDR_1347_1418",0.329145665154394
"Q8NF50_IDR_420_456",0.335713368038571
"Q8NF64_IDR_1_416",0.518410432743508
"Q8NF64_IDR_685_883",0.481589567256492
"Q8NF86_IDR_1_33",1
"Q8NF91_IDR_147_178",0.162900360360308
"Q8NF91_IDR_5763_6086",0.162153517939373
"Q8NFG4_IDR_278_337",0.492580872217806
"Q8NFG4_IDR_30_87",0.507419127782194
"Q8NFH5_IDR_1_171",0.50398429671609
"Q8NFH5_IDR_250_308",0.49601570328391
"Q8NFH8_IDR_142_272",0.516827725331616
"Q8NFH8_IDR_362_617",0.483172274668384
"Q8NFI3_IDR_1_57",1
"Q8NFJ5_IDR_273_312",1
"Q8NFJ8_IDR_1_252",0.504603099418929
"Q8NFJ8_IDR_312_381",0.495396900581071
"Q8NFK1_IDR_225_279",1
"Q8NFL0_IDR_1_92",1
"Q8NFM4_IDR_452_484",0.525688194554972
"Q8NFM4_IDR_487_536",0.474311805445028
"Q8NFM7_IDR_2_34",0.321779254443872
"Q8NFM7_IDR_515_548",0.401270279745619
"Q8NFM7_IDR_561_739",0.276950465810509
"Q8NFN8_IDR_319_788",1
"Q8NFP9_IDR_1490_1570",0.260589897283199
"Q8NFP9_IDR_1_55",0.24087245393004
"Q8NFP9_IDR_1581_1881",0.237838060267553
"Q8NFP9_IDR_951_1328",0.260699588519208
"Q8NFQ8_IDR_1_247",1
"Q8NFT6_IDR_1_44",0.254507117840358
"Q8NFW8_IDR_1_40",1
"Q8NFW9_IDR_130_859",0.494246663769635
"Q8NFW9_IDR_25_73",0.505753336230365
"Q8NFY4_IDR_545_662",0.338452180515987
"Q8NFY4_IDR_691_829",0.335564677986236
"Q8NFY4_IDR_832_1070",0.325983141497777
"Q8NFZ0_IDR_1_190",1
"Q8NFZ3_IDR_1_39",0.337779690196747
"Q8NFZ3_IDR_605_668",0.333269558669426
"Q8NFZ3_IDR_701_816",0.328950751133827
"Q8NFZ4_IDR_613_679",0.502160467755027
"Q8NFZ4_IDR_701_835",0.497839532244973
"Q8NFZ5_IDR_157_207",0.477826957696391
"Q8NFZ5_IDR_330_400",0.522173042303609
"Q8NFZ8_IDR_342_388",1
"Q8NG08_IDR_395_425",0.335078355595918
"Q8NG08_IDR_795_825",0.329598755999644
"Q8NG08_IDR_957_1062",0.335322888404438
"Q8NG27_IDR_122_481",0.485485955986668
"Q8NG27_IDR_37_112",0.514514044013332
"Q8NG31_IDR_1_1876",1
"Q8NG48_IDR_549_700",1
"Q8NG66_IDR_299_523",1
"Q8NGU9_IDR_377_434",1
"Q8NHG7_IDR_1_71",1
"Q8NHS0_IDR_116_186",1
"Q8NHS3_IDR_1_32",0.489702266929023
"Q8NHS3_IDR_245_290",0.510297733070977
"Q8NHS9_IDR_1_237",1
"Q8NHU0_IDR_1_118",1
"Q8NHU2_IDR_277_347",1
"Q8NHU3_IDR_1_55",1
"Q8NHU6_IDR_412_447",0.338043061188153
"Q8NHU6_IDR_850_899",0.329201073509254
"Q8NHU6_IDR_89_231",0.332755865302593
"Q8NHV4_IDR_309_350",0.479305229488245
"Q8NHV4_IDR_354_626",0.520694770511755
"Q8NHV9_IDR_21_106",1
"Q8NHW3_IDR_1_226",0.470775237720914
"Q8NHW3_IDR_319_353",0.529224762279086
"Q8NHW6_IDR_1_33",1
"Q8NHX4_IDR_1_110",0.487428718171184
"Q8NHX4_IDR_161_192",0.512571281828816
"Q8NHX9_IDR_1_37",1
"Q8NHY2_IDR_1_131",0.474419813560892
"Q8NI35_IDR_1328_1418",0.111972204966692
"Q8NI35_IDR_1622_1670",0.109578429207204
"Q8NI35_IDR_1765_1801",0.117316638923833
"Q8NI37_IDR_1_31",1
"Q8NI51_IDR_123_371",0.241856143075142
"Q8NI51_IDR_1_84",0.247681262443169
"Q8NI51_IDR_439_513",0.265126445750509
"Q8NI51_IDR_550_627",0.245336148731179
"Q8NI60_IDR_1_251",1
"Q8NI77_IDR_617_898",1
"Q8NI99_IDR_186_252",1
"Q8TA86_IDR_147_221",0.492630346903151
"Q8TA86_IDR_1_81",0.507369653096849
"Q8TA94_IDR_48_139",1
"Q8TAA5_IDR_1_55",1
"Q8TAA9_IDR_1_90",1
"Q8TAB3_IDR_744_787",0.319113025622623
"Q8TAB3_IDR_805_992",0.366722806620299
"Q8TAB3_IDR_994_1117",0.314164167757078
"Q8TAB5_IDR_1_151",1
"Q8TAM1_IDR_435_547",1
"Q8TAM6_IDR_1_284",1
"Q8TAP8_IDR_1_204",1
"Q8TAP9_IDR_1_135",1
"Q8TAQ2_IDR_259_417",0.330392936315557
"Q8TAQ2_IDR_545_609",0.333608598380325
"Q8TAQ2_IDR_720_1214",0.335998465304118
"Q8TAQ5_IDR_15_131",1
"Q8TAQ9_IDR_1_41",1
"Q8TAT2_IDR_1_47",0.534537281723239
"Q8TAT2_IDR_149_233",0.465462718276761
"Q8TAT5_IDR_400_501",1
"Q8TAU0_IDR_1_155",0.477871137221968
"Q8TAU0_IDR_235_352",0.522128862778032
"Q8TAU3_IDR_59_162",1
"Q8TAV0_IDR_134_221",0.504520550932078
"Q8TAV0_IDR_231_307",0.495479449067922
"Q8TAW3_IDR_1_44",0.503251633539988
"Q8TBA6_IDR_566_665",0.260410519029813
"Q8TBB0_IDR_94_147",1
"Q8TBB1_IDR_130_258",1
"Q8TBB5_IDR_351_426",0.478779111756561
"Q8TBB5_IDR_489_520",0.521220888243439
"Q8TBB6_IDR_436_501",0.508040284194909
"Q8TBB6_IDR_680_771",0.491959715805091
"Q8TBC3_IDR_135_191",0.467540262315757
"Q8TBC3_IDR_606_707",0.532459737684244
"Q8TBC4_IDR_1_32",1
"Q8TBC5_IDR_135_408",0.331584011287372
"Q8TBC5_IDR_1_41",0.32974595752693
"Q8TBC5_IDR_473_510",0.338670031185698
"Q8TBE0_IDR_1_73",0.339184971758591
"Q8TBE0_IDR_461_587",0.353857841763538
"Q8TBE0_IDR_76_348",0.306957186477871
"Q8TBE3_IDR_144_224",1
"Q8TBE7_IDR_30_96",1
"Q8TBF4_IDR_90_217",1
"Q8TBF8_IDR_1_33",1
"Q8TBY8_IDR_935_990",0.323167748823187
"Q8TBY9_IDR_1_245",1
"Q8TBZ0_IDR_1_428",0.47975435564672
"Q8TBZ0_IDR_752_833",0.52024564435328
"Q8TBZ3_IDR_322_360",0.510881640974345
"Q8TBZ3_IDR_392_507",0.489118359025655
"Q8TBZ5_IDR_1_212",1
"Q8TBZ6_IDR_1_97",0.486639584233094
"Q8TBZ6_IDR_277_339",0.513360415766906
"Q8TC05_IDR_1_714",1
"Q8TC07_IDR_631_691",1
"Q8TC20_IDR_1_126",0.241549276148656
"Q8TC20_IDR_132_309",0.252422625789008
"Q8TC20_IDR_550_634",0.248864357407239
"Q8TC20_IDR_721_777",0.257163740655098
"Q8TC21_IDR_49_138",1
"Q8TC26_IDR_1_75",1
"Q8TC27_IDR_712_787",1
"Q8TC29_IDR_1_142",1
"Q8TC76_IDR_1_265",0.515490816190224
"Q8TC76_IDR_291_339",0.484509183809776
"Q8TC90_IDR_131_196",0.351072976880903
"Q8TC90_IDR_1_72",0.317745758518038
"Q8TC90_IDR_200_364",0.331181264601059
"Q8TC92_IDR_2_55",0.337327038603642
"Q8TC92_IDR_383_436",0.332281350161926
"Q8TC92_IDR_493_561",0.330391611234433
"Q8TC99_IDR_64_171",1
"Q8TCC7_IDR_511_542",1
"Q8TCD1_IDR_1_76",1
"Q8TCF1_IDR_118_155",1
"Q8TCG1_IDR_539_597",1
"Q8TCG2_IDR_1_97",1
"Q8TCG5_IDR_769_803",1
"Q8TCJ2_IDR_1_67",0.331531633578691
"Q8TCJ2_IDR_489_548",0.331141386968509
"Q8TCJ2_IDR_776_826",0.3373269794528
"Q8TCN5_IDR_128_630",0.251941640317543
"Q8TCN5_IDR_13_47",0.255887712148222
"Q8TCN5_IDR_49_124",0.242950073007625
"Q8TCN5_IDR_826_881",0.24922057452661
"Q8TCQ1_IDR_1_75",0.477794566224554
"Q8TCQ1_IDR_244_289",0.522205433775446
"Q8TCT6_IDR_35_67",1
"Q8TCT7_IDR_201_233",0.502269800219513
"Q8TCT7_IDR_506_592",0.497730199780487
"Q8TCT9_IDR_347_377",1
"Q8TD10_IDR_1_117",0.502207119734846
"Q8TD10_IDR_331_391",0.497792880265154
"Q8TD16_IDR_141_666",0.477793268111435
"Q8TD16_IDR_777_824",0.522206731888565
"Q8TD17_IDR_1_40",0.504778200654395
"Q8TD17_IDR_190_344",0.495221799345605
"Q8TD19_IDR_1_48",0.342092050419046
"Q8TD19_IDR_731_807",0.340565471509261
"Q8TD19_IDR_825_961",0.317342478071693
"Q8TD20_IDR_1_34",0.491943526717608
"Q8TD20_IDR_568_617",0.508056473282392
"Q8TD26_IDR_1_310",0.186427396688681
"Q8TD26_IDR_1316_1385",0.200258302771347
"Q8TD26_IDR_1410_1447",0.209660046408335
"Q8TD26_IDR_1619_2108",0.192486720457322
"Q8TD26_IDR_2110_2715",0.211167533674315
"Q8TD30_IDR_1_44",1
"Q8TD31_IDR_1_154",0.496362190961728
"Q8TD31_IDR_675_782",0.503637809038272
"Q8TD35_IDR_1_103",1
"Q8TD43_IDR_519_553",0.505975597791769
"Q8TD43_IDR_713_764",0.494024402208231
"Q8TD55_IDR_121_410",1
"Q8TD57_IDR_1_224",1
"Q8TD84_IDR_1616_2047",1
"Q8TD90_IDR_1_83",1
"Q8TDC3_IDR_716_778",0.504736719993216
"Q8TDD1_IDR_1_96",0.337241402335184
"Q8TDD1_IDR_578_739",0.341695827123687
"Q8TDD1_IDR_774_881",0.321062770541128
"Q8TDD2_IDR_1_129",0.35624790784474
"Q8TDD2_IDR_173_289",0.326890189586417
"Q8TDD2_IDR_361_431",0.316861902568842
"Q8TDF5_IDR_417_471",0.463154710484238
"Q8TDF5_IDR_481_516",0.536845289515761
"Q8TDF6_IDR_1_35",0.485475431788274
"Q8TDF6_IDR_593_673",0.514524568211726
"Q8TDG4_IDR_1_313",1
"Q8TDI0_IDR_1_131",0.165569099427755
"Q8TDI0_IDR_1203_1252",0.173894768776495
"Q8TDI0_IDR_1328_1405",0.172217077241424
"Q8TDI0_IDR_1532_1699",0.1613027062895
"Q8TDI0_IDR_200_341",0.161495142009926
"Q8TDI0_IDR_651_681",0.1655212062549
"Q8TDI7_IDR_1_157",0.483396170307731
"Q8TDI7_IDR_800_906",0.516603829692269
"Q8TDN2_IDR_56_92",0.503498750928416
"Q8TDN4_IDR_1_317",0.470412178576014
"Q8TDN4_IDR_410_443",0.529587821423986
"Q8TDN6_IDR_1_53",0.328550862342049
"Q8TDN6_IDR_271_306",0.337559774828795
"Q8TDN6_IDR_309_353",0.333889362829156
"Q8TDQ0_IDR_136_201",1
"Q8TDQ1_IDR_130_290",1
"Q8TDR0_IDR_119_508",1
"Q8TDR2_IDR_1_197",1
"Q8TDR4_IDR_1_215",1
"Q8TDS4_IDR_314_363",1
"Q8TDS5_IDR_1_88",0.50339190931642
"Q8TDS5_IDR_374_423",0.49660809068358
"Q8TDT2_IDR_319_470",1
"Q8TDU9_IDR_333_374",1
"Q8TDV0_IDR_328_381",1
"Q8TDW4_IDR_124_154",1
"Q684P5_IDR_678_717",0.31960398135369
"Q68BL7_IDR_155_395",1
"Q68BL8_IDR_1_73",0.503694330367529
"Q68BL8_IDR_183_486",0.496305669632471
"Q68CJ6_IDR_1_41",1
"Q68CJ9_IDR_1_461",1
"Q68CL5_IDR_253_300",1
"Q68CP9_IDR_1693_1743",0.247802590790958
"Q68CP9_IDR_473_531",0.257762651922336
"Q68CP9_IDR_535_569",0.269002401513345
"Q68CP9_IDR_603_1629",0.22543235577336
"Q68CQ1_IDR_1_193",0.510606281929009
"Q68CQ1_IDR_195_239",0.489393718070991
"Q68CQ4_IDR_1_75",0.494650097061127
"Q68CQ4_IDR_78_186",0.505349902938873
"Q68CQ7_IDR_1_48",1
"Q68CR1_IDR_1086_1132",0.500549242805209
"Q68CR1_IDR_1_33",0.499450757194791
"Q68DE3_IDR_2199_2245",0.334535693729835
"Q68DH5_IDR_1_94",0.485019494953712
"Q68DH5_IDR_582_695",0.514980505046288
"Q68DK7_IDR_1_469",1
"Q68DL7_IDR_311_685",1
"Q68DQ2_IDR_1_1477",0.320176118567198
"Q68DQ2_IDR_1480_1759",0.32881353190641
"Q68DQ2_IDR_1768_2281",0.351010349526392
"Q68DU8_IDR_284_387",1
"Q68DV7_IDR_319_676",1
"Q68DX3_IDR_1173_1309",0.262961204125867
"Q68DX3_IDR_190_305",0.247127755916075
"Q68DX3_IDR_679_768",0.243728523135276
"Q68DX3_IDR_864_939",0.246182516822781
"Q68DY9_IDR_68_145",1
"Q68EA5_IDR_42_167",1
"Q68EM7_IDR_453_881",1
"Q6A162_IDR_1_49",0.493400685943069
"Q6A163_IDR_1_31",0.493463854572402
"Q6AHZ1_IDR_1155_1222",0.260899951763448
"Q6AHZ1_IDR_350_443",0.246563386680963
"Q6AI08_IDR_293_411",1
"Q6AI14_IDR_1_53",0.518750192165713
"Q6AI14_IDR_602_798",0.481249807834287
"Q6AI39_IDR_25_722",0.243522536722693
"Q6AI39_IDR_800_1002",0.238131340064859
"Q6A162_IDR_398_429",0.506599314056931
"Q6A163_IDR_411_455",0.506536145427597
"Q6AHZ1_IDR_1236_1310",0.237372586986889
"Q6AHZ1_IDR_464_881",0.255164074568699
"Q6AI12_IDR_136_242",1
"Q6AI39_IDR_1020_1053",0.263092872678725
"Q6AI39_IDR_741_796",0.255253250533722
"Q6AW86_IDR_55_230",1
"Q6AWC2_IDR_391_422",0.191380761690226
"Q6AWC2_IDR_425_488",0.204564765565118
"Q6AWC2_IDR_493_686",0.20423301270036
"Q6DN90_IDR_1_520",0.536133232654304
"Q6DN90_IDR_875_963",0.463866767345696
"Q6DT37_IDR_1455_1551",0.202543746603742
"Q6DT37_IDR_403_446",0.195499292250137
"Q6DT37_IDR_455_495",0.196426408068785
"Q6DT37_IDR_563_631",0.200585675134041
"Q6DT37_IDR_786_903",0.204944877943295
"Q6DWJ6_IDR_308_353",1
"Q6E0U4_IDR_18_351",1
"Q6ECI4_IDR_85_180",1
"Q6EIG7_IDR_1_50",1
"Q6EKJ0_IDR_188_320",1
"Q6EMB2_IDR_404_457",0.491058850588649
"Q6EMB2_IDR_532_660",0.508941149411351
"Q8TDW5_IDR_125_387",1
"Q8TE49_IDR_446_889",0.490486418397429
"Q8TE54_IDR_531_564",1
"Q8TE56_IDR_183_227",1
"Q8TE57_IDR_208_287",1
"Q8TE58_IDR_143_211",1
"Q8TE60_IDR_207_290",1
"Q8TE67_IDR_152_236",0.496616087335431
"Q8TE67_IDR_400_450",0.503383912664569
"Q8TE68_IDR_159_253",0.33396444676191
"Q8TE68_IDR_431_478",0.328249168368143
"Q8TE68_IDR_536_633",0.337786384869948
"Q8TE73_IDR_1059_1096",0.507491094306706
"Q8TE73_IDR_896_930",0.492508905693294
"Q8TE76_IDR_405_450",0.499447235540731
"Q8TE76_IDR_457_793",0.500552764459269
"Q8TE77_IDR_470_659",0.494987217036028
"Q8TE77_IDR_52_91",0.505012782963972
"Q8TE82_IDR_1_76",0.49696165978646
"Q8TE82_IDR_229_265",0.50303834021354
"Q8TE85_IDR_77_219",0.338407470260802
"Q8TEH3_IDR_411_970",1
"Q8TEJ3_IDR_122_191",0.25742518848052
"Q8TEJ3_IDR_1_45",0.262412464535039
"Q8TEJ3_IDR_320_461",0.24941717746785
"Q8TEJ3_IDR_528_821",0.230745169516592
"Q8TEK3_IDR_329_1537",1
"Q8TEL6_IDR_1_33",0.49697401842258
"Q8TEL6_IDR_343_373",0.50302598157742
"Q8TEM1_IDR_1835_1887",1
"Q8TEP8_IDR_1_41",0.31860334940815
"Q8TEP8_IDR_2070_2125",0.352576557534313
"Q8TEP8_IDR_43_1211",0.328820093057537
"Q8TEQ0_IDR_184_389",0.243675700471326
"Q8TEQ0_IDR_407_511",0.231781295156436
"Q8TEQ0_IDR_617_649",0.264649213914714
"Q8TEQ0_IDR_777_813",0.259893790457523
"Q8TEQ6_IDR_1306_1349",0.355607100495102
"Q8TEQ6_IDR_1390_1427",0.327060072147857
"Q8TEQ6_IDR_822_881",0.317332827357041
"Q8TER5_IDR_191_521",0.329432446506281
"Q8TEW8_IDR_593_1205",0.320192130482474
"Q8TEX9_IDR_627_658",1
"Q8TEY5_IDR_1_135",0.337400528362554
"Q8TEY5_IDR_145_183",0.331198464803067
"Q8TEY5_IDR_314_395",0.33140100683438
"Q8TEY7_IDR_129_183",0.519931492600211
"Q8TEY7_IDR_293_473",0.480068507399789
"Q8TF01_IDR_1_33",0.521854245908559
"Q8TF01_IDR_47_805",0.478145754091441
"Q8TF08_IDR_1_32",1
"Q8TF05_IDR_324_613",1
"Q8TF17_IDR_384_440",0.498150524911612
"Q8TF17_IDR_9_39",0.501849475088388
"Q8TF20_IDR_1_66",1
"Q8TF21_IDR_1_42",0.52126799154004
"Q8TF21_IDR_271_823",0.47873200845996
"Q8TF30_IDR_472_705",0.498277139431211
"Q8TF30_IDR_755_809",0.501722860568789
"Q8TF32_IDR_90_153",1
"Q8TF39_IDR_1_45",0.515841043338228
"Q8TF68_IDR_1_260",0.490509258740576
"Q8TF68_IDR_455_543",0.509490741259424
"Q8TF71_IDR_1_61",0.509016814259059
"Q8TF71_IDR_476_515",0.490983185740941
"Q8TF72_IDR_112_1665",0.536129333214312
"Q8TF72_IDR_1688_1777",0.463870666785688
"Q8TF74_IDR_1_440",1
"Q8TF76_IDR_1_456",1
"Q8WTP8_IDR_1_105",0.50057501715259
"Q8WTP8_IDR_283_325",0.49942498284741
"Q8WTP9_IDR_1_111",1
"Q8WTQ4_IDR_1_34",0.51899867102151
"Q8WTQ4_IDR_41_165",0.48100132897849
"Q8WTR4_IDR_559_605",1
"Q8WTR7_IDR_51_208",1
"Q8WTT0_IDR_1_52",1
"Q8WTT2_IDR_1_199",0.481443883456329
"Q8WTT2_IDR_435_472",0.518556116543671
"Q8WTU0_IDR_80_139",1
"Q8WTV0_IDR_465_508",1
"Q8WTV1_IDR_88_239",1
"Q8WTW3_IDR_918_980",1
"Q8WTX9_IDR_1_37",0.493685534018658
"Q8WTX9_IDR_285_450",0.506314465981342
"Q8WU08_IDR_320_361",0.503807645246914
"Q8WU08_IDR_364_396",0.496192354753085
"Q8WU17_IDR_592_664",1
"Q8WU20_IDR_108_469",0.492408529589515
"Q8WU20_IDR_478_508",0.507591470410485
"Q8WU39_IDR_1_31",1
"Q8WU58_IDR_1_562",1
"Q8WU68_IDR_188_220",1
"Q8WU79_IDR_122_429",1
"Q8WU90_IDR_1_81",0.312299794169392
"Q8WU90_IDR_265_295",0.330245067023613
"Q8WU90_IDR_297_396",0.357455138806994
"Q8WUA2_IDR_326_492",1
"Q8WUA4_IDR_25_308",0.331531564985884
"Q8WUA4_IDR_765_797",0.334830224638634
"Q8WUA4_IDR_877_911",0.333638210375482
"Q8WUP2_IDR_18_178",1
"Q8WUQ7_IDR_1_190",0.312439491318783
"Q8WUQ7_IDR_471_556",0.330640244567179
"Q8WUQ7_IDR_589_624",0.356920264114038
"Q8WUR7_IDR_1_49",1
"Q8WUT4_IDR_344_543",1
"Q8WUU4_IDR_1_475",1
"Q8WUU5_IDR_36_129",1
"Q8WUU8_IDR_196_229",1
"Q8WUX1_IDR_1_50",1
"Q8WUX9_IDR_390_453",1
"Q8WUY3_IDR_2383_2542",0.203588749380716
"Q8WUY3_IDR_2558_2632",0.191038017078863
"Q8WUY3_IDR_2640_2874",0.206967556424729
"Q8WUY3_IDR_358_936",0.190843678371359
"Q8WUY3_IDR_938_2344",0.207561998744334
"Q8WUY9_IDR_109_147",1
"Q8WUZ0_IDR_55_217",1
"Q8WV15_IDR_1_45",0.498715090559498
"Q8WV15_IDR_263_306",0.501284909440502
"Q8WVB6_IDR_321_356",0.240724728096321
"Q8WVB6_IDR_859_921",0.245585272042674
"Q8WVC0_IDR_1_352",0.4883453233812
"Q8WVC0_IDR_523_666",0.5116546766188
"Q8WVD3_IDR_104_153",1
"Q8WVD5_IDR_119_150",1
"Q8WVE6_IDR_283_324",1
"Q8WVF2_IDR_21_112",1
"Q8WVF5_IDR_1_31",1
"Q8WVH0_IDR_1_158",1
"Q8WVI7_IDR_44_109",1
"Q8WVJ9_IDR_1_65",1
