"","GO0003723_RNA_binding"
"Q8N9Z2_IDR_1_54",0.443323250685219
"Q8N9Z2_IDR_87_176",0.556676749314781
"Q8N9Z9_IDR_260_388",0.548072921400307
"Q8N9Z9_IDR_26_129",0.451927078599693
"Q8NA03_IDR_1_111",0.211129378107827
"Q8NA03_IDR_132_261",0.210772128377419
"Q8NA03_IDR_329_384",0.190911450776661
"Q8NA03_IDR_418_521",0.179416213123767
"Q8NA03_IDR_548_581",0.207770829614326
"Q8NA19_IDR_1_43",0.525273847264933
"Q8NA19_IDR_366_514",0.474726152735067
"Q8NA29_IDR_1_38",1
"Q8NA31_IDR_377_409",0.518545461550914
"Q8NA31_IDR_421_673",0.481454538449086
"Q8NA42_IDR_60_143",1
"Q8NA47_IDR_1_31",0.324901639282498
"Q8NA47_IDR_262_296",0.330457017809207
"Q8NA47_IDR_531_563",0.344641342908295
"Q8NAM6_IDR_128_308",0.514033143269148
"Q8NAM6_IDR_1_38",0.485966856730852
"Q8NAN2_IDR_288_334",0.508692973558658
"Q8NAN2_IDR_96_200",0.491307026441342
"Q8NAP3_IDR_123_165",0.376762156576185
"Q8NAP3_IDR_176_459",0.279346492489927
"Q8NAP3_IDR_522_970",0.343891350933888
"Q8NAP8_IDR_125_370",0.499769670329616
"Q8NAP8_IDR_402_495",0.500230329670384
"Q8NAT1_IDR_1_55",1
"Q8NAT2_IDR_204_277",0.296621416671533
"Q8NAT2_IDR_693_915",0.252056550749148
"Q8NAT2_IDR_95_126",0.451322032579318
"Q8NAU1_IDR_177_212",1
"Q8NAV1_IDR_175_312",1
"Q8NAV2_IDR_1_305",0.431024974865956
"Q8NAV2_IDR_308_365",0.568975025134044
"Q8NAX2_IDR_115_232",0.225850771611535
"Q8NAX2_IDR_1_54",0.275556451932488
"Q8NAX2_IDR_308_349",0.280404080952879
"Q8NBF1_IDR_1_190",0.478967000517936
"Q8NBF1_IDR_298_513",0.521032999482064
"Q8NBF6_IDR_239_378",0.522059274473063
"Q8NBF6_IDR_587_648",0.477940725526937
"Q8NBI3_IDR_1_273",1
"Q8NBI5_IDR_214_268",1
"Q8NBI6_IDR_46_95",1
"Q8NBJ4_IDR_133_401",1
"Q8NBJ5_IDR_584_622",1
"Q8NBJ9_IDR_385_424",1
"Q8NBK3_IDR_1_87",1
"Q8NBM4_IDR_219_302",1
"Q8NBN3_IDR_474_555",1
"Q8NBP0_IDR_1_108",1
"Q8NBP5_IDR_1_54",0.462771193925695
"Q8NBP5_IDR_222_265",0.537228806074305
"Q8NBP7_IDR_1_61",1
"Q8NBR0_IDR_134_306",0.481466969918712
"Q8NBR0_IDR_363_393",0.518533030081288
"Q8NC60_IDR_18_66",0.486212732687719
"Q8NC60_IDR_82_123",0.513787267312281
"Q8NC67_IDR_464_525",1
"Q8NC74_IDR_105_664",0.51390225627603
"Q8NC74_IDR_1_103",0.48609774372397
"Q8NC96_IDR_167_251",1
"Q8NCA5_IDR_305_503",1
"Q8NCA9_IDR_1_197",0.454817789579654
"Q8NCA9_IDR_258_323",0.545182210420346
"Q8NCB2_IDR_327_501",1
"Q8NCC5_IDR_237_277",1
"Q8NCD3_IDR_162_403",0.309000463767894
"Q8NCD3_IDR_448_748",0.396694379388147
"Q8NCD3_IDR_73_146",0.294305156843959
"Q8NCE0_IDR_131_279",1
"Q8NCE2_IDR_432_551",1
"Q8NCF5_IDR_1_45",0.716178774321499
"Q8NCF5_IDR_55_247",0.283821225678501
"Q8NCG5_IDR_1_39",1
"Q8NCG7_IDR_545_585",1
"Q8NCV1_IDR_1_112",1
"Q8NCW5_IDR_1_54",1
"Q8NCW6_IDR_31_97",1
"Q8NCX0_IDR_1023_1101",0.549909228517259
"Q8NCX0_IDR_1_101",0.450090771482741
"Q8NCY6_IDR_82_345",1
"Q8ND04_IDR_1_39",0.265276668530771
"Q8ND04_IDR_656_739",0.288886031413992
"Q8ND04_IDR_99_132",0.445837300055236
"Q8ND07_IDR_1_39",0.567174025819122
"Q8ND07_IDR_459_497",0.432825974180878
"Q8ND23_IDR_861_1372",1
"Q8ND24_IDR_1_236",0.349833375243318
"Q8ND24_IDR_425_551",0.308876773718484
"Q8ND24_IDR_610_653",0.341289851038198
"Q8ND25_IDR_1_137",1
"Q8ND30_IDR_142_499",0.305029385327505
"Q8ND30_IDR_1_49",0.332545679702064
"Q8ND30_IDR_842_876",0.362424934970431
"Q8ND56_IDR_81_463",1
"Q8NDG6_IDR_17_121",1
"Q8NDH6_IDR_262_452",1
"Q8NDI1_IDR_1201_1231",0.335339678599801
"Q8NDI1_IDR_174_542",0.299229783465814
"Q8NDI1_IDR_544_1075",0.365430537934386
"Q8NDL9_IDR_343_417",0.471681031635631
"Q8NDL9_IDR_600_886",0.528318968364369
"Q8NDM7_IDR_749_785",0.50832746427468
"Q8NDM7_IDR_930_986",0.49167253572532
"Q8NDP4_IDR_63_149",1
"Q8NDQ6_IDR_60_186",1
"Q8NDT2_IDR_1_134",0.294670955723918
"Q8NDT2_IDR_223_306",0.245162408735942
"Q8NDT2_IDR_554_709",0.46016663554014
"Q8NDV7_IDR_1_1702",1
"Q8NDW4_IDR_61_353",1
"Q8NDX1_IDR_1004_1056",0.529301702609177
"Q8NDX1_IDR_1_583",0.470698297390823
"Q8NDX2_IDR_1_64",0.447158707050404
"Q8NDX2_IDR_510_589",0.552841292949596
"Q8NE63_IDR_350_616",1
"Q8NE71_IDR_1_299",1
"Q8NE79_IDR_269_360",1
"Q8NE86_IDR_1_51",1
"Q8NEA5_IDR_182_215",0.526455237181712
"Q8NEA5_IDR_28_83",0.473544762818288
"Q8NEA6_IDR_1_340",0.44827867904528
"Q8NEA6_IDR_446_666",0.55172132095472
"Q8NEA9_IDR_1_89",1
"Q8NEB7_IDR_124_278",0.546343744128637
"Q8NEB7_IDR_1_35",0.453656255871363
"Q8NEB9_IDR_412_470",1
"Q8NEC5_IDR_1_418",1
"Q8NEC7_IDR_193_244",1
"Q8NEE8_IDR_544_873",1
"Q8NEF3_IDR_241_303",1
"Q8NEF9_IDR_129_419",1
"Q8NEG0_IDR_189_241",1
"Q8NEG2_IDR_106_295",0.548086640659423
"Q8NEG2_IDR_27_72",0.451913359340577
"Q8NEN9_IDR_1107_1154",0.322016583079502
"Q8NEN9_IDR_454_677",0.322447301952888
"Q8NEN9_IDR_886_998",0.35553611496761
"Q8NEP3_IDR_1_85",0.530515914631851
"Q8NEP3_IDR_303_725",0.469484085368149
"Q8NEP4_IDR_1_510",1
"Q8NEP9_IDR_15_141",1
"Q8NEQ5_IDR_1_105",1
"Q8NEQ6_IDR_95_146",1
"Q8NER1_IDR_1_107",0.492083254821996
"Q8NER1_IDR_762_839",0.507916745178004
"Q8NES3_IDR_1_105",1
"Q8NET4_IDR_1_1180",0.409895419260908
"Q8NET4_IDR_1313_1351",0.590104580739092
"Q8NET5_IDR_191_264",1
"Q8NET6_IDR_1_63",1
"Q8NET8_IDR_1_116",0.490829622838565
"Q8NET8_IDR_750_790",0.509170377161435
"Q8NEU8_IDR_388_436",1
"Q8NEV1_IDR_332_391",1
"Q8NEZ4_IDR_4117_4189",0.0989840886043347
"Q8NEZ4_IDR_4251_4345",0.0899456647092265
"Q8NF37_IDR_1_36",0.380935371241372
"Q8NF37_IDR_38_73",0.276201293007029
"Q8NF37_IDR_496_534",0.342863335751598
"Q8NF50_IDR_1234_1287",0.401716562497258
"Q8NF50_IDR_1347_1418",0.270177731128086
"Q8NF50_IDR_420_456",0.328105706374656
"Q8NF64_IDR_1_416",0.648024786973998
"Q8NF64_IDR_685_883",0.351975213026002
"Q8NF86_IDR_1_33",1
"Q8NF91_IDR_147_178",0.172235175667956
"Q8NF91_IDR_5763_6086",0.143102359973853
"Q8NFG4_IDR_278_337",0.514102887478531
"Q8NFG4_IDR_30_87",0.485897112521469
"Q8NFH5_IDR_1_171",0.445051723265438
"Q8NFH5_IDR_250_308",0.554948276734562
"Q8NFH8_IDR_142_272",0.50597649555826
"Q8NFH8_IDR_362_617",0.49402350444174
"Q8NFI3_IDR_1_57",1
"Q8NFJ5_IDR_273_312",1
"Q8NFJ8_IDR_1_252",0.580570972228667
"Q8NFJ8_IDR_312_381",0.419429027771333
"Q8NFK1_IDR_225_279",1
"Q8NFL0_IDR_1_92",1
"Q8NFM4_IDR_452_484",0.5187985538211
"Q8NFM4_IDR_487_536",0.4812014461789
"Q8NFM7_IDR_2_34",0.351071859433752
"Q8NFM7_IDR_515_548",0.370689773315292
"Q8NFM7_IDR_561_739",0.278238367250956
"Q8NFN8_IDR_319_788",1
"Q8NFP9_IDR_1490_1570",0.244491569148684
"Q8NFP9_IDR_1_55",0.29336941655512
"Q8NFP9_IDR_1581_1881",0.222220881328972
"Q8NFP9_IDR_951_1328",0.239918132967224
"Q8NFQ8_IDR_1_247",1
"Q8NFT6_IDR_1_44",0.215877207915705
"Q8NFW8_IDR_1_40",1
"Q8NFW9_IDR_130_859",0.473850291397806
"Q8NFW9_IDR_25_73",0.526149708602194
"Q8NFY4_IDR_545_662",0.268981499387729
"Q8NFY4_IDR_691_829",0.2622044560417
"Q8NFY4_IDR_832_1070",0.468814044570571
"Q8NFZ0_IDR_1_190",1
"Q8NFZ3_IDR_1_39",0.284744880484646
"Q8NFZ3_IDR_605_668",0.370564913055719
"Q8NFZ3_IDR_701_816",0.344690206459635
"Q8NFZ4_IDR_613_679",0.540053583486487
"Q8NFZ4_IDR_701_835",0.459946416513513
"Q8NFZ5_IDR_157_207",0.472032666011139
"Q8NFZ5_IDR_330_400",0.527967333988861
"Q8NFZ8_IDR_342_388",1
"Q8NG08_IDR_395_425",0.336088920988756
"Q8NG08_IDR_795_825",0.35630383374651
"Q8NG08_IDR_957_1062",0.307607245264734
"Q8NG27_IDR_122_481",0.609623832994289
"Q8NG27_IDR_37_112",0.390376167005711
"Q8NG31_IDR_1_1876",1
"Q8NG48_IDR_549_700",1
"Q8NG66_IDR_299_523",1
"Q8NGU9_IDR_377_434",1
"Q8NHG7_IDR_1_71",1
"Q8NHS0_IDR_116_186",1
"Q8NHS3_IDR_1_32",0.550538166044557
"Q8NHS3_IDR_245_290",0.449461833955443
"Q8NHS9_IDR_1_237",1
"Q8NHU0_IDR_1_118",1
"Q8NHU2_IDR_277_347",1
"Q8NHU3_IDR_1_55",1
"Q8NHU6_IDR_412_447",0.330411644126999
"Q8NHU6_IDR_850_899",0.301343451012137
"Q8NHU6_IDR_89_231",0.368244904860864
"Q8NHV4_IDR_309_350",0.54769793134333
"Q8NHV4_IDR_354_626",0.45230206865667
"Q8NHV9_IDR_21_106",1
"Q8NHW3_IDR_1_226",0.415118629865139
"Q8NHW3_IDR_319_353",0.584881370134861
"Q8NHW6_IDR_1_33",1
"Q8NHX4_IDR_1_110",0.536063565635877
"Q8NHX4_IDR_161_192",0.463936434364123
"Q8NHX9_IDR_1_37",1
"Q8NHY2_IDR_1_131",0.505656031212008
"Q8NI35_IDR_1328_1418",0.0911303222152192
"Q8NI35_IDR_1622_1670",0.105715561551689
"Q8NI35_IDR_1765_1801",0.105531673169706
"Q8NI37_IDR_1_31",1
"Q8NI51_IDR_123_371",0.234286262026961
"Q8NI51_IDR_1_84",0.217808710043817
"Q8NI51_IDR_439_513",0.245253213071565
"Q8NI51_IDR_550_627",0.302651814857656
"Q8NI60_IDR_1_251",1
"Q8NI77_IDR_617_898",1
"Q8NI99_IDR_186_252",1
"Q8TA86_IDR_147_221",0.497901353880119
"Q8TA86_IDR_1_81",0.502098646119881
"Q8TA94_IDR_48_139",1
"Q8TAA5_IDR_1_55",1
"Q8TAA9_IDR_1_90",1
"Q8TAB3_IDR_744_787",0.315610939469365
"Q8TAB3_IDR_805_992",0.337318976982856
"Q8TAB3_IDR_994_1117",0.347070083547779
"Q8TAB5_IDR_1_151",1
"Q8TAM1_IDR_435_547",1
"Q8TAM6_IDR_1_284",1
"Q8TAP8_IDR_1_204",1
"Q8TAP9_IDR_1_135",1
"Q8TAQ2_IDR_259_417",0.381596750581782
"Q8TAQ2_IDR_545_609",0.261730738294609
"Q8TAQ2_IDR_720_1214",0.356672511123609
"Q8TAQ5_IDR_15_131",1
"Q8TAQ9_IDR_1_41",1
"Q8TAT2_IDR_1_47",0.366848074733067
"Q8TAT2_IDR_149_233",0.633151925266933
"Q8TAT5_IDR_400_501",1
"Q8TAU0_IDR_1_155",0.470289245223429
"Q8TAU0_IDR_235_352",0.529710754776571
"Q8TAU3_IDR_59_162",1
"Q8TAV0_IDR_134_221",0.484879978908511
"Q8TAV0_IDR_231_307",0.515120021091489
"Q8TAW3_IDR_1_44",0.477186703204006
"Q8TBA6_IDR_566_665",0.246089645184924
"Q8TBB0_IDR_94_147",1
"Q8TBB1_IDR_130_258",1
"Q8TBB5_IDR_351_426",0.420504850610899
"Q8TBB5_IDR_489_520",0.579495149389101
"Q8TBB6_IDR_436_501",0.465647611256534
"Q8TBB6_IDR_680_771",0.534352388743466
"Q8TBC3_IDR_135_191",0.465040969148412
"Q8TBC3_IDR_606_707",0.534959030851588
"Q8TBC4_IDR_1_32",1
"Q8TBC5_IDR_135_408",0.318631505368305
"Q8TBC5_IDR_1_41",0.344835535842222
"Q8TBC5_IDR_473_510",0.336532958789474
"Q8TBE0_IDR_1_73",0.38175098280253
"Q8TBE0_IDR_461_587",0.236097328685039
"Q8TBE0_IDR_76_348",0.38215168851243
"Q8TBE3_IDR_144_224",1
"Q8TBE7_IDR_30_96",1
"Q8TBF4_IDR_90_217",1
"Q8TBF8_IDR_1_33",1
"Q8TBY8_IDR_935_990",0.382680970693707
"Q8TBY9_IDR_1_245",1
"Q8TBZ0_IDR_1_428",0.496666654784518
"Q8TBZ0_IDR_752_833",0.503333345215482
"Q8TBZ3_IDR_322_360",0.531217734733819
"Q8TBZ3_IDR_392_507",0.468782265266181
"Q8TBZ5_IDR_1_212",1
"Q8TBZ6_IDR_1_97",0.536029247163998
"Q8TBZ6_IDR_277_339",0.463970752836002
"Q8TC05_IDR_1_714",1
"Q8TC07_IDR_631_691",1
"Q8TC20_IDR_1_126",0.241777753545021
"Q8TC20_IDR_132_309",0.23455270738687
"Q8TC20_IDR_550_634",0.23928818840535
"Q8TC20_IDR_721_777",0.284381350662759
"Q8TC21_IDR_49_138",1
"Q8TC26_IDR_1_75",1
"Q8TC27_IDR_712_787",1
"Q8TC29_IDR_1_142",1
"Q8TC76_IDR_1_265",0.470572318153543
"Q8TC76_IDR_291_339",0.529427681846457
"Q8TC90_IDR_131_196",0.266697683294131
"Q8TC90_IDR_1_72",0.32147716472314
"Q8TC90_IDR_200_364",0.411825151982729
"Q8TC92_IDR_2_55",0.27181968183246
"Q8TC92_IDR_383_436",0.34048072698418
"Q8TC92_IDR_493_561",0.38769959118336
"Q8TC99_IDR_64_171",1
"Q8TCC7_IDR_511_542",1
"Q8TCD1_IDR_1_76",1
"Q8TCF1_IDR_118_155",1
"Q8TCG1_IDR_539_597",1
"Q8TCG2_IDR_1_97",1
"Q8TCG5_IDR_769_803",1
"Q8TCJ2_IDR_1_67",0.390235979893939
"Q8TCJ2_IDR_489_548",0.278904376925454
"Q8TCJ2_IDR_776_826",0.330859643180607
"Q8TCN5_IDR_128_630",0.201686203544321
"Q8TCN5_IDR_13_47",0.269046223763142
"Q8TCN5_IDR_49_124",0.272266549140171
"Q8TCN5_IDR_826_881",0.257001023552366
"Q8TCQ1_IDR_1_75",0.517527112122042
"Q8TCQ1_IDR_244_289",0.482472887877958
"Q8TCT6_IDR_35_67",1
"Q8TCT7_IDR_201_233",0.454014238411928
"Q8TCT7_IDR_506_592",0.545985761588072
"Q8TCT9_IDR_347_377",1
"Q8TD10_IDR_1_117",0.524208402957749
"Q8TD10_IDR_331_391",0.475791597042251
"Q8TD16_IDR_141_666",0.391141768735357
"Q8TD16_IDR_777_824",0.608858231264643
"Q8TD17_IDR_1_40",0.503716008071184
"Q8TD17_IDR_190_344",0.496283991928816
"Q8TD19_IDR_1_48",0.385101262090183
"Q8TD19_IDR_731_807",0.326073914508084
"Q8TD19_IDR_825_961",0.288824823401733
"Q8TD20_IDR_1_34",0.528348000274628
"Q8TD20_IDR_568_617",0.471651999725372
"Q8TD26_IDR_1_310",0.268458908048203
"Q8TD26_IDR_1316_1385",0.204572647275757
"Q8TD26_IDR_1410_1447",0.191340192662158
"Q8TD26_IDR_1619_2108",0.168424631513028
"Q8TD26_IDR_2110_2715",0.167203620500855
"Q8TD30_IDR_1_44",1
"Q8TD31_IDR_1_154",0.520242438103035
"Q8TD31_IDR_675_782",0.479757561896965
"Q8TD35_IDR_1_103",1
"Q8TD43_IDR_519_553",0.426944267268939
"Q8TD43_IDR_713_764",0.573055732731061
"Q8TD55_IDR_121_410",1
"Q8TD57_IDR_1_224",1
"Q8TD84_IDR_1616_2047",1
"Q8TD90_IDR_1_83",1
"Q8TDC3_IDR_716_778",0.532210475613647
"Q8TDD1_IDR_1_96",0.158928780157527
"Q8TDD1_IDR_578_739",0.183698652590762
"Q8TDD1_IDR_774_881",0.65737256725171
"Q8TDD2_IDR_1_129",0.319629302618565
"Q8TDD2_IDR_173_289",0.314117306114367
"Q8TDD2_IDR_361_431",0.366253391267068
"Q8TDF5_IDR_417_471",0.472500746952834
"Q8TDF5_IDR_481_516",0.527499253047166
"Q8TDF6_IDR_1_35",0.531198649502918
"Q8TDF6_IDR_593_673",0.468801350497082
"Q8TDG4_IDR_1_313",1
"Q8TDI0_IDR_1_131",0.208740696286948
"Q8TDI0_IDR_1203_1252",0.162542520158558
"Q8TDI0_IDR_1328_1405",0.155973340137085
"Q8TDI0_IDR_1532_1699",0.183206507370526
"Q8TDI0_IDR_200_341",0.138369627514007
"Q8TDI0_IDR_651_681",0.151167308532876
"Q8TDI7_IDR_1_157",0.612551811203937
"Q8TDI7_IDR_800_906",0.387448188796063
"Q8TDN2_IDR_56_92",0.57158321435901
"Q8TDN4_IDR_1_317",0.492230228098283
"Q8TDN4_IDR_410_443",0.507769771901717
"Q8TDN6_IDR_1_53",0.419769476289116
"Q8TDN6_IDR_271_306",0.264200370470277
"Q8TDN6_IDR_309_353",0.316030153240607
"Q8TDQ0_IDR_136_201",1
"Q8TDQ1_IDR_130_290",1
"Q8TDR0_IDR_119_508",1
"Q8TDR2_IDR_1_197",1
"Q8TDR4_IDR_1_215",1
"Q8TDS4_IDR_314_363",1
"Q8TDS5_IDR_1_88",0.455107152518885
"Q8TDS5_IDR_374_423",0.544892847481115
"Q8TDT2_IDR_319_470",1
"Q8TDU9_IDR_333_374",1
"Q8TDV0_IDR_328_381",1
"Q8TDW4_IDR_124_154",1
"Q684P5_IDR_678_717",0.343894161778515
"Q68BL7_IDR_155_395",1
"Q68BL8_IDR_1_73",0.4843154883822
"Q68BL8_IDR_183_486",0.5156845116178
"Q68CJ6_IDR_1_41",1
"Q68CJ9_IDR_1_461",1
"Q68CL5_IDR_253_300",1
"Q68CP9_IDR_1693_1743",0.251799671946447
"Q68CP9_IDR_473_531",0.255400830255643
"Q68CP9_IDR_535_569",0.259060741892103
"Q68CP9_IDR_603_1629",0.233738755905807
"Q68CQ1_IDR_1_193",0.45599076254412
"Q68CQ1_IDR_195_239",0.54400923745588
"Q68CQ4_IDR_1_75",0.485133587801769
"Q68CQ4_IDR_78_186",0.514866412198231
"Q68CQ7_IDR_1_48",1
"Q68CR1_IDR_1086_1132",0.519781214360193
"Q68CR1_IDR_1_33",0.480218785639807
"Q68DE3_IDR_2199_2245",0.356450417587408
"Q68DH5_IDR_1_94",0.348841514636062
"Q68DH5_IDR_582_695",0.651158485363938
"Q68DK7_IDR_1_469",1
"Q68DL7_IDR_311_685",1
"Q68DQ2_IDR_1_1477",0.317193501103303
"Q68DQ2_IDR_1480_1759",0.351606344444453
"Q68DQ2_IDR_1768_2281",0.331200154452244
"Q68DU8_IDR_284_387",1
"Q68DV7_IDR_319_676",1
"Q68DX3_IDR_1173_1309",0.247735146312846
"Q68DX3_IDR_190_305",0.252849600538276
"Q68DX3_IDR_679_768",0.241294644839868
"Q68DX3_IDR_864_939",0.25812060830901
"Q68DY9_IDR_68_145",1
"Q68EA5_IDR_42_167",1
"Q68EM7_IDR_453_881",1
"Q6A162_IDR_1_49",0.488286350018695
"Q6A163_IDR_1_31",0.492087256480483
"Q6AHZ1_IDR_1155_1222",0.221991374967273
"Q6AHZ1_IDR_350_443",0.244379059012507
"Q6AI08_IDR_293_411",1
"Q6AI14_IDR_1_53",0.359238703047145
"Q6AI14_IDR_602_798",0.640761296952855
"Q6AI39_IDR_25_722",0.20794639245013
"Q6AI39_IDR_800_1002",0.285051070255451
"Q6A162_IDR_398_429",0.511713649981305
"Q6A163_IDR_411_455",0.507912743519517
"Q6AHZ1_IDR_1236_1310",0.328600139948436
"Q6AHZ1_IDR_464_881",0.205029426071784
"Q6AI12_IDR_136_242",1
"Q6AI39_IDR_1020_1053",0.27485263458382
"Q6AI39_IDR_741_796",0.232149902710599
"Q6AW86_IDR_55_230",1
"Q6AWC2_IDR_391_422",0.196490670487611
"Q6AWC2_IDR_425_488",0.191460599552153
"Q6AWC2_IDR_493_686",0.179481880843725
"Q6DN90_IDR_1_520",0.491373723611938
"Q6DN90_IDR_875_963",0.508626276388062
"Q6DT37_IDR_1455_1551",0.240144147064853
"Q6DT37_IDR_403_446",0.186425894187651
"Q6DT37_IDR_455_495",0.203075949986975
"Q6DT37_IDR_563_631",0.200217745619174
"Q6DT37_IDR_786_903",0.170136263141347
"Q6DWJ6_IDR_308_353",1
"Q6E0U4_IDR_18_351",1
"Q6ECI4_IDR_85_180",1
"Q6EIG7_IDR_1_50",1
"Q6EKJ0_IDR_188_320",1
"Q6EMB2_IDR_404_457",0.489545460904404
"Q6EMB2_IDR_532_660",0.510454539095596
"Q8TDW5_IDR_125_387",1
"Q8TE49_IDR_446_889",0.480672247959135
"Q8TE54_IDR_531_564",1
"Q8TE56_IDR_183_227",1
"Q8TE57_IDR_208_287",1
"Q8TE58_IDR_143_211",1
"Q8TE60_IDR_207_290",1
"Q8TE67_IDR_152_236",0.51780737716332
"Q8TE67_IDR_400_450",0.48219262283668
"Q8TE68_IDR_159_253",0.347335255282538
"Q8TE68_IDR_431_478",0.355446113729968
"Q8TE68_IDR_536_633",0.297218630987494
"Q8TE73_IDR_1059_1096",0.483637600175208
"Q8TE73_IDR_896_930",0.516362399824792
"Q8TE76_IDR_405_450",0.50304962406588
"Q8TE76_IDR_457_793",0.49695037593412
"Q8TE77_IDR_470_659",0.438854734777329
"Q8TE77_IDR_52_91",0.561145265222671
"Q8TE82_IDR_1_76",0.577984784771958
"Q8TE82_IDR_229_265",0.422015215228042
"Q8TE85_IDR_77_219",0.269770148162026
"Q8TEH3_IDR_411_970",1
"Q8TEJ3_IDR_122_191",0.266120426006723
"Q8TEJ3_IDR_1_45",0.287738423012644
"Q8TEJ3_IDR_320_461",0.23638469589272
"Q8TEJ3_IDR_528_821",0.209756455087913
"Q8TEK3_IDR_329_1537",1
"Q8TEL6_IDR_1_33",0.524552115134786
"Q8TEL6_IDR_343_373",0.475447884865214
"Q8TEM1_IDR_1835_1887",1
"Q8TEP8_IDR_1_41",0.349777604888153
"Q8TEP8_IDR_2070_2125",0.361556747754291
"Q8TEP8_IDR_43_1211",0.288665647357556
"Q8TEQ0_IDR_184_389",0.246652706722424
"Q8TEQ0_IDR_407_511",0.225355601495284
"Q8TEQ0_IDR_617_649",0.258784219038015
"Q8TEQ0_IDR_777_813",0.269207472744277
"Q8TEQ6_IDR_1306_1349",0.320923673747942
"Q8TEQ6_IDR_1390_1427",0.374353101596051
"Q8TEQ6_IDR_822_881",0.304723224656006
"Q8TER5_IDR_191_521",0.433616215555564
"Q8TEW8_IDR_593_1205",0.51677241455839
"Q8TEX9_IDR_627_658",1
"Q8TEY5_IDR_1_135",0.312263660063566
"Q8TEY5_IDR_145_183",0.307682490710371
"Q8TEY5_IDR_314_395",0.380053849226063
"Q8TEY7_IDR_129_183",0.474368600684311
"Q8TEY7_IDR_293_473",0.525631399315689
"Q8TF01_IDR_1_33",0.342902499211777
"Q8TF01_IDR_47_805",0.657097500788223
"Q8TF08_IDR_1_32",1
"Q8TF05_IDR_324_613",1
"Q8TF17_IDR_384_440",0.487315102889403
"Q8TF17_IDR_9_39",0.512684897110597
"Q8TF20_IDR_1_66",1
"Q8TF21_IDR_1_42",0.496313818212477
"Q8TF21_IDR_271_823",0.503686181787523
"Q8TF30_IDR_472_705",0.479291445242108
"Q8TF30_IDR_755_809",0.520708554757892
"Q8TF32_IDR_90_153",1
"Q8TF39_IDR_1_45",0.450656994886007
"Q8TF68_IDR_1_260",0.367926859657172
"Q8TF68_IDR_455_543",0.632073140342828
"Q8TF71_IDR_1_61",0.510630593043011
"Q8TF71_IDR_476_515",0.489369406956989
"Q8TF72_IDR_112_1665",0.588280940756024
"Q8TF72_IDR_1688_1777",0.411719059243976
"Q8TF74_IDR_1_440",1
"Q8TF76_IDR_1_456",1
"Q8WTP8_IDR_1_105",0.488125127395484
"Q8WTP8_IDR_283_325",0.511874872604516
"Q8WTP9_IDR_1_111",1
"Q8WTQ4_IDR_1_34",0.506430440863824
"Q8WTQ4_IDR_41_165",0.493569559136176
"Q8WTR4_IDR_559_605",1
"Q8WTR7_IDR_51_208",1
"Q8WTT0_IDR_1_52",1
"Q8WTT2_IDR_1_199",0.476958023749327
"Q8WTT2_IDR_435_472",0.523041976250673
"Q8WTU0_IDR_80_139",1
"Q8WTV0_IDR_465_508",1
"Q8WTV1_IDR_88_239",1
"Q8WTW3_IDR_918_980",1
"Q8WTX9_IDR_1_37",0.509624227337671
"Q8WTX9_IDR_285_450",0.490375772662329
"Q8WU08_IDR_320_361",0.500209105007525
"Q8WU08_IDR_364_396",0.499790894992475
"Q8WU17_IDR_592_664",1
"Q8WU20_IDR_108_469",0.480636364886097
"Q8WU20_IDR_478_508",0.519363635113903
"Q8WU39_IDR_1_31",1
"Q8WU58_IDR_1_562",1
"Q8WU68_IDR_188_220",1
"Q8WU79_IDR_122_429",1
"Q8WU90_IDR_1_81",0.364433481196086
"Q8WU90_IDR_265_295",0.309712119877558
"Q8WU90_IDR_297_396",0.325854398926356
"Q8WUA2_IDR_326_492",1
"Q8WUA4_IDR_25_308",0.394931846769399
"Q8WUA4_IDR_765_797",0.355438659968082
"Q8WUA4_IDR_877_911",0.249629493262519
"Q8WUP2_IDR_18_178",1
"Q8WUQ7_IDR_1_190",0.613430333467078
"Q8WUQ7_IDR_471_556",0.202692707094039
"Q8WUQ7_IDR_589_624",0.183876959438882
"Q8WUR7_IDR_1_49",1
"Q8WUT4_IDR_344_543",1
"Q8WUU4_IDR_1_475",1
"Q8WUU5_IDR_36_129",1
"Q8WUU8_IDR_196_229",1
"Q8WUX1_IDR_1_50",1
"Q8WUX9_IDR_390_453",1
"Q8WUY3_IDR_2383_2542",0.193508886679439
"Q8WUY3_IDR_2558_2632",0.211569248409571
"Q8WUY3_IDR_2640_2874",0.234436512588298
"Q8WUY3_IDR_358_936",0.181024866614036
"Q8WUY3_IDR_938_2344",0.179460485708656
"Q8WUY9_IDR_109_147",1
"Q8WUZ0_IDR_55_217",1
"Q8WV15_IDR_1_45",0.477496340024196
"Q8WV15_IDR_263_306",0.522503659975804
"Q8WVB6_IDR_321_356",0.291434091691469
"Q8WVB6_IDR_859_921",0.255195290943115
"Q8WVC0_IDR_1_352",0.601336449860281
"Q8WVC0_IDR_523_666",0.398663550139719
"Q8WVD3_IDR_104_153",1
"Q8WVD5_IDR_119_150",1
"Q8WVE6_IDR_283_324",1
"Q8WVF2_IDR_21_112",1
"Q8WVF5_IDR_1_31",1
"Q8WVH0_IDR_1_158",1
"Q8WVI7_IDR_44_109",1
"Q8WVJ9_IDR_1_65",1
"Q8WVK2_IDR_1_104",1
